id,occ,brand,choice,display,feature,price
4,7,3,0,0,0,1.19
4,7,4,1,0,0,0.55
4,8,1,0,0,0,0.99
4,8,2,0,0,0,1.19
4,8,3,0,0,0,0.99
4,8,4,1,0,0,0.55
4,9,1,0,0,0,1.09
4,9,2,0,0,0,1.19
4,9,3,0,0,0,0.99
4,9,4,1,0,0,0.55
4,10,1,0,0,0,0.89
4,10,2,0,0,0,1.09
4,10,3,0,0,0,1.19
4,10,4,1,0,0,0.55
4,11,1,0,0,0,0.98
4,11,2,0,0,0,1.19
4,11,3,0,0,0,0.99
4,11,4,1,0,0,0.55
4,12,1,0,0,0,0.98
4,12,2,0,0,0,1.19
4,12,3,0,0,0,0.99
4,12,4,1,0,0,0.55
4,13,1,0,0,0,0.98
4,13,2,0,0,0,1.21
4,13,3,0,1,0,1.19
4,13,4,1,0,0,0.55
4,14,1,0,0,0,0.98
4,14,2,0,0,0,1.21
4,14,3,0,0,0,1.19
4,14,4,1,0,0,0.55
4,15,1,0,0,0,0.98
4,15,2,0,0,0,1.21
4,15,3,0,0,0,1.19
4,15,4,1,0,0,0.55
4,16,1,0,0,0,0.98
4,16,2,0,0,0,1.19
4,16,3,0,1,0,1.29
4,16,4,1,0,0,0.55
4,17,1,0,0,0,0.98
4,17,2,0,0,0,1.19
4,17,3,0,0,0,1.29
4,17,4,1,0,0,0.55
4,18,1,0,0,0,0.98
4,18,2,0,0,0,1.21
4,18,3,0,0,0,1.09
4,18,4,1,0,0,0.55
4,19,1,0,0,0,0.79
4,19,2,0,0,0,1.21
4,19,3,0,0,0,1.09
4,19,4,1,0,0,0.55
4,20,1,0,0,0,1.09
4,20,2,0,0,0,1.09
4,20,3,0,1,0,1.09
4,20,4,1,0,0,0.59
4,21,1,0,0,0,1.09
4,21,2,0,0,0,1.21
4,21,3,0,1,0,1.29
4,21,4,1,0,0,0.59
4,22,1,0,0,0,1.09
4,22,2,0,0,0,1.21
4,22,3,0,0,0,1.09
4,22,4,1,0,0,0.59
4,23,1,0,0,0,0.89
4,23,2,0,0,0,1.21
4,23,3,0,1,0,0.99
4,23,4,1,0,0,0.59
4,24,1,0,0,0,1.09
4,24,2,0,1,0,1.09
4,24,3,0,1,0,1.29
4,24,4,1,0,0,0.59
4,25,1,0,0,0,1.19
4,25,2,0,0,0,1.29
4,25,3,0,0,0,1.29
4,25,4,1,0,0,0.89
4,26,1,0,0,0,0.95
4,26,2,0,0,0,1.25
4,26,3,0,1,0,0.99
4,26,4,1,0,0,0.59
4,27,1,0,0,0,0.95
4,27,2,0,0,0,1.19
4,27,3,0,1,0,1.29
4,27,4,1,0,0,0.59
4,28,1,0,0,0,0.95
4,28,2,0,0,0,1.04
4,28,3,0,0,0,0.99
4,28,4,1,0,0,0.59
4,29,1,0,0,0,0.95
4,29,2,0,0,0,1.04
4,29,3,0,0,0,1.23
4,29,4,1,0,0,0.59
5,1,1,0,0,0,0.69
5,1,2,1,0,0,0.89
5,1,3,0,0,0,1.06
5,1,4,0,0,0,0.68
5,2,1,0,1,0,0.89
5,2,2,0,0,0,1.08
5,2,3,1,0,0,0.89
5,2,4,0,0,0,0.68
5,3,1,0,0,0,0.98
5,3,2,0,0,0,1.09
5,3,3,1,0,0,0.89
5,3,4,0,0,0,0.78
5,4,1,0,0,0,0.99
5,4,2,1,0,0,1.09
5,4,3,0,0,0,1.19
5,4,4,0,0,0,0.71
5,5,1,0,0,0,0.89
5,5,2,0,0,0,1.09
5,5,3,1,0,0,1.19
5,5,4,0,0,0,0.84
5,6,1,0,0,0,1.09
5,6,2,1,0,1,0.99
5,6,3,0,0,0,1.26
5,6,4,0,0,0,0.68
5,7,1,0,0,0,0.88
5,7,2,1,0,0,1.25
5,7,3,0,1,0,1.09
5,7,4,0,0,0,0.65
5,8,1,0,0,0,0.97
5,8,2,1,1,0,0.99
5,8,3,0,0,0,1.25
5,8,4,0,0,0,0.61
5,9,1,0,0,0,1.04
5,9,2,1,0,1,1.09
5,9,3,0,0,1,1.09
5,9,4,0,0,0,0.68
5,10,1,0,0,0,0.97
5,10,2,1,0,0,1.25
5,10,3,0,0,0,1.25
5,10,4,0,0,0,0.65
5,11,1,0,0,0,1.09
5,11,2,0,0,0,1.21
5,11,3,1,0,0,1.09
5,11,4,0,0,0,0.84
5,12,1,0,0,0,1.05
5,12,2,1,0,0,1.25
5,12,3,0,1,0,1.29
5,12,4,0,1,0,0.65
5,13,1,0,0,0,1.05
5,13,2,1,0,0,1.25
5,13,3,0,1,0,0.99
5,13,4,0,0,0,0.61
5,14,1,0,0,0,1.05
5,14,2,1,0,0,0.99
5,14,3,0,0,1,0.99
5,14,4,0,0,0,0.65
6,1,1,0,0,0,0.69
6,1,2,0,0,0,0.88
6,1,3,0,0,0,0.89
6,1,4,1,0,0,0.67
6,2,1,0,1,0,0.85
6,2,2,0,0,0,0.98
6,2,3,1,0,0,0.89
6,2,4,0,0,0,0.68
6,3,1,0,0,0,0.99
6,3,2,0,0,0,1.09
6,3,3,0,1,0,0.99
6,3,4,1,0,0,0.55
6,4,1,0,0,0,1.03
6,4,2,0,0,0,1.09
6,4,3,0,0,0,0.89
6,4,4,1,0,0,0.55
6,5,1,0,0,0,1.03
6,5,2,0,0,0,1.09
6,5,3,1,0,0,0.77
6,5,4,0,0,0,0.78
6,6,1,0,0,0,0.79
6,6,2,0,0,0,1.05
6,6,3,0,0,0,1.09
6,6,4,1,0,0,0.55
6,7,1,0,0,0,0.98
6,7,2,0,0,0,1.09
6,7,3,0,0,0,0.89
6,7,4,1,0,0,0.55
6,8,1,0,0,0,0.89
6,8,2,0,0,0,1.02
6,8,3,1,0,0,1.15
6,8,4,0,0,0,0.65
6,9,1,0,0,0,1.03
6,9,2,0,0,0,1.09
6,9,3,0,0,0,1.19
6,9,4,1,0,0,0.55
6,10,1,0,0,0,1.09
6,10,2,0,0,0,1.09
6,10,3,0,0,0,1.19
6,10,4,1,0,0,0.55
6,11,1,0,0,0,1.09
6,11,2,0,0,0,1.09
6,11,3,0,0,0,1.19
6,11,4,1,0,0,0.55
6,12,1,0,1,0,0.89
6,12,2,0,0,0,1.15
6,12,3,1,0,0,0.99
6,12,4,0,0,0,0.6
6,13,1,0,0,0,1.09
6,13,2,0,0,0,1.19
6,13,3,1,0,0,0.74
6,13,4,0,0,0,0.71
6,14,1,0,0,0,1.09
6,14,2,0,0,0,1.19
6,14,3,0,0,0,0.99
6,14,4,1,0,0,0.55
6,15,1,0,0,0,0.98
6,15,2,0,0,0,1.19
6,15,3,0,0,0,0.99
6,15,4,1,0,0,0.55
6,16,1,0,0,0,0.98
6,16,2,0,0,0,1.19
6,16,3,0,0,0,0.99
6,16,4,1,0,0,0.55
6,17,1,0,0,0,0.98
6,17,2,0,0,0,1.09
6,17,3,0,0,0,1.29
6,17,4,1,0,0,0.55
6,18,1,0,0,0,0.98
6,18,2,0,0,0,1.21
6,18,3,0,1,0,1.19
6,18,4,1,0,0,0.55
6,19,1,0,0,0,0.98
6,19,2,0,0,0,1.19
6,19,3,0,1,0,1.29
6,19,4,1,0,0,0.55
6,20,1,0,0,0,0.98
6,20,2,0,0,0,1.19
6,20,3,0,0,0,1.29
6,20,4,1,0,0,0.55
6,21,1,0,0,0,0.79
6,21,2,0,0,0,1.21
6,21,3,0,0,0,1.09
6,21,4,1,0,0,0.55
6,22,1,0,0,0,0.79
6,22,2,0,0,0,1.21
6,22,3,0,0,0,1.09
6,22,4,1,0,0,0.55
6,23,1,0,0,0,1.09
6,23,2,0,0,0,1.21
6,23,3,0,1,0,1.29
6,23,4,1,0,0,0.59
6,24,1,0,0,0,0.89
6,24,2,0,0,0,1.21
6,24,3,0,1,0,0.99
6,24,4,1,0,0,0.59
6,25,1,0,0,0,1.09
6,25,2,0,1,0,1.09
6,25,3,0,1,0,1.29
6,25,4,1,0,0,0.59
6,26,1,0,0,0,0.95
6,26,2,0,0,0,1.19
6,26,3,0,1,0,1.29
6,26,4,1,0,0,0.59
6,27,1,0,0,0,1.09
6,27,2,0,0,0,1.22
6,27,3,0,0,0,1.29
6,27,4,1,0,0,0.59
6,28,1,0,0,0,1.29
6,28,2,0,0,0,1.04
6,28,3,0,0,0,1.23
6,28,4,1,0,0,0.59
7,1,1,0,0,0,0.79
7,1,2,0,0,0,0.99
7,1,3,1,0,0,0.69
7,1,4,0,0,0,0.69
7,2,1,0,0,0,0.89
7,2,2,1,1,1,0.89
7,2,3,0,1,0,0.99
7,2,4,0,0,0,0.61
7,3,1,0,0,0,0.96
7,3,2,0,0,0,1.19
7,3,3,1,0,0,0.49
7,3,4,0,0,0,0.68
7,4,1,1,1,0,0.79
7,4,2,0,0,0,1.25
7,4,3,0,1,0,1.06
7,4,4,0,0,1,0.49
7,5,1,0,0,0,0.93
7,5,2,1,0,0,0.99
7,5,3,0,1,1,0.98
7,5,4,0,0,0,0.58
7,6,1,0,0,0,0.97
7,6,2,0,0,0,1.15
7,6,3,1,0,0,0.99
7,6,4,0,0,0,0.61
7,7,1,0,0,0,1.09
7,7,2,0,0,1,1.19
7,7,3,1,0,0,1.15
7,7,4,0,0,0,0.73
7,8,1,0,0,0,1.09
7,8,2,0,0,0,1.35
7,8,3,1,0,0,1.29
7,8,4,0,0,0,0.79
7,9,1,0,0,0,1.05
7,9,2,0,0,0,1.29
7,9,3,1,0,0,1.25
7,9,4,0,0,0,0.61
7,10,1,0,0,0,1.09
7,10,2,0,0,0,1.21
7,10,3,1,1,0,0.99
7,10,4,0,0,0,0.84
7,11,1,0,0,0,1.19
7,11,2,1,0,0,1.29
7,11,3,0,0,0,1.29
7,11,4,0,0,0,0.89
7,12,1,0,0,0,0.93
7,12,2,0,1,0,1.12
7,12,3,1,0,0,0.98
7,12,4,0,1,0,0.63
7,13,1,0,0,0,1.19
7,13,2,0,0,0,1.29
7,13,3,1,0,0,1.29
7,13,4,0,0,0,0.89
7,14,1,0,0,0,1.09
7,14,2,0,1,0,1.21
7,14,3,1,0,0,0.59
7,14,4,0,0,0,0.82
7,15,1,0,0,0,1.09
7,15,2,0,1,0,1.21
7,15,3,1,0,0,0.59
7,15,4,0,0,0,0.82
7,16,1,0,0,0,1.05
7,16,2,1,1,1,0.99
7,16,3,0,1,0,1.25
7,16,4,0,1,0,0.61
7,17,1,0,0,0,1.05
7,17,2,0,0,0,1.29
7,17,3,1,1,0,0.99
7,17,4,0,0,0,0.61
8,1,1,0,0,0,0.69
8,1,2,0,0,0,0.88
8,1,3,1,0,0,1.2
8,1,4,0,0,0,0.71
8,2,1,0,0,0,0.99
8,2,2,0,0,0,1.09
8,2,3,1,1,0,0.99
8,2,4,0,0,0,0.71
8,3,1,0,0,0,0.79
8,3,2,0,0,0,1.09
8,3,3,1,0,0,1.09
8,3,4,0,0,0,0.78
8,4,1,0,1,0,0.99
8,4,2,0,0,0,1.09
8,4,3,1,0,0,0.89
8,4,4,0,0,0,0.78
8,5,1,0,0,0,0.79
8,5,2,0,0,0,1.05
8,5,3,1,0,0,0.99
8,5,4,0,0,0,0.78
8,6,1,0,0,0,0.98
8,6,2,0,0,0,1.05
8,6,3,1,0,0,1.09
8,6,4,0,0,0,0.78
8,7,1,0,0,0,0.98
8,7,2,0,0,0,1.09
8,7,3,1,0,0,0.89
8,7,4,0,0,0,0.78
8,8,1,0,0,0,0.89
8,8,2,0,0,0,1.15
8,8,3,1,0,0,0.89
8,8,4,0,0,0,0.79
8,9,1,0,0,0,1.03
8,9,2,0,0,0,1.09
8,9,3,1,0,0,1.19
8,9,4,0,0,0,0.64
8,10,1,0,0,0,1.09
8,10,2,0,0,0,1.09
8,10,3,1,0,0,1.19
8,10,4,0,0,0,0.64
8,11,1,0,0,0,1.09
8,11,2,0,0,0,1.09
8,11,3,1,0,0,1.19
8,11,4,0,0,0,0.78
8,12,1,0,0,0,0.98
8,12,2,0,0,0,1.19
8,12,3,1,0,0,0.99
8,12,4,0,0,0,0.78
8,13,1,0,0,0,0.98
8,13,2,0,0,0,1.19
8,13,3,1,0,0,0.99
8,13,4,0,0,0,0.78
8,14,1,0,0,0,0.98
8,14,2,0,0,0,1.09
8,14,3,1,0,0,1.29
8,14,4,0,0,0,0.78
8,15,1,0,0,0,0.98
8,15,2,0,0,0,1.21
8,15,3,1,1,0,1.19
8,15,4,0,1,0,0.64
8,16,1,0,0,0,0.98
8,16,2,0,0,0,1.21
8,16,3,1,0,0,1.19
8,16,4,0,1,0,0.64
8,17,1,0,0,0,0.98
8,17,2,0,0,0,1.19
8,17,3,1,0,0,1.29
8,17,4,0,0,0,0.78
8,18,1,0,0,0,0.79
8,18,2,0,0,0,1.21
8,18,3,1,0,0,1.09
8,18,4,0,0,0,0.78
8,19,1,0,0,0,0.79
8,19,2,0,0,0,1.21
8,19,3,1,1,0,1.09
8,19,4,0,0,0,0.88
8,20,1,0,0,0,1.09
8,20,2,0,0,0,1.21
8,20,3,1,1,0,1.29
8,20,4,0,0,0,0.79
8,21,1,0,0,0,1.09
8,21,2,0,0,0,1.09
8,21,3,1,1,0,1.09
8,21,4,0,0,0,0.96
8,22,1,0,0,0,1.09
8,22,2,0,0,0,1.21
8,22,3,1,1,0,1.29
8,22,4,0,0,0,0.93
8,23,1,0,0,0,1.09
8,23,2,0,0,0,1.21
8,23,3,1,0,0,1.09
8,23,4,0,0,0,0.86
8,24,1,0,0,0,0.89
8,24,2,0,1,1,1.09
8,24,3,1,1,0,1.29
8,24,4,0,0,0,0.96
8,25,1,0,0,0,0.95
8,25,2,0,0,0,1.25
8,25,3,1,0,0,0.99
8,25,4,0,0,0,0.82
8,26,1,0,0,0,1.29
8,26,2,0,0,0,1.04
8,26,3,1,1,0,1.29
8,26,4,0,1,0,0.96
9,1,1,1,0,0,0.49
9,1,2,0,0,0,1.09
9,1,3,0,0,0,1.09
9,1,4,0,0,0,0.78
9,2,1,1,1,0,0.49
9,2,2,0,0,0,1.09
9,2,3,0,0,0,1.09
9,2,4,0,0,0,0.78
9,3,1,1,0,0,1.03
9,3,2,0,0,0,1.09
9,3,3,0,0,0,1.19
9,3,4,0,0,0,0.64
9,4,1,1,0,0,1.09
9,4,2,0,0,0,1.09
9,4,3,0,0,0,1.19
9,4,4,0,0,0,0.78
9,5,1,1,0,0,0.89
9,5,2,0,0,0,1.09
9,5,3,0,0,0,1.19
9,5,4,0,0,0,0.84
9,6,1,0,0,0,1.09
9,6,2,0,0,0,1.09
9,6,3,0,1,0,1.29
9,6,4,1,0,0,0.89
9,7,1,0,0,0,0.96
9,7,2,0,0,0,1.39
9,7,3,1,0,0,1.15
9,7,4,0,0,0,0.68
9,8,1,1,0,0,0.79
9,8,2,0,0,0,1.21
9,8,3,0,0,0,1.19
9,8,4,0,0,0,0.64
9,9,1,1,1,1,0.79
9,9,2,0,0,0,1.21
9,9,3,0,1,0,1.09
9,9,4,0,0,0,0.78
9,10,1,1,1,0,0.79
9,10,2,0,0,0,1.21
9,10,3,0,1,0,1.09
9,10,4,0,0,0,0.88
9,11,1,1,1,0,0.79
9,11,2,0,0,0,1.21
9,11,3,0,1,0,1.09
9,11,4,0,0,0,0.88
9,12,1,0,0,0,1.09
9,12,2,0,0,0,1.21
9,12,3,1,1,0,1.29
9,12,4,0,0,0,0.79
9,13,1,1,0,0,1.09
9,13,2,0,0,0,1.21
9,13,3,0,0,0,1.09
9,13,4,0,0,0,0.84
9,14,1,0,0,0,0.89
9,14,2,0,0,0,1.21
9,14,3,1,0,1,0.99
9,14,4,0,0,0,0.86
9,15,1,1,1,0,0.89
9,15,2,0,0,0,1.21
9,15,3,0,0,0,0.99
9,15,4,0,0,0,0.86
9,16,1,0,0,0,1.09
9,16,2,1,1,0,1.09
9,16,3,0,0,0,1.29
9,16,4,0,0,0,0.96
9,17,1,0,0,0,0.96
9,17,2,0,0,0,1.39
9,17,3,1,0,1,1.09
9,17,4,0,0,0,0.68
9,18,1,1,0,0,1.09
9,18,2,0,0,0,1.09
9,18,3,0,0,0,1.29
9,18,4,0,0,0,0.79
9,19,1,1,0,0,1.29
9,19,2,0,0,0,1.04
9,19,3,0,0,0,1.29
9,19,4,0,0,0,0.96
10,1,1,0,0,0,0.69
10,1,2,0,0,0,0.88
10,1,3,1,0,0,1.2
10,1,4,0,0,0,0.71
10,2,1,0,1,0,0.98
10,2,2,0,0,0,0.99
10,2,3,1,1,0,0.99
10,2,4,0,0,0,0.71
10,3,1,0,0,0,0.99
10,3,2,0,0,0,1.09
10,3,3,1,1,0,0.89
10,3,4,0,0,0,0.71
10,4,1,0,0,0,0.99
10,4,2,0,0,0,1.09
10,4,3,1,0,0,0.99
10,4,4,0,0,0,0.71
10,5,1,0,1,0,0.49
10,5,2,0,0,0,1.09
10,5,3,1,0,0,1.09
10,5,4,0,0,0,0.78
10,6,1,0,1,0,0.49
10,6,2,0,0,0,1.09
10,6,3,1,0,0,1.09
10,6,4,0,0,0,0.78
10,7,1,0,1,0,0.59
10,7,2,0,0,0,1.09
10,7,3,1,0,0,0.89
10,7,4,0,0,0,0.78
10,8,1,0,1,0,0.79
10,8,2,0,0,0,1.09
10,8,3,1,0,0,0.89
10,8,4,0,0,0,0.78
10,9,1,0,1,0,0.79
10,9,2,0,0,0,1.05
10,9,3,1,0,0,1.09
10,9,4,0,0,0,0.78
10,10,1,0,1,0,0.79
10,10,2,0,0,0,1.09
10,10,3,1,0,0,0.89
10,10,4,0,0,0,0.78
10,11,1,0,0,0,1.03
10,11,2,0,0,0,1.09
10,11,3,1,0,0,0.89
10,11,4,0,0,0,0.78
10,12,1,0,0,0,1.03
10,12,2,0,0,0,1.09
10,12,3,1,0,0,1.19
10,12,4,0,0,0,0.64
10,13,1,0,0,0,1.09
10,13,2,0,0,0,1.09
10,13,3,1,0,0,1.19
10,13,4,0,0,0,0.64
10,14,1,0,0,0,0.99
10,14,2,0,0,0,1.09
10,14,3,1,0,0,1.19
10,14,4,0,0,0,0.71
10,15,1,0,0,0,0.89
10,15,2,0,0,0,1.09
10,15,3,1,0,0,1.19
10,15,4,0,0,0,0.84
10,16,1,0,0,0,0.89
10,16,2,0,0,0,1.09
10,16,3,1,0,0,1.19
10,16,4,0,0,0,0.78
10,17,1,0,0,0,0.89
10,17,2,0,0,0,1.19
10,17,3,1,0,0,0.99
10,17,4,0,0,0,0.78
10,18,1,0,0,0,1.09
10,18,2,0,0,0,1.21
10,18,3,0,0,1,1.19
10,18,4,1,1,0,0.69
10,19,1,0,0,0,0.97
10,19,2,0,0,0,1.15
10,19,3,1,0,1,1.09
10,19,4,0,1,1,0.57
10,20,1,0,0,0,0.79
10,20,2,0,0,0,1.21
10,20,3,1,0,0,1.19
10,20,4,0,0,0,0.64
10,21,1,0,1,0,0.79
10,21,2,0,0,0,1.19
10,21,3,1,0,0,1.29
10,21,4,0,1,0,0.78
10,22,1,0,0,0,1.09
10,22,2,0,0,0,1.19
10,22,3,0,1,0,1.29
10,22,4,1,0,0,0.89
10,23,1,0,0,0,1.09
10,23,2,0,0,0,1.21
10,23,3,1,1,0,1.09
10,23,4,0,0,0,0.78
10,24,1,0,1,1,0.79
10,24,2,0,0,0,1.21
10,24,3,1,1,0,0.84
10,24,4,0,0,0,0.78
10,25,1,0,0,0,0.97
10,25,2,0,0,0,1.25
10,25,3,1,0,1,1.09
10,25,4,0,0,0,0.6
10,26,1,0,1,0,0.79
10,26,2,0,0,0,1.21
10,26,3,1,0,0,1.09
10,26,4,0,0,0,0.78
10,27,1,0,1,0,0.79
10,27,2,0,0,0,1.21
10,27,3,1,0,0,1.09
10,27,4,0,0,0,0.88
10,28,1,0,1,0,0.79
10,28,2,0,0,0,1.21
10,28,3,1,1,0,1.09
10,28,4,0,0,0,0.88
10,29,1,0,0,0,1.09
10,29,2,0,0,0,1.21
10,29,3,1,1,0,1.09
10,29,4,0,0,0,0.79
10,30,1,0,0,0,1.09
10,30,2,0,0,0,1.21
10,30,3,1,1,0,1.29
10,30,4,0,0,0,0.79
10,31,1,0,0,0,0.97
10,31,2,0,0,0,1.25
10,31,3,1,0,0,1.0
10,31,4,0,0,0,0.65
10,32,1,0,0,0,1.09
10,32,2,0,0,0,1.21
10,32,3,1,0,0,1.09
10,32,4,0,0,0,0.92
10,33,1,0,0,0,1.05
10,33,2,0,0,0,1.25
10,33,3,1,0,0,0.99
10,33,4,0,0,0,0.65
10,34,1,0,0,0,1.05
10,34,2,0,0,0,1.25
10,34,3,1,1,0,0.99
10,34,4,0,0,0,0.65
10,35,1,0,0,0,1.09
10,35,2,0,0,0,1.21
10,35,3,1,0,0,0.99
10,35,4,0,0,0,0.86
10,36,1,0,0,0,0.95
10,36,2,0,0,0,1.25
10,36,3,1,1,0,0.99
10,36,4,0,0,0,0.82
10,37,1,0,0,0,1.05
10,37,2,0,0,0,1.29
10,37,3,1,0,0,1.29
10,37,4,0,0,0,0.59
10,38,1,0,0,0,1.05
10,38,2,0,0,0,1.29
10,38,3,1,1,0,0.99
10,38,4,0,0,0,0.59
10,39,1,0,0,0,1.05
10,39,2,0,0,0,1.29
10,39,3,1,1,0,0.99
10,39,4,0,0,0,0.59
