id,weight,lower,upper,hiseduc,hereduc,heblack,sheblack,agediff,dur,divorce
418,23,3.458,3.535,8,13,0,0,2.53,3.4842868,1
425,29,24.0,24.0,9,9,0,0,2.352,24.0,0
427,29,33.851,33.851,8,12,0,0,2.1,33.851,0
428,17,14.576,14.576,14,12,0,0,0.413,14.576,0
431,25,1.506,2.497,8,8,0,0,2.352,2.206778,1
434,23,52.663,52.663,12,12,0,0,2.108,52.663,0
437,23,1.309,3.91,11,11,0,0,2.352,2.9780812,1
439,24,22.719,22.719,16,17,0,0,3.077,22.719,0
445,29,4.542,4.619,12,12,0,0,2.385,4.608767,1
447,19,43.751,43.751,10,8,0,0,2.746,43.751,0
449,24,42.062,42.062,8,8,0,0,2.352,42.062,0
451,23,29.07,29.07,16,12,0,0,5.169,29.07,0
454,23,29.07,29.07,16,12,0,0,5.169,29.07,0
457,26,56.052,56.052,12,12,0,0,1.999,56.052,0
462,26,16.58,17.582,12,12,0,0,1.251,17.363441,1
468,25,27.168,27.168,12,12,0,0,2.352,27.168,0
470,23,6.001,6.001,10,10,0,0,2.352,6.001,0
475,29,5.878,5.96,14,14,0,0,2.352,5.927383,1
477,29,20.0,20.0,12,12,0,0,2.352,20.0,0
479,23,10.415,10.497,16,16,0,0,2.352,10.458218,1
485,23,26.971,26.971,8,8,0,0,2.352,26.971,0
493,23,53.84,53.84,10,10,0,0,-4.753,53.84,0
496,24,11.54,11.622,12,12,1,1,-0.668,11.592174,1
502,13,22.976,22.976,16,16,1,1,0.419,22.976,0
504,25,32.999,32.999,11,7,0,0,7.001,32.999,0
508,19,7.773,8.95,12,9,0,0,7.414,8.650185,1
510,24,17.043,17.125,15,15,0,0,-6.084,17.07519,1
512,23,8.003,8.003,12,14,0,0,2.031,8.003,0
513,23,3.775,3.775,12,14,0,0,-1.032,3.775,0
520,29,3.565,3.565,12,11,0,0,9.169,3.565,0
528,29,4.977,4.977,11,12,0,0,-2.834,4.977,0
530,29,5.246,5.246,12,10,0,0,7.083,5.246,0
537,29,1.257,1.257,12,8,0,0,3.168,1.257,0
551,23,0.6,0.6,12,13,0,0,-1.999,0.6,0
553,22,40.501,40.501,7,7,0,0,2.352,40.501,0
559,25,49.002,49.002,12,15,0,0,9.749,49.002,0
561,21,5.506,6.497,8,8,0,0,2.352,6.4445734,1
566,21,1.878,1.878,14,16,0,0,13.339,1.878,0
576,25,7.003,7.003,15,15,1,1,2.352,7.003,0
579,25,7.003,7.003,14,14,1,1,2.352,7.003,0
581,25,41.199,41.199,16,13,0,0,2.335,41.199,0
584,25,47.546,47.546,14,14,0,0,5.311,47.546,0
590,24,21.467,21.467,12,12,0,0,0.17,21.467,0
592,24,20.964,21.04,16,17,0,0,1.002,20.979462,1
600,24,21.467,21.467,14,12,0,0,0.17,21.467,0
602,23,24.832,24.832,8,8,0,0,2.352,24.832,0
604,23,41.999,41.999,7,7,0,0,2.352,41.999,0
606,23,16.972,16.972,8,8,0,0,2.352,16.972,0
607,4,14.867,14.867,12,12,1,1,2.376,14.867,0
613,4,7.129,7.206,12,12,1,1,6.752,7.165759,1
615,4,16.882,26.114,11,11,1,1,4.528,19.387419,1
616,4,7.129,7.206,12,13,1,1,6.752,7.14303,1
620,26,13.421,13.421,12,10,0,0,6.001,13.421,0
628,26,15.849,15.849,12,8,0,0,-2.42,15.849,0
638,26,19.425,19.425,12,8,0,0,3.253,19.425,0
676,24,9.298,9.374,16,14,0,0,1.166,9.365088,1
684,24,10.546,10.628,16,16,0,0,2.352,10.62761,1
686,24,8.627,8.709,10,10,0,0,2.352,8.659683,1
688,23,34.004,34.004,6,6,0,0,2.352,34.004,0
690,20,31.997,31.997,8,8,0,0,2.352,31.997,0
693,23,9.541,9.624,13,13,0,0,2.639,9.595303,1
700,24,48.46,48.46,12,10,0,0,6.908,48.46,0
702,24,5.01,20.044,12,12,0,0,2.352,7.9744635,1
705,24,20.252,20.252,12,12,0,0,6.798,20.252,0
713,24,4.961,5.043,12,12,0,0,2.352,5.022873,1
716,24,4.457,4.534,16,16,0,0,2.352,4.4689054,1
718,24,3.392,10.16,15,15,0,0,2.352,4.8611326,1
720,25,12.0,12.0,12,14,0,0,-2.248,12.0,0
721,25,13.541,13.618,12,12,0,0,2.352,13.597955,1
725,25,10.754,11.828,12,12,0,0,2.352,11.50663,1
728,26,40.602,40.602,11,11,0,0,-0.895,40.602,0
730,24,54.412,54.412,7,7,0,0,2.352,54.412,0
734,24,9.563,9.563,12,14,0,0,5.084,9.563,0
740,32,7.901,7.901,12,16,0,0,-0.501,7.901,0
748,32,24.03,24.03,16,15,0,0,3.253,24.03,0
751,32,7.901,7.901,16,16,0,0,-0.501,7.901,0
753,32,43.685,43.685,11,12,0,0,-1.834,43.685,0
756,32,43.685,43.685,11,12,0,0,-1.834,43.685,0
759,24,29.366,29.366,15,14,0,0,10.752,29.366,0
763,24,2.554,2.554,13,9,0,0,0.671,2.554,0
769,24,4.63,4.706,14,15,0,0,5.832,4.6498475,1
771,24,4.63,5.287,14,14,0,0,2.352,4.944337,1
774,24,2.554,2.554,13,15,0,0,0.671,2.554,0
780,24,4.712,4.761,14,14,0,0,2.352,4.7342854,1
786,24,1.624,1.624,12,11,0,0,1.331,1.624,0
789,29,42.919,42.919,16,12,0,0,3.168,42.919,0
791,23,5.988,23.956,11,11,0,0,2.352,13.430065,1
794,23,3.707,3.789,12,12,0,0,2.352,3.771052,1
798,24,1.106,1.106,12,10,0,0,-0.104,1.106,0
807,24,2.631,2.708,12,12,0,0,2.352,2.655564,1
809,27,34.998,34.998,11,11,0,0,2.352,34.998,0
811,22,34.045,34.105,6,6,0,0,2.352,34.048256,1
814,3,20.999,20.999,12,12,1,1,2.352,20.999,0
818,22,46.979,46.979,5,5,0,0,2.352,46.979,0
820,24,28.775,28.775,16,16,0,0,3.932,28.775,0
823,28,61.407,61.407,14,14,0,0,11.507,61.407,0
829,23,2.998,2.998,8,8,0,0,2.352,2.998,0
831,23,22.475,22.475,17,14,0,0,6.166,22.475,0
840,23,10.743,10.743,17,15,0,0,2.919,10.743,0
842,23,35.335,35.335,8,8,0,0,2.352,35.335,0
844,23,32.175,32.175,13,13,0,0,0.914,32.175,0
846,23,38.149,38.149,11,12,0,0,1.582,38.149,0
852,23,11.211,11.294,12,12,0,0,2.352,11.229053,1
856,23,1.295,1.372,8,8,0,0,2.352,1.3461382,1
859,24,55.833,55.833,8,8,0,0,2.998,55.833,0
863,24,41.164,41.164,8,14,0,0,4.58,41.164,0
868,22,37.06,37.06,3,7,0,0,-6.021,37.06,0
872,17,4.876,4.925,11,11,0,0,2.352,4.9180512,1
875,23,28.43,29.046,12,12,0,0,-1.985,28.768648,1
877,23,0.838,1.626,12,12,0,0,2.352,1.0798678,1
880,17,29.634,29.634,18,12,0,0,1.251,29.634,0
883,19,13.999,13.999,5,5,0,0,2.352,13.999,0
885,19,38.324,38.324,12,11,0,0,1.916,38.324,0
887,24,5.541,5.541,16,16,0,0,-0.496,5.541,0
895,24,37.268,37.268,16,16,0,0,6.921,37.268,0
900,22,53.459,53.459,4,4,1,1,16.12,53.459,0
902,13,30.96,30.96,8,8,1,1,2.352,30.96,0
904,23,7.001,7.001,10,10,0,0,2.352,7.001,0
912,23,46.1,46.1,9,9,0,0,2.352,46.1,0
915,23,54.79,54.79,13,5,0,0,3.17,54.79,0
917,29,30.001,30.001,18,18,0,0,2.352,30.001,0
919,29,36.252,36.252,16,12,0,0,0.857,36.252,0
926,31,24.999,24.999,10,10,1,1,2.352,24.999,0
929,29,32.0,32.0,10,10,0,0,2.352,32.0,0
931,31,25.999,25.999,11,11,0,0,2.352,25.999,0
936,13,9.383,9.459,12,12,1,1,1.588,9.408036,1
937,13,8.783,8.783,12,12,0,1,1.588,8.783,0
940,22,40.252,40.252,12,16,0,0,-1.58,40.252,0
942,22,2.749,11.001,11,11,0,0,2.352,8.406024,1
947,24,13.547,13.629,17,16,0,0,2.078,13.586283,1
952,24,21.736,21.736,13,16,0,0,0.413,21.736,0
957,24,13.057,13.057,12,14,0,0,1.752,13.057,0
960,22,35.028,35.028,8,12,0,0,2.834,35.028,0
963,3,24.26,24.26,10,10,1,1,4.92,24.26,0
964,3,22.015,22.015,10,11,1,1,4.92,22.015,0
971,22,34.571,34.571,5,11,0,0,2.65,34.571,0
973,32,22.998,22.998,5,5,0,0,2.352,22.998,0
976,24,46.823,46.823,18,17,0,0,1.084,46.823,0
979,29,47.17,47.17,12,12,0,0,4.334,47.17,0
982,29,20.093,20.093,12,10,0,0,-2.001,20.093,0
986,19,12.887,12.887,12,13,0,0,2.831,12.887,0
987,19,12.887,12.887,13,13,0,0,2.831,12.887,0
989,29,32.167,32.167,11,11,0,0,2.352,32.167,0
991,24,52.671,52.671,7,12,0,0,2.998,52.671,0
996,24,20.665,20.665,16,13,0,0,2.916,20.665,0
1002,24,18.76,18.76,16,16,0,0,2.418,18.76,0
1005,24,18.76,18.76,17,16,0,0,2.79,18.76,0
1008,23,10.546,10.628,12,12,0,0,2.352,10.627942,1
1010,23,7.63,7.713,16,12,0,0,2.352,7.653852,1
1012,23,25.073,25.073,16,16,0,0,0.167,25.073,0
1015,23,30.773,30.773,16,13,0,0,2.916,30.773,0
1021,17,0.879,0.879,10,10,0,0,2.352,0.879,0
1024,17,1.002,1.002,15,15,0,0,2.352,1.002,0
1031,23,48.802,48.802,12,16,0,0,0.501,48.802,0
1053,23,3.669,3.669,13,10,0,0,-1.498,3.669,0
1056,22,23.001,23.001,16,16,0,0,8.98,23.001,0
1060,23,48.413,48.413,8,8,0,0,2.352,48.413,0
1061,22,14.511,14.511,17,16,0,0,-0.671,14.511,0
1063,22,49.916,49.916,5,8,0,0,4.244,49.916,0
1066,24,60.504,60.504,15,12,0,0,10.166,60.504,0
1068,23,8.772,35.091,8,8,0,0,2.352,23.170797,1
1069,23,4.482,4.482,12,12,0,0,4.419,4.482,0
1074,23,55.581,55.581,8,12,0,0,13.673,55.581,0
1076,26,42.582,42.582,12,12,0,0,2.352,42.582,0
1077,26,26.604,26.604,17,12,0,0,0.999,26.604,0
1079,25,35.912,36.69,13,13,0,0,2.352,35.99809,1
1084,25,7.959,8.041,12,8,0,0,2.168,7.961688,1
1087,27,32.668,32.668,12,12,0,0,0.252,32.668,0
1089,24,20.999,20.999,10,10,0,0,2.352,20.999,0
1091,22,57.049,57.049,8,8,0,0,2.352,57.049,0
1098,22,1.046,3.121,12,12,0,0,2.352,3.021397,1
1099,22,9.016,9.016,14,12,0,0,3.332,9.016,0
1101,22,44.0,44.0,4,4,0,0,2.352,44.0,0
1110,25,55.496,55.496,8,8,0,0,6.001,55.496,0
1112,23,61.832,61.832,8,11,0,0,1.703,61.832,0
1115,23,17.128,17.21,7,10,0,0,3.001,17.17404,1
1121,23,14.3,15.291,10,10,0,0,2.352,15.052058,1
1127,23,5.339,16.0,12,12,0,0,2.352,5.45267,1
1131,24,3.025,3.595,12,14,0,0,-0.252,3.100856,1
1133,23,7.151,7.718,14,12,0,0,0.641,7.460217,1
1134,23,18.716,18.798,12,12,0,0,2.352,18.78313,1
1137,23,3.888,3.888,12,9,0,0,3.247,3.888,0
1139,23,21.708,21.785,16,12,0,0,1.916,21.726818,1
1143,23,3.425,3.425,10,12,0,0,3.244,3.425,0
1145,23,10.831,10.913,12,12,0,0,2.352,10.882827,1
1149,29,27.97,27.97,12,13,0,0,-2.253,27.97,0
1151,15,13.013,15.012,12,12,0,0,2.352,14.913387,1
1153,31,19.006,23.003,12,12,1,1,2.352,21.276846,1
1155,31,4.49,4.49,16,12,0,0,0.331,4.49,0
1160,29,10.653,10.653,15,14,0,0,1.333,10.653,0
1161,29,10.653,10.653,15,14,0,0,1.333,10.653,0
1164,29,59.948,59.948,13,9,0,0,-0.416,59.948,0
1166,17,8.986,9.035,16,13,0,0,4.085,9.011751,1
1169,17,8.958,9.04,16,12,0,0,4.085,8.985592,1
1172,22,49.35,49.35,9,9,0,0,4.0,49.35,0
1174,23,56.101,56.101,7,8,0,0,10.007,56.101,0
1176,23,14.012,14.012,7,7,0,0,2.352,14.012,0
1178,24,22.982,22.982,10,10,0,0,2.352,22.982,0
1180,23,44.077,44.077,8,8,0,0,2.352,44.077,0
1184,25,47.88,47.88,19,19,0,0,2.352,47.88,0
1186,22,4.238,16.953,7,7,0,0,2.352,5.6876082,1
1188,22,4.624,4.706,12,12,0,0,2.352,4.636107,1
1191,22,50.653,50.653,12,12,0,0,2.001,50.653,0
1197,17,13.029,13.029,12,12,0,0,5.665,13.029,0
1206,22,57.164,57.164,5,5,0,0,3.001,57.164,0
1209,24,1.136,1.785,12,12,0,0,2.352,1.5359795,1
1210,24,24.747,24.747,17,17,0,0,-1.161,24.747,0
1212,24,51.001,51.001,4,8,0,0,2.661,51.001,0
1213,24,14.198,14.198,16,14,0,0,14.001,14.198,0
1216,24,44.383,44.383,18,12,0,0,0.832,44.383,0
1218,24,14.48,57.93,7,7,0,0,2.352,30.072893,1
1221,24,47.001,47.001,12,12,0,0,12.0,47.001,0
1223,24,50.962,50.962,13,12,0,0,2.834,50.962,0
1226,24,38.42,38.42,13,13,0,0,2.352,38.42,0
1230,17,23.458,23.458,11,12,0,0,0.58,23.458,0
1232,22,48.559,48.559,5,7,0,0,-0.361,48.559,0
1236,22,10.445,11.42,12,10,0,0,0.501,10.614751,1
1238,23,44.063,44.063,6,6,0,0,2.352,44.063,0
1241,24,22.579,22.579,18,16,0,0,5.5,22.579,0
1253,21,1.21,1.292,9,9,0,0,5.769,1.2440193,1
1263,21,16.309,16.309,9,10,0,0,-0.085,16.309,0
1273,21,2.795,2.872,12,12,0,0,2.352,2.8266075,1
1278,24,15.671,15.671,14,12,0,0,2.897,15.671,0
1282,24,11.587,11.587,16,16,0,0,1.166,11.587,0
1291,24,5.604,7.176,12,13,0,0,6.251,5.7735047,1
1292,24,15.63,15.713,13,12,0,0,1.498,15.691467,1
1295,25,17.396,18.157,12,11,1,1,19.116,17.644936,1
1297,25,10.14,11.131,8,8,1,0,2.352,10.607184,1
1300,25,54.505,54.505,8,10,1,1,11.918,54.505,0
1308,3,14.631,14.631,16,12,1,1,0.079,14.631,0
1317,3,16.057,16.057,12,12,1,1,0.747,16.057,0
1322,25,19.001,19.001,9,9,0,0,2.352,19.001,0
1325,25,19.001,19.001,8,8,0,0,2.352,19.001,0
1329,24,3.165,3.165,14,14,0,0,1.936,3.165,0
1332,24,24.671,24.671,8,11,0,0,2.144,24.671,0
1336,29,0.734,1.481,16,16,0,0,-0.036,1.1645514,1
1339,29,27.458,27.54,8,10,0,0,3.253,27.527586,1
1345,29,17.213,17.295,13,12,0,0,5.5,17.214962,1
1357,29,15.003,15.003,16,12,0,0,0.934,15.003,0
1360,29,14.768,14.768,16,12,0,0,2.067,14.768,0
1362,23,8.367,9.002,12,13,0,0,0.235,8.380916,1
1366,23,9.044,9.127,10,10,0,0,2.352,9.092336,1
1367,23,5.996,6.045,12,12,0,0,2.352,6.020766,1
1369,23,32.706,32.706,15,13,0,0,8.334,32.706,0
1372,23,32.706,32.706,15,12,0,0,8.334,32.706,0
1374,23,33.498,33.498,12,12,0,0,2.352,33.498,0
1376,23,12.26,49.046,16,16,0,0,2.352,22.796276,1
1379,23,34.04,34.04,16,12,0,0,16.975,34.04,0
1381,23,55.398,55.398,8,10,0,0,4.397,55.398,0
1383,23,51.707,51.707,8,8,0,0,0.441,51.707,0
1385,24,33.207,33.207,18,16,0,0,2.418,33.207,0
1386,24,8.758,8.758,16,17,0,0,-0.917,8.758,0
1388,22,50.001,50.001,10,10,0,0,2.352,50.001,0
1399,27,18.971,18.971,16,16,0,0,1.503,18.971,0
1405,27,21.804,21.804,17,16,0,0,1.495,21.804,0
1412,27,5.53,5.53,16,16,0,0,4.334,5.53,0
1418,25,42.341,42.341,3,1,0,0,7.614,42.341,0
1425,25,10.179,10.179,12,10,0,0,6.16,10.179,0
1426,20,0.972,0.972,15,9,0,0,4.246,0.972,0
1434,20,0.972,0.972,15,12,0,0,4.246,0.972,0
1439,27,14.565,14.565,6,6,0,0,2.352,14.565,0
1470,25,13.689,13.689,12,15,0,0,2.746,13.689,0
1475,24,7.368,7.368,12,12,0,0,2.752,7.368,0
1477,24,25.084,25.084,12,14,0,0,2.166,25.084,0
1483,24,22.242,22.242,14,13,0,0,2.081,22.242,0
1486,23,4.791,5.514,12,11,0,0,4.485,4.928767,1
1489,23,18.858,18.858,12,10,0,0,12.917,18.858,0
1491,23,3.795,11.368,10,10,0,0,2.352,4.8353305,1
1493,26,37.002,37.999,18,18,0,0,2.352,37.30455,1
1495,23,53.498,53.498,3,3,0,0,2.352,53.498,0
1500,23,6.407,6.407,14,14,0,0,2.834,6.407,0
1506,23,3.811,3.811,16,13,0,0,1.169,3.811,0
1509,23,9.569,9.569,10,17,0,0,0.504,9.569,0
1511,23,40.115,40.115,16,16,0,0,2.352,40.115,0
1514,29,34.582,34.582,12,12,0,0,2.836,34.582,0
1519,29,7.546,7.546,17,14,0,0,-0.583,7.546,0
1520,29,7.546,7.546,17,17,0,0,-0.583,7.546,0
1522,29,58.053,58.053,14,12,0,0,4.167,58.053,0
1528,29,11.272,11.272,12,15,0,0,2.335,11.272,0
1534,23,60.208,60.208,8,8,0,0,-0.753,60.208,0
1536,23,22.001,22.001,9,9,0,0,2.352,22.001,0
1539,23,21.164,21.164,15,12,0,0,4.923,21.164,0
1546,23,19.504,20.496,16,16,0,0,2.352,19.732433,1
1555,24,4.211,4.293,12,12,0,0,1.443,4.2900662,1
1589,24,11.129,11.206,13,12,0,0,7.42,11.16472,1
1596,24,10.168,10.245,16,16,0,0,2.352,10.208685,1
1599,24,50.385,50.385,18,17,0,0,4.334,50.385,0
1603,23,5.848,5.848,10,13,0,1,-1.246,5.848,0
1609,23,0.81,2.415,16,16,0,0,2.352,1.5883628,1
1611,23,35.381,35.381,11,8,0,0,1.993,35.381,0
1624,23,6.795,6.795,13,12,0,0,2.661,6.795,0
1632,23,2.012,2.012,17,12,0,0,1.832,2.012,0
1634,23,4.041,4.123,12,14,0,0,1.273,4.0768385,1
1648,23,1.807,1.807,14,16,0,0,10.749,1.807,0
1657,23,4.249,5.229,15,10,0,0,3.581,4.7027316,1
1661,23,5.09,5.09,16,16,0,0,0.123,5.09,0
1668,23,6.713,6.795,10,10,0,0,2.352,6.7945566,1
1670,24,32.769,32.769,9,9,0,0,0.679,32.769,0
1685,22,25.774,25.774,15,16,0,0,-0.504,25.774,0
1690,22,5.966,5.966,12,13,0,0,-0.747,5.966,0
1693,22,7.603,8.329,18,15,0,0,11.228,7.843288,1
1695,22,52.611,52.611,6,6,0,0,11.047,52.611,0
1697,22,54.166,54.166,16,16,0,0,-1.161,54.166,0
1701,22,22.765,22.765,12,14,0,0,1.084,22.765,0
1704,22,4.507,5.498,5,5,0,0,2.352,5.472209,1
1707,23,29.229,29.229,14,12,0,0,2.587,29.229,0
1709,22,49.125,49.125,10,12,0,0,-0.999,49.125,0
1713,23,39.488,39.488,12,12,0,0,1.708,39.488,0
1715,23,45.087,45.087,9,9,0,0,2.352,45.087,0
1717,23,2.349,7.036,14,14,0,0,2.352,6.656942,1
1720,23,9.958,10.04,16,11,0,0,8.496,10.02068,1
1724,23,1.854,2.817,10,10,0,0,2.352,2.4586315,1
1726,23,11.88,11.88,13,13,0,0,2.352,11.88,0
1736,24,8.654,8.654,12,16,0,0,-0.586,8.654,0
1745,29,2.042,2.042,10,17,0,0,-2.418,2.042,0
1749,29,20.066,20.066,14,12,0,0,-1.832,20.066,0
1754,29,10.36,10.36,12,13,0,0,3.838,10.36,0
1758,29,24.794,24.871,16,16,0,0,2.352,24.806505,1
1760,29,10.987,43.953,12,12,0,0,2.352,27.71267,1
1769,29,14.743,14.743,12,12,0,0,0.58,14.743,0
1778,29,7.198,7.198,13,16,0,0,6.585,7.198,0
1781,23,12.999,12.999,11,12,0,0,3.061,12.999,0
1783,23,45.235,45.235,8,12,0,0,0.068,45.235,0
1787,23,13.539,13.621,17,17,0,0,3.083,13.549439,1
1789,22,21.706,21.706,12,12,0,0,7.086,21.706,0
1791,7,37.582,37.582,8,11,0,0,2.086,37.582,0
1795,7,4.873,4.956,12,12,0,0,6.804,4.915216,1
1798,7,14.196,14.196,12,14,0,0,2.166,14.196,0
1805,7,1.309,3.91,12,12,0,0,2.352,3.7765813,1
1813,7,20.381,20.457,12,12,0,0,2.352,20.425772,1
1814,7,0.381,0.381,8,13,0,0,-0.337,0.381,0
1817,22,61.771,61.771,11,6,0,0,16.014,61.771,0
1820,22,42.847,42.847,16,16,0,0,6.248,42.847,0
1826,17,23.565,23.565,12,12,0,0,2.998,23.565,0
1835,22,42.01,42.01,12,12,0,0,2.352,42.01,0
1837,22,46.138,46.138,10,10,0,0,2.352,46.138,0
1841,25,21.44,21.44,12,8,0,0,-2.333,21.44,0
1843,20,16.003,18.001,14,14,0,0,2.352,16.82716,1
1846,23,53.405,53.405,10,10,0,0,2.352,53.405,0
1852,24,9.125,9.207,12,14,0,0,2.749,9.194876,1
1853,24,10.831,10.831,15,15,0,0,0.329,10.831,0
1861,15,5.038,5.038,16,10,0,0,0.0,5.038,0
1867,22,10.182,10.182,8,12,0,0,1.254,10.182,0
1868,22,23.348,23.348,8,11,0,0,1.749,23.348,0
