lnhr,lnwg,kids,ageh,agesq,disab,id,year
7.8555446,2.5564518,2,35,1225,0,12,1986
7.788626,2.5257287,3,36,1296,0,12,1987
7.889834,2.6390574,3,37,1369,0,12,1988
7.762171,2.6490078,1,41,1681,0,13,1979
8.098643,2.5525653,1,42,1764,0,13,1980
7.9444923,2.6837575,1,43,1849,0,13,1981
8.081475,2.698673,1,44,1936,0,13,1982
7.7319307,2.5136561,2,45,2025,0,13,1983
7.49887,2.725235,1,46,2116,0,13,1984
7.5637197,2.5517862,1,47,2209,0,13,1985
7.2399325,2.7285063,1,48,2304,0,13,1986
7.566311,2.6905649,1,49,2401,0,13,1987
7.5595593,2.7080503,1,50,2500,1,13,1988
7.762171,3.228826,0,31,961,0,14,1979
7.7828074,3.1709454,0,32,1024,0,14,1980
7.8038435,3.129826,1,33,1089,0,14,1981
7.8826923,3.04595,1,34,1156,0,14,1982
7.893199,3.3741686,2,35,1225,0,14,1983
7.709757,3.3672957,3,36,1296,0,14,1984
7.787382,3.2538567,3,37,1369,0,14,1985
7.6778636,3.4336646,3,38,1444,0,14,1986
7.7052627,3.1978564,3,39,1521,0,14,1987
7.920083,3.1219244,3,40,1600,0,14,1988
7.9655457,3.1809661,1,51,2601,0,15,1979
7.7748556,3.0892227,1,52,2704,0,15,1980
7.8359747,2.9866915,1,52,2704,0,15,1981
7.768533,3.04595,0,53,2809,0,15,1982
7.9021177,2.9507349,0,55,3025,0,15,1983
7.8046594,3.0218873,0,56,3136,0,15,1984
7.7579064,3.0135722,0,57,3249,0,15,1985
7.8785343,2.8914824,0,58,3364,0,15,1986
7.787382,2.9775684,0,58,3364,0,15,1987
7.7406645,2.9564714,0,59,3481,0,15,1988
7.8785343,2.9188511,2,40,1600,0,16,1979
7.696213,2.9611409,2,41,1681,0,16,1980
7.7030077,2.8558953,2,42,1764,0,16,1981
7.696213,2.7688317,2,43,1849,0,16,1982
7.776954,2.8349764,2,44,1936,0,16,1983
7.770645,2.895912,2,45,2025,0,16,1984
7.696213,2.9549103,2,46,2116,0,16,1985
7.8785343,2.987196,1,47,2209,0,16,1986
7.813996,2.8610573,1,48,2304,0,16,1987
7.7275352,2.8512843,1,49,2401,0,16,1988
7.6415644,2.6609585,2,36,1296,0,17,1979
7.8359747,2.9204698,2,37,1369,0,17,1980
7.901007,2.8627722,3,37,1369,0,17,1981
7.53743,2.7769542,3,39,1521,0,17,1982
7.8148036,2.904165,3,40,1600,0,17,1983
7.5807,2.9210086,3,41,1681,0,17,1984
7.62949,2.9719517,3,42,1764,0,17,1985
7.5642385,2.8460715,2,44,1936,0,17,1986
7.6004024,2.8431637,2,44,1936,0,17,1987
7.613325,2.8512843,2,45,2025,0,17,1988
7.7354336,1.9671124,0,22,484,0,18,1979
7.769801,1.7698547,0,23,529,0,18,1980
7.8119736,2.3105533,0,24,576,0,18,1981
7.792349,2.2874715,1,25,625,0,18,1982
7.7389235,2.4832385,1,26,676,0,18,1983
7.5153446,2.5779414,2,27,729,0,18,1984
7.517521,2.5945082,3,29,841,0,18,1985
7.399398,2.2782924,3,30,900,0,18,1986
7.7160153,2.6078615,3,31,961,0,18,1987
7.5621614,2.5907671,3,32,1024,0,18,1988
7.874739,2.8724341,2,32,1024,0,19,1979
7.4882936,2.738256,2,33,1089,0,19,1980
7.364547,2.7219532,2,34,1156,0,19,1981
7.4500794,2.693275,2,35,1225,0,19,1982
7.7493224,2.821379,2,36,1296,0,19,1983
7.3702307,2.773838,2,37,1369,0,19,1984
7.4500794,2.817801,2,38,1444,0,19,1985
7.587817,2.8166056,3,39,1521,0,19,1986
7.539027,2.8920372,3,40,1600,0,19,1987
7.7106533,2.6912432,3,41,1681,0,19,1988
7.539027,3.5652983,0,50,2500,0,20,1979
7.5475016,3.5490425,0,51,2601,0,20,1980
7.669495,3.5148237,0,52,2704,0,20,1981
7.534763,3.44967,0,53,2809,0,20,1982
7.6568103,3.2969475,0,54,2916,0,20,1983
7.5760975,3.462606,0,55,3025,0,20,1984
7.587817,3.4239368,0,57,3249,0,20,1985
7.53048,3.4336646,0,57,3249,0,20,1986
7.587817,3.4644852,0,58,3364,0,20,1987
7.5464463,3.4420195,0,59,3481,0,20,1988
8.037867,2.0399208,6,37,1369,0,21,1979
7.8508825,2.0001278,6,38,1444,0,21,1980
7.812783,2.3379521,6,38,1444,0,21,1981
7.6009026,2.2181158,4,40,1600,0,21,1982
7.5807,2.221375,4,42,1764,0,21,1983
7.60589,2.0869136,3,43,1849,0,21,1984
7.624619,2.266958,2,43,1849,0,21,1985
7.6009026,2.3015845,2,44,1936,0,21,1986
7.098376,2.343727,2,45,2025,1,21,1987
6.954639,1.8687205,2,46,2116,0,21,1988
7.5548587,2.6679225,0,26,676,0,22,1979
7.696213,2.7146947,0,27,729,0,22,1980
7.6870804,2.7120423,1,28,784,0,22,1981
7.7956467,2.7356653,1,29,841,0,22,1982
7.698936,2.737609,2,30,900,0,22,1983
7.8399196,2.6789646,2,31,961,0,22,1984
7.702556,2.8338015,2,32,1024,0,22,1985
7.6861625,2.8853593,2,33,1089,0,22,1986
7.720462,2.947067,2,34,1156,0,22,1987
7.6009026,3.0286834,2,35,1225,0,22,1988
7.614805,2.5517862,3,30,900,0,23,1979
7.5683794,2.5120354,3,31,961,0,23,1980
7.4999766,2.5352829,3,32,1024,0,23,1981
7.4910874,2.5634096,3,33,1089,0,23,1982
7.521859,2.4997952,3,34,1156,0,23,1983
7.257003,2.5672543,3,35,1225,0,23,1984
7.706613,2.4362414,3,36,1296,0,23,1985
7.624619,2.4544475,3,37,1369,0,23,1986
7.8119736,2.3184583,3,38,1444,0,23,1987
7.81682,2.3263016,3,39,1521,0,23,1988
7.6778636,2.9734867,3,46,2116,0,24,1979
7.6553907,3.035914,2,47,2209,0,24,1980
7.8038435,2.841415,1,47,2209,0,24,1981
7.742402,2.912894,1,48,2304,0,24,1982
7.783224,2.9172301,1,49,2401,0,24,1983
7.742402,2.9621756,0,50,2500,0,24,1984
7.6778636,3.1701057,0,51,2601,0,24,1985
7.783224,2.987196,0,52,2704,0,24,1986
7.721349,3.0378335,0,53,2809,0,24,1987
7.762171,2.9765494,0,54,2916,0,24,1988
7.635304,2.1306098,1,49,2401,1,25,1979
7.6088705,2.1540852,1,50,2500,0,25,1980
7.522941,2.1747518,1,51,2601,0,25,1981
7.5240216,2.0881534,1,51,2601,0,25,1982
7.473069,1.9878744,1,53,2809,0,25,1983
7.539027,2.09433,1,53,2809,0,25,1984
7.566311,2.0268316,1,55,3025,0,25,1985
7.5766096,2.0175662,1,56,3136,0,25,1986
7.5600805,2.5144653,0,57,3249,0,25,1987
7.2779384,2.0794415,0,58,3364,0,25,1988
7.893572,2.643334,2,43,1849,0,26,1979
7.971776,2.712706,2,44,1936,0,26,1980
7.9157133,2.6885276,2,45,2025,0,26,1981
7.6563373,2.693275,2,46,2116,0,26,1982
7.5600805,2.6810215,2,47,2209,0,26,1983
7.6829433,2.65886,2,48,2304,0,26,1984
7.53048,2.614472,2,49,2401,0,26,1985
7.46049,2.5564518,2,50,2500,0,26,1986
7.6568103,2.7491922,1,51,2601,0,26,1987
7.7748556,2.5649493,1,52,2704,0,26,1988
7.551712,2.3532782,1,44,1936,0,27,1979
7.5642385,2.352327,1,45,2025,0,27,1980
7.5600805,2.3570733,1,46,2116,0,27,1981
7.470224,2.3608541,1,47,2209,1,27,1982
7.548556,2.390596,1,47,2209,0,27,1983
7.426549,2.4309783,0,49,2401,0,27,1984
7.573017,2.4890647,0,49,2401,0,27,1985
7.517521,2.472328,0,50,2500,0,27,1986
7.5857887,2.4570215,0,51,2601,1,27,1987
7.2779384,2.472328,0,52,2704,0,27,1988
7.9193563,3.5771096,3,32,1024,0,28,1979
8.0455885,3.693618,3,33,1089,0,28,1980
7.8489337,3.77092,3,34,1156,0,28,1981
8.006368,3.539509,4,35,1225,0,28,1982
7.886833,3.627004,4,36,1296,0,28,1983
7.8038435,3.7412348,4,37,1369,0,28,1984
7.9193563,3.6090243,4,38,1444,0,28,1985
7.870166,3.674527,4,39,1521,0,28,1986
7.890957,3.708437,4,40,1600,0,28,1987
7.9193563,3.6676557,4,41,1681,0,28,1988
7.498316,2.600465,1,33,1089,0,29,1979
7.598399,2.6217659,1,34,1156,0,29,1980
7.5755844,2.7073834,1,35,1225,0,29,1981
7.6544433,2.5533438,1,36,1296,0,29,1982
7.8371596,2.8349764,1,37,1369,0,29,1983
7.6014023,2.7874773,2,38,1444,0,29,1984
7.6009026,2.5431757,2,39,1521,0,29,1985
7.7782116,2.4458194,2,40,1600,0,29,1986
7.615791,2.723267,2,41,1681,0,29,1987
7.7681103,2.5257287,2,42,1764,0,29,1988
7.5786567,3.3541057,0,32,1024,0,30,1979
7.1467724,2.575661,0,33,1089,0,30,1980
7.5807,2.4765384,0,34,1156,0,30,1981
7.426549,2.4756978,0,35,1225,0,30,1982
7.1244783,2.4680996,0,36,1296,0,30,1983
7.5600805,2.3997118,0,37,1369,0,30,1984
7.235619,2.4612968,0,38,1444,0,30,1985
7.2723985,2.6347623,0,39,1521,0,30,1986
7.329094,2.6333268,0,40,1600,0,30,1987
7.5968943,2.668616,0,41,1681,0,30,1988
7.7931743,2.225704,1,22,484,0,31,1979
7.6048946,2.3446863,2,23,529,0,31,1980
7.6582274,2.5055258,2,24,576,0,31,1981
7.7419677,2.3915114,2,25,625,0,31,1982
7.747165,2.275214,3,26,676,0,31,1983
7.6925697,2.2884862,3,27,729,0,31,1984
7.72312,2.4956818,3,28,784,0,31,1985
7.647786,2.4466856,3,29,841,0,31,1986
7.620705,2.5144653,3,30,900,0,31,1987
7.6009026,2.5748997,3,31,961,0,31,1988
7.6415644,2.3924258,1,36,1296,0,32,1979
7.62949,2.362739,1,37,1369,0,32,1980
7.5807,2.2638443,1,38,1444,0,32,1981
7.45472,2.5587766,1,39,1521,0,32,1982
7.5943813,2.3823202,1,40,1600,0,32,1983
7.6401234,2.5047092,1,41,1681,0,32,1984
7.495542,2.1246538,1,42,1764,0,32,1985
7.6401234,2.373975,1,43,1849,0,32,1986
7.624619,2.343727,1,44,1936,0,32,1987
7.6285176,2.3418057,1,45,2025,0,32,1988
7.6453977,2.340844,0,22,484,0,33,1979
7.787382,2.4664032,0,23,529,0,33,1980
7.612831,2.5470986,1,24,576,0,33,1981
7.5807,2.5502262,1,25,625,0,33,1982
7.7226777,2.5587766,2,26,676,0,33,1983
7.6048946,2.5839975,2,27,729,0,33,1984
7.6048946,2.7219532,2,28,784,0,33,1985
7.648263,2.6152036,2,29,841,0,33,1986
7.62949,2.733718,2,30,900,0,33,1987
7.544332,2.692598,2,31,961,0,33,1988
7.6009026,2.6844404,0,29,841,0,34,1979
7.5807,2.6720777,1,30,900,0,34,1980
7.620705,2.7199788,1,31,961,0,34,1981
7.721349,2.8718684,2,32,1024,0,34,1982
7.6152983,2.9204698,2,33,1089,0,34,1983
7.6362696,2.9210086,2,34,1156,0,34,1984
7.77191,2.8707356,2,35,1225,0,34,1985
7.8785343,2.6844404,2,36,1296,0,34,1986
7.901007,2.8225687,2,37,1369,0,34,1987
7.9683194,3.0267463,2,38,1444,0,34,1988
7.544332,2.7719636,1,39,1521,0,35,1979
7.5611215,3.1095073,1,40,1600,0,35,1980
7.5234814,3.2812872,1,41,1681,0,35,1981
7.742402,3.0130808,0,42,1764,0,35,1982
7.5475016,3.2406373,0,43,1849,0,35,1983
7.539027,3.2619352,0,44,1936,0,35,1984
7.689829,3.245323,0,46,2116,0,35,1985
7.728416,3.2902658,0,46,2116,0,35,1986
7.5109777,3.333632,0,47,2209,0,35,1987
7.5411525,3.36211,0,48,2304,0,35,1988
7.986165,3.7398102,0,50,2500,0,36,1979
8.253227,3.0017145,0,51,2601,0,36,1980
8.140316,2.9962323,0,51,2601,0,36,1981
8.051023,2.903617,0,52,2704,0,36,1982
8.159375,3.1045866,0,53,2809,0,36,1983
8.194229,3.160399,0,54,2916,0,36,1984
8.144969,2.9512577,0,54,2916,0,36,1985
8.04783,3.6101067,0,55,3025,0,36,1986
8.113426,3.0661907,0,56,3136,0,36,1987
8.140899,3.254629,0,57,3249,0,36,1988
7.632401,2.9231615,0,27,729,0,37,1979
7.570443,3.064325,0,28,784,0,37,1980
7.6009026,3.0860298,0,29,841,0,37,1981
7.575072,3.122365,0,30,900,0,37,1982
7.551712,3.1722035,0,31,961,0,37,1983
7.58883,3.1809661,0,32,1024,0,37,1984
7.5600805,3.2363226,0,33,1089,0,37,1985
7.551712,3.1949928,0,34,1156,0,37,1986
7.555905,3.2204745,1,35,1225,0,37,1987
7.551712,3.218876,1,36,1296,0,37,1988
7.5807,3.017983,2,38,1444,0,38,1979
7.5600805,3.0745435,2,39,1521,0,38,1980
7.549609,3.0449986,2,40,1600,0,38,1981
7.5432734,3.0238338,2,41,1681,0,38,1982
7.5683794,3.0291672,2,42,1764,0,38,1983
7.5683794,3.0106208,2,43,1849,0,38,1984
7.664816,3.0671222,1,44,1936,0,38,1985
7.521859,2.9765494,1,45,2025,0,38,1986
7.5131636,2.9846714,1,46,2116,0,38,1987
7.53048,2.9564714,1,47,2209,0,38,1988
7.539027,3.1599748,2,47,2209,0,39,1979
7.5358305,3.3145497,1,48,2304,0,39,1980
7.5600805,3.2812872,1,49,2401,0,39,1981
7.613325,3.2592497,1,50,2500,0,39,1982
7.6108527,3.3357697,1,51,2601,0,39,1983
7.584773,3.4065166,0,52,2704,0,39,1984
7.6449194,3.5109482,0,53,2809,0,39,1985
7.612831,3.5136328,0,54,2916,1,39,1986
7.67601,3.4177268,0,55,3025,1,39,1987
7.67601,3.5444314,0,56,3136,1,39,1988
7.7419677,3.1949928,3,41,1681,0,40,1979
7.673688,3.0708396,3,42,1764,0,40,1980
7.7106533,3.1095073,3,43,1849,0,40,1981
7.690286,3.1130707,3,44,1936,0,40,1982
7.690286,3.0582376,2,45,2025,0,40,1983
7.7052627,3.092859,2,46,2116,0,40,1984
8.544808,3.0101283,1,47,2209,0,40,1985
7.8489337,3.114848,1,48,2304,0,40,1986
7.840313,3.1949928,1,49,2401,0,40,1987
7.922986,3.222868,1,50,2500,0,40,1988
7.7137847,2.568788,1,30,900,0,41,1979
7.5422134,2.575661,1,31,961,0,41,1980
7.4826818,2.8627722,2,32,1024,0,41,1981
7.469084,2.889816,2,33,1089,0,41,1982
7.470224,3.0320642,2,34,1156,0,41,1983
7.487734,3.0661907,2,35,1225,0,41,1984
7.4524026,3.2140641,2,36,1296,0,41,1985
7.5021863,3.203153,2,37,1369,0,41,1986
7.5760975,3.1210425,3,38,1444,0,41,1987
7.614805,3.0740812,3,39,1521,0,41,1988
7.824046,3.0041964,3,36,1296,0,42,1979
7.783224,2.9611409,3,37,1369,0,42,1980
7.7406645,2.6397715,3,38,1444,0,42,1981
7.4121604,2.8261294,3,38,1444,0,42,1982
7.6843243,2.7219532,2,40,1600,0,42,1983
7.6496925,2.723267,2,40,1600,0,42,1984
7.742402,2.507972,1,41,1681,0,42,1985
7.724447,2.692598,1,42,1764,0,42,1986
7.635304,2.7491922,1,43,1849,0,42,1987
7.939515,2.862201,0,45,2025,0,42,1988
7.7630215,2.7060483,1,31,961,0,43,1979
7.620705,2.727199,2,32,1024,0,43,1980
7.5283318,2.7350166,2,33,1089,0,43,1981
7.2806973,2.7133694,3,34,1156,0,43,1982
2.7725887,1.8702625,3,35,1225,0,43,1983
3.1780539,-0.2613648,3,36,1296,0,43,1984
6.7007313,2.8009331,3,37,1369,0,43,1985
7.1356874,2.793616,3,38,1444,0,43,1986
6.562444,1.9501867,3,39,1521,0,43,1987
7.6162834,2.7568405,3,40,1600,0,43,1988
8.123855,2.2834022,1,31,961,0,44,1979
8.2361555,2.265921,1,32,1024,0,44,1980
8.216628,2.2813613,1,33,1089,0,44,1981
7.9035964,2.16791,2,34,1156,0,44,1982
7.932003,2.052841,2,35,1225,0,44,1983
8.00102,2.1306098,2,36,1296,0,44,1984
8.068403,2.237513,2,37,1369,0,44,1985
7.988882,2.2690284,2,38,1444,0,44,1986
8.259459,2.2385798,2,39,1521,0,44,1987
8.309677,2.1972246,2,40,1600,0,44,1988
7.59589,2.8384936,1,29,841,0,45,1979
7.6083746,2.8925915,1,30,900,0,45,1980
7.6857033,2.821974,1,31,961,0,45,1981
7.6138186,2.918311,1,32,1024,0,45,1982
7.6401234,2.9204698,1,33,1089,0,45,1983
7.64874,2.9210086,1,34,1156,0,45,1984
7.664816,3.0002222,1,35,1225,0,45,1985
7.7475967,3.0281994,1,36,1296,0,45,1986
7.6993895,2.7013612,1,37,1369,1,45,1987
7.771067,2.8308575,1,38,1444,0,45,1988
7.2499256,2.403335,1,30,900,0,46,1979
7.36518,2.4078455,1,32,1024,0,46,1980
7.4500794,2.3513753,1,32,1024,0,46,1981
7.4067106,2.5022552,1,33,1089,0,46,1982
7.2626286,2.447551,1,34,1156,0,46,1983
7.094235,2.4638531,1,35,1225,0,46,1984
7.2668276,2.5945082,1,36,1296,0,46,1985
7.2997975,2.4748564,1,37,1369,0,46,1986
7.8111634,2.5718486,1,38,1444,0,46,1987
7.9142523,2.1435893,1,39,1521,0,46,1988
7.7186856,3.406848,1,46,2116,0,47,1979
7.783224,3.4058533,0,47,2209,0,47,1980
7.6778636,3.2600176,0,48,2304,0,47,1981
7.667158,3.3908103,0,49,2401,0,47,1982
7.698483,3.3565485,0,51,2601,0,47,1983
7.700295,3.4065166,0,51,2601,0,47,1984
7.785305,3.2880287,0,52,2704,0,47,1985
7.9405837,3.1663187,0,53,2809,0,47,1986
7.8038435,3.2092295,0,54,2916,0,47,1987
7.7956467,3.203153,0,55,3025,0,47,1988
8.275886,2.171337,2,24,576,0,48,1979
7.783224,1.8733395,3,25,625,0,48,1980
7.946264,2.6447554,3,26,676,0,48,1981
7.550661,2.5832424,4,27,729,0,48,1982
7.570443,2.773838,4,28,784,0,48,1983
7.5918617,2.580217,4,29,841,0,48,1984
7.5918617,2.6727684,4,30,900,0,48,1985
7.5918617,2.5726123,4,31,961,0,48,1986
7.5898414,2.5892665,4,32,1024,0,48,1987
7.6610565,2.6347623,4,33,1089,0,48,1988
7.787382,2.5225234,2,30,900,0,49,1979
7.6211953,2.506342,2,31,961,0,49,1980
7.6088705,2.4882345,2,32,1024,0,49,1981
7.785721,2.4484155,2,33,1089,0,49,1982
7.895436,2.419479,2,34,1156,0,49,1983
7.7981124,2.6741486,2,35,1225,0,49,1984
7.667158,2.5862591,2,36,1296,0,49,1985
7.6187425,2.6290069,2,37,1369,0,49,1986
7.6098623,2.6056483,2,38,1444,0,49,1987
7.3613753,2.6651428,1,39,1521,0,49,1988
7.8038435,2.9188511,3,30,900,0,50,1979
7.7406645,2.9611409,3,31,961,0,50,1980
7.7275352,3.1402655,3,32,1024,0,50,1981
7.5766096,3.0842009,3,33,1089,0,50,1982
7.6797137,3.09874,3,34,1156,0,50,1983
7.6778636,3.051167,3,35,1225,0,50,1984
7.7397943,3.127199,3,36,1296,0,50,1985
7.706613,3.133318,3,37,1369,0,50,1986
7.820038,3.145875,3,38,1444,0,50,1987
7.7956467,3.1875916,3,39,1521,0,50,1988
7.5807,2.897568,0,31,961,0,51,1979
7.517521,2.846652,0,32,1024,0,51,1980
7.53048,2.9396908,0,33,1089,0,51,1981
7.5043917,3.1415627,0,34,1156,0,51,1982
7.5574727,3.1917102,0,34,1156,0,51,1983
7.7406645,3.1441524,0,36,1296,0,51,1984
7.791936,3.096934,0,37,1369,0,51,1985
7.6309466,3.3958497,0,38,1444,0,51,1986
7.6610565,3.154444,1,38,1444,0,51,1987
7.805882,3.0516398,1,40,1600,0,51,1988
7.690743,2.7180004,0,46,2116,0,52,1979
7.526179,2.686486,0,47,2209,0,52,1980
7.4121604,2.6885276,0,48,2304,0,52,1981
7.6211953,2.7769542,0,49,2401,0,52,1982
7.662468,2.6383429,0,49,2401,0,52,1983
7.6525455,2.6318889,0,50,2500,0,52,1984
7.579168,2.783776,0,51,2601,0,52,1985
7.820038,2.4706388,0,52,2704,0,52,1986
7.587817,2.486572,0,53,2809,0,52,1987
7.5683794,2.7060483,0,54,2916,0,52,1988
7.2723985,2.1222615,0,50,2500,0,53,1979
7.5807,2.1983352,0,50,2500,0,53,1980
7.6048946,2.1598687,0,51,2601,0,53,1981
7.584773,2.2027647,0,52,2704,0,53,1982
7.572503,2.2148461,0,53,2809,0,53,1983
7.584773,2.266958,0,54,2916,0,53,1984
7.6009026,2.3065772,0,55,3025,0,53,1985
7.482119,2.3015845,0,56,3136,0,53,1986
7.495542,2.343727,0,57,3249,0,53,1987
7.59287,2.3272777,0,58,3364,0,53,1988
7.4139705,3.2019331,3,36,1296,0,54,1979
7.418181,3.1415627,3,37,1369,0,54,1980
7.4471684,3.1095073,3,38,1444,0,54,1981
7.422374,3.0392706,3,39,1521,0,54,1982
7.3926477,2.9683611,3,40,1600,0,54,1983
7.4139705,2.9816334,3,41,1681,0,54,1984
7.418181,3.1293888,3,42,1764,0,54,1985
7.4054956,3.0140634,3,43,1849,0,54,1986
7.426549,2.9972312,3,44,1936,0,54,1987
7.418181,2.9052603,3,45,2025,0,54,1988
7.625595,3.0506938,2,32,1024,0,55,1979
7.6048946,3.0041964,2,33,1089,0,55,1980
7.5683794,2.980111,2,34,1156,0,55,1981
7.752335,2.8864753,3,35,1225,0,55,1982
7.426549,2.8314471,3,36,1296,0,55,1983
7.5683794,2.931727,3,37,1369,0,55,1984
7.614805,2.9647574,3,38,1444,0,55,1985
7.4916453,3.273364,3,39,1521,0,55,1986
7.622664,2.995232,3,40,1600,0,55,1987
7.6778636,2.8361502,3,41,1681,0,55,1988
7.783224,3.0056827,3,48,2304,0,56,1979
7.783224,3.0383127,3,49,2401,0,56,1980
7.762171,2.8495498,3,50,2500,0,56,1981
7.776954,2.7356653,3,51,2601,0,56,1982
7.6916566,2.7434173,3,52,2704,0,56,1983
7.6778636,2.738256,2,53,2809,0,56,1984
