salary,exprior,yearsbg,yearsrank,market,termdeg,admin,yearsdg,rank,male
71118.0,2,28,21,0.92,1,0,30,3,1
45906.0,6,17,11,0.92,1,0,23,2,0
50280.0,0,22,15,0.85,1,0,21,2,0
52071.0,0,24,14,0.85,1,0,24,2,1
48666.0,0,22,1,0.78,1,0,15,3,0
73620.0,15,3,3,0.92,1,0,18,3,1
65432.0,0,23,12,0.99,1,0,23,3,1
52464.0,0,17,9,1.3,1,0,17,2,1
35206.0,0,3,2,0.85,1,0,3,1,1
61439.0,0,7,2,1.17,1,0,6,2,1
60190.0,11,5,5,0.96,1,1,16,3,1
66334.0,0,35,23,0.78,1,0,30,3,1
59403.16,22,2,2,1.21,1,0,24,3,1
72152.0,0,33,22,1.0,1,0,33,3,1
34997.0,0,18,12,0.8,1,0,17,2,0
38572.0,0,12,9,0.8,1,0,12,2,0
62899.0,9,9,9,1.21,1,0,18,2,1
55826.0,4,24,12,0.78,1,0,28,3,1
56542.0,8,20,10,0.78,1,0,28,3,0
70514.0,0,25,17,0.89,1,1,25,3,1
52090.0,0,30,24,1.1,1,0,28,2,1
32000.0,3,0,0,0.91,1,0,3,1,1
64046.0,0,25,13,0.78,1,0,22,3,1
62801.0,0,28,15,0.77,1,0,28,3,1
30000.0,22,1,0,0.79,1,0,23,1,1
68133.0,4,23,17,0.93,1,0,27,3,1
65212.0,23,3,3,1.0,1,0,26,3,1
68140.0,13,22,22,0.85,0,0,35,3,1
33010.0,3,8,8,0.79,1,0,11,1,0
58134.0,0,26,16,0.85,1,0,26,3,1
68444.516,7,10,4,1.19,1,0,17,3,1
40945.0,0,11,5,0.95,1,0,10,2,1
43921.0,0,17,11,0.85,1,0,17,2,0
51565.0,0,20,4,0.93,1,0,18,3,1
42563.0,0,9,3,0.84,1,0,9,2,1
56574.0,0,26,1,1.0,1,0,24,3,1
55210.0,1,5,5,1.23,1,0,6,1,0
58982.0,1,20,5,1.1,1,0,21,3,1
45837.0,4,18,3,0.85,1,0,22,3,1
48456.0,1,24,16,0.85,1,0,25,2,1
35257.0,4,3,3,0.91,1,0,7,1,0
44204.0,9,6,6,1.09,1,0,15,1,1
73349.0,1,22,18,1.21,1,0,23,2,1
37000.0,3,0,0,0.99,1,0,3,1,1
49768.0,0,26,7,0.9,1,0,22,3,1
43500.0,6,0,0,1.21,0,0,6,1,0
58149.0,3,18,10,0.82,1,0,21,2,1
30001.0,4,3,3,0.77,1,0,7,1,1
50838.0,10,6,6,0.92,1,0,16,2,1
47821.0,1,15,3,0.96,1,0,16,2,0
41682.0,1,7,1,0.92,1,0,8,2,1
42603.0,1,9,2,1.02,1,0,10,2,0
37037.0,0,13,4,0.91,1,0,12,2,0
38935.0,6,2,2,0.77,1,0,8,1,1
41037.0,5,2,1,1.31,1,0,7,1,1
34000.0,0,3,3,0.73,1,0,2,1,1
55158.0,1,8,3,1.21,1,0,9,2,1
51698.0,8,23,1,0.79,1,0,31,3,1
46601.0,0,21,2,0.99,1,0,18,3,1
52627.0,0,20,10,0.83,1,0,19,3,1
54850.0,0,24,9,0.93,1,0,23,3,1
31000.0,0,3,2,0.79,1,0,2,1,0
83192.234,11,19,19,0.92,1,1,30,3,1
35000.0,1,0,0,0.91,1,0,1,1,0
39777.0,10,17,10,0.86,1,0,27,2,1
31000.0,0,0,0,0.95,1,0,0,1,0
61316.0,0,22,13,1.0,1,0,22,3,1
55000.0,0,0,0,1.23,1,0,0,1,1
63512.0,0,28,19,1.09,1,0,28,3,1
48078.0,0,11,5,1.04,1,0,11,2,1
48210.0,10,4,4,1.02,1,0,14,1,1
60345.0,4,24,4,1.0,1,0,28,3,1
35782.0,1,2,2,0.99,1,0,3,1,1
62587.0,20,8,8,0.85,1,1,28,3,1
37884.0,4,2,2,1.09,1,0,6,1,1
66537.0,6,10,1,1.0,1,0,16,3,1
45047.0,0,20,20,0.83,1,0,20,1,0
63827.0,0,24,12,1.14,1,0,22,3,1
32944.0,0,6,5,0.85,1,0,6,1,0
59564.0,0,19,14,1.33,1,0,17,2,1
34206.0,3,3,3,0.86,1,0,6,1,0
66483.0,3,21,15,0.99,1,0,24,3,1
54211.0,2,14,5,0.99,1,0,16,3,1
52773.0,0,28,14,0.88,1,0,16,2,0
60056.0,0,18,8,0.85,1,0,18,3,1
47661.0,4,12,3,0.85,1,0,16,3,0
64713.0,0,22,12,1.23,1,0,22,3,1
46975.0,0,7,2,1.04,1,0,7,2,1
40000.0,0,3,3,0.84,1,0,3,1,0
65212.0,7,3,3,1.18,1,0,10,2,1
62523.0,5,28,22,0.93,1,0,33,3,1
58498.453,0,23,2,0.84,1,0,15,3,1
33800.0,0,0,0,0.84,1,0,0,1,0
64770.0,0,25,15,1.02,1,0,23,3,0
35257.0,0,2,2,0.85,1,0,2,1,1
57612.0,0,12,5,1.23,1,0,10,2,0
46810.867,3,7,4,0.81,1,0,10,2,0
42813.0,6,10,7,0.85,1,0,16,2,0
59432.0,0,30,19,1.02,1,0,27,3,1
75614.0,0,29,22,0.89,1,0,29,3,1
71605.0,1,17,9,1.18,1,0,18,3,1
34603.0,0,6,4,0.79,1,0,4,1,0
30662.0,0,4,3,0.76,1,0,3,1,0
50235.0,0,21,1,0.79,1,0,20,3,1
38936.0,2,2,2,0.99,1,0,4,1,1
32000.0,13,0,0,0.71,1,0,13,1,0
52580.0,2,22,9,0.78,1,0,24,3,1
54274.0,0,22,12,1.02,1,0,22,3,1
61179.0,2,25,16,1.13,1,0,27,3,1
59534.86,0,24,10,0.93,1,0,22,3,1
38410.0,12,3,3,0.88,1,0,15,1,1
36308.0,3,2,2,0.8,1,0,5,1,1
42088.0,1,3,3,1.14,1,0,4,1,1
55608.0,1,25,21,0.96,1,0,26,2,1
62059.0,0,3,3,1.17,1,0,3,1,1
53376.0,0,6,0,1.21,1,0,6,2,1
64073.0,0,11,0,1.21,1,0,10,3,1
41483.0,1,5,2,0.93,1,0,6,2,1
56278.0,3,5,5,1.23,1,0,8,1,1
67062.0,0,25,15,1.14,1,0,23,3,1
58766.758,0,23,12,0.99,1,1,23,3,0
47029.0,7,11,1,0.79,1,0,18,3,1
53000.0,0,0,0,1.17,1,0,0,1,1
52395.0,5,19,7,0.86,1,0,24,3,0
63800.0,0,25,14,1.0,1,0,25,3,1
70434.0,7,15,10,1.24,1,0,22,3,1
63660.85,17,1,1,0.92,1,1,18,3,0
52894.0,0,24,8,0.92,1,0,23,3,1
58698.0,0,22,5,0.96,1,0,22,3,1
58946.0,0,12,3,0.84,1,0,10,2,0
80137.0,5,21,20,1.04,1,0,26,3,1
63073.0,2,30,16,0.78,1,0,32,3,1
52054.246,13,1,1,0.99,1,0,14,3,1
39754.0,0,1,0,0.88,1,0,1,1,1
69976.0,0,30,14,0.91,1,0,28,3,1
42537.0,0,13,8,0.8,1,0,12,2,1
39871.0,0,6,0,0.99,1,0,6,2,0
38069.0,0,7,6,0.83,1,0,6,1,0
58930.0,0,6,0,1.17,1,0,4,2,1
51775.0,0,27,13,0.85,1,0,26,3,1
49439.0,0,16,8,0.78,1,0,9,3,1
39986.0,0,2,0,0.99,1,0,1,1,1
42954.0,6,9,0,0.92,1,0,15,3,1
66115.0,2,26,18,0.92,1,0,28,3,1
66789.7,0,24,12,0.86,1,0,21,3,1
58471.0,0,24,13,0.84,1,0,21,3,1
62350.0,5,19,14,1.09,1,0,24,3,1
62059.0,15,1,1,0.91,1,0,16,3,0
36000.0,1,0,0,0.93,1,0,1,1,0
41974.0,0,6,0,1.0,1,0,6,2,1
63337.0,0,27,20,0.99,1,0,27,3,1
31000.0,0,0,0,0.92,1,0,0,1,0
33680.0,0,3,3,0.88,1,0,3,1,1
40000.0,3,7,2,0.79,1,0,10,2,1
71812.0,2,21,14,1.21,1,0,23,3,1
39660.0,0,9,4,0.74,1,0,9,2,0
41563.0,1,8,1,0.85,1,0,9,2,0
50096.0,3,7,4,1.18,1,0,10,2,1
52579.0,4,25,11,0.99,1,0,29,3,1
33787.0,0,4,2,0.85,1,0,2,1,0
33680.0,0,3,1,1.05,1,0,2,1,1
51729.0,5,9,3,1.17,1,1,14,3,1
67199.0,0,28,16,0.91,1,0,27,3,1
40512.0,8,1,1,0.84,1,0,9,1,1
71543.0,13,7,7,1.33,1,1,20,3,1
36308.0,16,5,5,0.86,1,0,21,1,0
49357.0,3,13,3,0.78,1,0,16,3,1
38818.0,2,8,2,0.99,1,0,10,2,0
48289.0,2,13,1,1.1,1,0,15,3,1
45763.0,3,7,2,0.85,1,0,10,2,0
60423.0,0,5,5,1.24,1,0,5,1,1
80103.0,2,29,22,0.93,1,0,31,3,1
38333.0,0,7,2,0.8,1,0,7,2,1
60681.0,0,17,9,0.96,1,0,17,3,1
52173.0,0,22,8,0.78,1,0,22,3,1
36833.0,0,1,1,0.84,1,0,1,1,0
61255.0,7,21,15,0.92,1,0,28,3,1
52662.0,13,25,11,0.78,1,0,38,3,0
39461.0,0,7,1,0.99,1,0,6,2,0
56350.0,0,25,14,1.0,1,0,25,3,1
56030.0,0,26,15,1.0,1,0,24,3,1
33680.0,7,3,3,0.74,1,0,10,1,1
67647.0,0,20,10,1.21,1,0,20,3,1
89789.0,11,22,21,0.93,1,0,33,3,1
71835.0,0,28,19,1.13,1,0,27,3,1
55406.0,0,10,3,1.23,1,0,8,2,1
47999.42,0,15,1,0.86,1,0,15,3,1
54822.0,0,25,10,0.92,1,0,23,3,1
60000.0,5,0,0,1.19,1,0,5,2,0
52172.0,6,15,11,0.73,1,0,21,3,1
37500.0,0,6,0,0.92,1,0,6,2,1
60678.0,5,13,0,1.21,1,0,18,3,0
43188.0,1,13,1,0.85,1,0,14,3,1
33680.0,0,2,2,1.02,1,0,2,1,0
64073.0,3,28,14,0.91,1,0,31,3,1
35000.0,0,3,0,0.79,1,0,0,1,0
40986.0,0,14,6,0.77,1,0,14,2,1
42482.0,0,9,4,0.99,1,0,9,2,1
42129.0,5,4,2,0.99,1,0,9,2,0
55227.0,0,3,3,1.23,1,0,2,1,1
40356.0,0,5,4,0.79,1,0,4,1,0
73155.0,12,25,25,0.92,1,0,37,3,1
35574.0,0,4,4,0.85,1,0,4,1,0
64863.0,0,23,14,0.99,1,0,23,3,1
60717.0,1,21,11,0.99,1,0,22,3,1
41259.0,6,8,2,1.15,1,0,14,2,0
46292.0,0,2,2,1.14,1,0,2,1,1
37359.0,0,1,1,0.84,1,0,1,1,0
73669.0,0,23,14,1.19,1,0,22,3,1
45287.0,0,22,16,0.85,1,0,22,2,1
60498.0,4,24,13,0.99,1,0,28,3,1
45000.0,20,0,0,1.0,1,0,20,2,1
40000.0,4,0,0,1.0,1,0,4,1,1
39986.0,1,4,4,1.17,1,0,5,1,1
45482.0,0,26,20,0.93,1,0,26,2,1
55090.0,2,21,18,1.02,1,0,23,2,1
59880.0,0,6,0,1.18,1,0,6,2,1
61123.0,5,19,13,0.82,1,0,24,3,1
55411.0,0,22,8,0.91,1,0,22,3,1
41723.0,7,7,4,0.87,1,0,14,2,1
55752.0,0,2,2,1.19,1,0,2,1,0
63409.0,0,22,17,1.23,1,0,21,2,1
62623.0,0,26,15,0.79,1,0,23,3,1
33703.0,1,6,1,0.77,1,0,7,2,0
57246.0,0,17,4,0.93,1,0,16,3,1
60006.0,0,24,2,0.92,1,0,20,3,1
50008.0,0,18,10,0.8,1,0,16,2,0
59472.0,5,15,15,0.89,1,0,20,2,1
52738.914,2,26,6,0.74,1,0,28,3,1
42717.598,0,10,5,0.8,1,0,10,2,1
34206.0,1,4,4,0.8,1,0,5,1,0
41063.0,1,18,18,0.81,1,0,19,1,0
33787.0,7,5,1,0.77,1,0,12,2,1
53686.0,0,31,17,0.78,1,0,26,3,1
70563.0,7,26,21,0.85,1,0,33,3,1
37067.0,6,6,2,0.93,1,0,12,2,0
47349.0,0,20,9,0.89,1,0,13,2,1
64686.62,5,16,8,1.15,1,0,21,3,1
35782.0,0,2,1,0.92,1,0,2,1,0
55847.0,2,12,5,1.23,1,0,14,2,1
48327.0,25,2,2,0.78,1,0,27,2,1
57192.0,0,27,13,0.85,1,0,25,3,1
32000.0,7,0,0,0.78,1,0,7,1,0
45500.0,0,0,0,1.21,1,0,0,1,1
54003.0,0,20,5,0.89,1,0,20,3,1
55524.0,13,15,10,1.15,1,0,28,3,1
57973.0,4,17,9,0.93,1,0,21,3,1
48395.0,0,3,3,1.21,1,0,3,1,1
34731.0,0,1,1,0.85,1,0,1,1,0
33680.0,4,1,1,0.79,1,0,5,1,1
