annearn,hrearn,exper,age,depends,married,tenure,educ,nrtheast,nrthcen,south,male,white,union,office,annhrs,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,vacdays,sicklve,insur,pension,annbens,hrbens,annhrssq,beratio,lannhrs,tenuresq,expersq,lannearn,peratio,vserat
7467.6,3.81,39,57,2,1,15.0,12,0,1,0,1,1,0,0,1960.0,0,0,1,0,0,0,0,0,0,281.69,1.17,386.5,296.51,965.87,0.49,3.8416e6,0.12934142,7.5807,225.0,1521,8.918329,0.039706197,0.0378783
7399.99,3.7,5,29,3,1,2.0,13,0,1,0,1,0,1,0,2000.0,0,0,1,0,0,0,0,0,0,281.69,1.17,386.5,296.51,965.87,0.48,4.0e6,0.13052315,7.6009026,4.0,25,8.909234,0.040068973,0.038224377
7871.99,4.1,5,23,0,0,0.5,12,0,0,1,1,1,0,0,1920.0,0,0,1,0,0,0,0,0,0,210.26,0.0,342.79,0.0,553.05,0.29,3.6864e6,0.07025542,7.5600805,0.25,25,8.971066,0.0,0.02670989
7020.0,3.0,12,26,4,1,2.0,12,0,0,1,1,1,0,0,2340.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.4756e6,0.0,7.7579064,4.0,144,8.856519,0.0,0.0
10454.4,6.05,20,36,3,1,15.0,12,0,1,0,1,1,1,0,1728.0,0,0,1,0,0,0,0,0,0,453.63,1.45,568.03,421.65,1444.76,0.84,2.985984e6,0.13819635,7.45472,225.0,400,9.254778,0.0403323,0.043529995
9839.99,4.1,13,31,1,1,15.0,12,1,0,0,1,1,0,0,2400.0,0,0,1,0,0,0,0,0,0,453.63,1.45,568.03,421.65,1444.76,0.6,5.76e6,0.14682534,7.783224,225.0,169,9.19421,0.04285065,0.046248015
9243.74,4.93,49,65,0,1,15.0,6,0,1,0,1,0,1,0,1875.0,0,0,1,0,0,0,0,0,0,453.63,1.45,568.03,421.65,1444.76,0.77,3.515625e6,0.15629604,7.536364,225.0,2401,9.131701,0.045614652,0.049231153
9878.39,4.2,29,49,1,1,15.0,8,1,0,0,1,1,0,0,2352.0,0,0,1,0,0,0,0,0,0,453.63,1.45,568.03,421.65,1444.76,0.61,5.531904e6,0.14625461,7.7630215,225.0,841,9.198105,0.042684082,0.046068236
11707.9,7.07,23,45,2,1,25.0,6,0,0,1,1,0,1,0,1656.0,0,0,1,0,0,0,0,0,0,453.63,1.45,568.03,421.65,1444.76,0.87,2.742336e6,0.123400435,7.4121604,625.0,529,9.368019,0.036014143,0.03886948
9552.55,5.57,20,36,3,1,15.0,13,1,0,0,1,0,0,0,1715.0,0,0,1,0,0,0,0,0,0,453.63,1.45,568.03,421.65,1444.76,0.84,2.941225e6,0.15124339,7.4471684,225.0,400,9.164563,0.04414005,0.04763964
10700.0,5.35,12,31,0,1,4.0,16,0,1,0,1,1,1,0,2000.0,0,0,1,0,0,0,0,0,0,124.0,0.0,136.07,0.0,260.07,0.13,4.0e6,0.024305608,7.6009026,16.0,144,9.277999,0.0,0.011588785
8255.99,4.3,23,40,1,1,2.0,12,0,0,1,1,1,0,0,1920.0,0,0,1,0,0,0,0,0,0,124.0,0.0,136.07,0.0,260.07,0.14,3.6864e6,0.031500764,7.5600805,4.0,529,9.018694,0.0,0.015019397
13160.0,7.0,38,58,4,1,25.0,12,1,0,0,1,1,1,0,1880.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.33,3.5344e6,0.18930775,7.539027,625.0,1444,9.484938,0.060569152,0.062303193
19400.0,7.07,33,49,1,0,15.0,12,0,1,0,1,1,1,0,2744.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,0.91,7.529536e6,0.12841702,7.917172,225.0,1089,9.873029,0.041087113,0.042263404
15320.4,7.51,10,28,1,1,0.5,13,0,0,0,1,1,1,0,2040.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.22,4.1616e6,0.16261259,7.620705,0.25,100,9.636941,0.052028015,0.05351753
28000.0,11.91,28,44,4,1,0.5,14,1,0,0,1,1,0,0,2350.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.06,5.5225e6,0.08897465,7.762171,0.25,784,10.23996,0.0284675,0.029282501
17000.0,7.56,10,28,1,1,8.0,13,0,0,1,1,1,0,0,2250.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.11,5.0625e6,0.14654647,7.7186856,64.0,100,9.740969,0.046887647,0.048230004
14000.0,7.95,23,44,0,1,25.0,12,0,0,1,1,1,1,0,1760.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.42,3.0976e6,0.1779493,7.473069,625.0,529,9.546813,0.056935,0.058565002
19032.3,11.13,17,34,1,1,8.0,10,0,0,0,1,1,1,0,1710.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.46,2.9241e6,0.130898,7.4442487,64.0,289,9.853893,0.041880906,0.043079924
20100.0,6.7,16,32,2,1,4.0,12,0,0,0,1,1,0,0,3000.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,0.83,9.0e6,0.12394478,8.006368,16.0,256,9.908475,0.039656222,0.040791545
18547.2,8.4,24,40,3,1,15.0,12,0,0,1,1,1,1,0,2208.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.13,4.875264e6,0.13432163,7.6998425,225.0,576,9.828074,0.0429763,0.044206675
13132.5,5.15,8,24,1,1,2.0,12,0,1,0,1,1,0,0,2550.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,0.98,6.5025e6,0.18970416,7.8438487,4.0,64,9.482845,0.060695983,0.06243366
12240.0,6.0,42,62,0,1,25.0,10,0,1,0,1,1,1,0,2040.0,0,0,1,0,0,0,0,0,0,871.49,0.0,1404.89,978.43,3254.81,1.6,4.1616e6,0.26591584,7.620705,625.0,1764,9.412464,0.07993709,0.07120016
21413.0,7.6,27,43,4,1,2.0,12,0,0,0,1,1,1,0,2817.5,0,0,1,0,0,0,0,0,0,871.49,0.0,1404.89,978.43,3254.81,1.16,7.938306e6,0.15200159,7.9436054,4.0,729,9.971753,0.04569327,0.040699106
16895.6,8.36,35,56,0,1,25.0,13,0,0,1,1,1,1,0,2021.0,0,0,1,0,0,0,0,0,0,871.49,0.0,1404.89,978.43,3254.81,1.61,4.084441e6,0.19264247,7.6113477,625.0,1225,9.734809,0.057910345,0.051580887
12680.6,5.18,25,42,2,1,0.5,13,0,0,1,1,1,1,0,2448.0,0,0,1,0,0,0,0,0,0,871.49,0.0,1404.89,978.43,3254.81,1.33,5.992704e6,0.25667635,7.8030267,0.25,625,9.447828,0.0771596,0.06872624
12240.0,5.0,18,34,1,0,4.0,10,0,0,1,1,1,0,0,2448.0,0,0,1,0,0,0,0,0,0,678.88,0.0,0.0,0.0,678.88,0.28,5.992704e6,0.05546405,7.8030267,16.0,324,9.412464,0.0,0.05546405
12500.0,6.25,16,32,2,1,8.0,13,0,0,1,1,1,0,0,2000.0,0,0,1,0,0,0,0,0,0,266.65,0.0,668.42,0.0,935.06995,0.47,4.0e6,0.074805595,7.6009026,64.0,256,9.433484,0.0,0.021332
14375.0,5.0,33,48,0,1,25.0,12,0,1,0,1,1,0,0,2875.0,0,0,1,0,0,0,0,0,0,447.78,0.0,103.1,0.0,550.88,0.19,8.265625e6,0.038322087,7.963808,625.0,1089,9.573246,0.0,0.031149913
13500.0,6.0,10,26,1,1,8.0,13,0,1,0,1,1,0,0,2250.0,0,0,1,0,0,0,0,0,0,447.78,0.0,103.1,0.0,550.88,0.24,5.0625e6,0.040805925,7.7186856,64.0,100,9.510445,0.0,0.03316889
6875.0,3.44,31,47,2,1,2.0,12,0,0,1,1,1,0,1,2000.0,0,0,1,0,0,0,0,0,0,362.8,64.0,390.0,195.2,1012.0,0.51,4.0e6,0.1472,7.6009026,4.0,961,8.835647,0.028392727,0.06208
7350.0,4.29,15,52,2,1,2.0,12,1,0,0,0,1,0,1,1715.0,0,0,1,0,0,0,0,0,0,83.0,74.0,161.0,0.0,318.0,0.19,2.941225e6,0.043265305,7.4471684,4.0,225,8.902455,0.0,0.021360544
11500.0,5.0,9,25,2,1,4.0,10,0,0,1,1,1,0,1,2300.0,0,0,1,0,0,0,0,0,0,464.86,186.46,397.1,0.0,1048.42,0.46,5.29e6,0.09116696,7.7406645,16.0,81,9.350102,0.0,0.05663652
13100.0,7.49,9,25,1,0,0.5,12,0,0,1,0,1,1,1,1750.0,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.92,3.0625e6,0.2560809,7.467371,0.25,81,9.480368,0.09390992,0.08591374
14169.6,7.38,10,32,2,1,4.0,13,1,0,0,1,1,1,1,1920.0,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.75,3.6864e6,0.23675051,7.5600805,16.0,100,9.558854,0.08682108,0.0794285
17500.0,7.78,14,31,2,1,4.0,13,1,0,0,1,1,0,1,2250.0,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.49,5.0625e6,0.19169486,7.7186856,16.0,196,9.769957,0.070298284,0.06431257
25000.0,10.0,20,44,3,1,8.0,16,0,0,0,1,1,0,1,2500.0,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.34,6.25e6,0.1341864,7.824046,64.0,400,10.126631,0.049208798,0.0450188
24646.1,11.41,24,40,2,1,0.5,16,0,1,0,1,1,0,1,2160.0,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.55,4.6656e6,0.13611321,7.6778636,0.25,576,10.112374,0.049915403,0.045665238
17000.0,8.17,12,32,0,0,0.5,16,0,1,0,1,1,0,1,2080.0,0,0,1,0,0,0,0,0,0,342.14,28.71,512.29,0.0,883.14,0.42,4.3264e6,0.05194941,7.6401234,0.25,144,9.740969,0.0,0.021814706
7119.99,3.56,5,25,2,1,4.0,12,1,0,0,1,0,1,0,2000.0,0,0,1,0,0,0,0,0,0,355.33,104.64,466.88,409.34,1336.19,0.67,4.0e6,0.18766738,7.6009026,16.0,25,8.870662,0.057491653,0.06460261
9206.39,5.48,9,28,0,1,4.0,13,0,1,0,1,1,1,0,1680.0,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.19,2.8224e6,0.21649094,7.426549,16.0,81,9.127653,0.06586512,0.0690792
8495.99,4.72,35,52,0,1,25.0,10,0,1,0,0,1,1,0,1800.0,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.11,3.24e6,0.23459302,7.495542,625.0,1225,9.04735,0.071372494,0.07485531
8927.99,4.65,2,19,0,0,0.5,12,1,0,0,0,1,1,0,1920.0,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.04,3.6864e6,0.22324173,7.5600805,0.25,4,9.096947,0.06791898,0.07123327
11900.0,5.95,31,49,0,0,15.0,8,1,0,0,1,1,0,0,2000.0,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.0,4.0e6,0.1674874,7.6009026,225.0,961,9.384294,0.0509563,0.053442854
8524.8,4.44,12,45,1,1,8.0,12,0,1,0,0,1,1,0,1920.0,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.04,3.6864e6,0.2338002,7.5600805,64.0,144,9.0507345,0.07113129,0.074602336
24469.1,6.92,9,25,1,1,0.5,12,0,1,0,1,1,1,0,3536.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.04,1.2503296e7,0.14998181,8.170752,0.25,81,10.105166,0.05047264,0.045048244
23218.0,13.0,31,47,1,1,25.0,6,0,0,1,1,0,1,0,1786.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,2.05,3.189796e6,0.15806356,7.487734,625.0,961,10.052683,0.05319235,0.047475666
12768.0,7.6,40,58,0,1,25.0,12,1,0,0,1,1,0,0,1680.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,2.18,2.8224e6,0.28743106,7.426549,625.0,1600,9.454698,0.09672776,0.08633224
15507.7,8.08,39,57,1,1,15.0,12,0,1,0,1,1,1,0,1920.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.91,3.6864e6,0.23665147,7.5600805,225.0,1521,9.649092,0.079639144,0.07108017
18589.8,7.9,12,28,1,1,2.0,16,0,1,0,1,1,0,0,2352.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.56,5.531904e6,0.19741577,7.7630215,4.0,144,9.830368,0.06643535,0.059295416
21484.6,9.74,13,29,2,1,8.0,12,1,0,0,1,1,0,0,2205.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.66,4.862025e6,0.1708163,7.698483,64.0,169,9.975092,0.057483967,0.051306054
17600.0,6.4,13,33,2,1,4.0,12,1,0,0,1,1,1,0,2750.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.33,7.5625e6,0.20851818,7.9193563,16.0,169,9.775654,0.070171595,0.06263012
17325.0,6.3,8,26,0,1,4.0,12,0,1,0,1,1,1,0,2750.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.33,7.5625e6,0.211828,7.9193563,16.0,64,9.759906,0.07128543,0.06362424
16800.0,8.75,15,37,4,1,2.0,12,0,0,1,1,1,1,0,1920.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.91,3.6864e6,0.21844761,7.5600805,4.0,225,9.729135,0.0735131,0.0656125
18500.0,7.87,7,24,1,1,4.0,12,0,1,0,1,1,1,0,2350.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.56,5.5225e6,0.19837405,7.762171,16.0,49,9.825526,0.066757835,0.059583243
25000.0,11.82,25,42,1,1,25.0,10,0,1,0,1,1,1,0,2115.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.74,4.473225e6,0.1467968,7.6568103,625.0,625,10.126631,0.0494008,0.0440916
15085.9,5.93,26,43,6,1,15.0,12,1,0,0,1,1,0,0,2544.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.44,6.471936e6,0.2432682,7.841493,225.0,676,9.621516,0.08186585,0.07306756
26376.0,9.42,14,30,1,1,0.5,18,0,1,0,1,1,1,0,2800.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.31,7.84e6,0.13913861,7.9373746,0.25,196,10.18021,0.04682363,0.0417914
15633.4,7.09,9,25,1,1,8.0,12,0,0,1,1,1,1,0,2205.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.66,4.862025e6,0.23474866,7.698483,64.0,81,9.657165,0.07899881,0.07050865
15435.0,6.86,3,23,0,0,0.5,16,0,1,0,1,1,1,0,2250.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.02,5.0625e6,0.29480013,7.7186856,0.25,9,9.644393,0.10610625,0.0805928
12900.0,6.45,36,49,2,1,8.0,10,0,1,0,1,0,1,0,2000.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.28,4.0e6,0.3527318,7.6009026,64.0,1296,9.464983,0.12695736,0.09643023
14231.6,7.57,10,28,1,1,8.0,13,0,1,0,1,1,1,0,1880.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.42,3.5344e6,0.31972796,7.539027,64.0,100,9.56322,0.11507842,0.0874076
17347.5,7.71,17,34,3,1,4.0,12,0,1,0,1,1,1,0,2250.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.02,5.0625e6,0.26229948,7.7186856,16.0,289,9.761204,0.094408415,0.07170773
15600.0,6.5,5,23,0,0,2.0,12,0,1,0,1,1,1,0,2400.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,1.9,5.76e6,0.29168206,7.783224,4.0,25,9.655026,0.10498398,0.07974038
17704.6,6.55,27,50,0,1,15.0,10,0,1,0,1,1,1,0,2703.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,1.68,7.306209e6,0.25700894,7.9021177,225.0,729,9.78158,0.09250421,0.0702614
18142.0,7.72,26,43,0,1,25.0,10,0,1,0,1,1,1,0,2350.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,1.94,5.5225e6,0.2508125,7.762171,625.0,676,9.8059845,0.09027395,0.06856741
17280.0,7.5,11,26,0,1,0.5,12,0,1,0,1,1,1,0,2304.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,1.97,5.308416e6,0.26332408,7.742402,0.25,121,9.757305,0.0947772,0.071987845
12811.5,7.02,35,53,5,1,25.0,10,0,1,0,1,0,1,0,1825.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.49,3.330625e6,0.35516843,7.509335,625.0,1225,9.458098,0.12783436,0.097096354
21489.0,7.41,14,32,2,1,15.0,12,0,1,0,1,1,1,0,2900.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,1.57,8.41e6,0.21174742,7.972466,225.0,196,9.975296,0.07621341,0.057887755
18326.9,8.58,9,27,2,1,8.0,12,0,1,0,1,1,1,0,2136.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.13,4.562496e6,0.24828205,7.6666903,64.0,81,9.816125,0.08936317,0.06787563
17680.0,8.84,18,34,0,1,8.0,12,0,0,1,1,1,1,0,2000.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.28,4.0e6,0.25736654,7.6009026,64.0,324,9.7801895,0.09263292,0.07035916
14994.0,7.65,10,28,0,1,8.0,12,0,1,0,1,1,1,0,1960.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.32,3.8416e6,0.30347073,7.5807,64.0,100,9.615405,0.109227024,0.08296318
