state,region,year,public,hwy,water,other,private,gsp,emp,unemp
7,5,1986,4716.73,7.626648,6.1985397,7.6836476,9.273785,9.217515,5.7143927,4.3
8,5,1970,29696.86,9.44322,8.3368435,9.464957,10.953925,11.151109,7.6741996,4.4
8,5,1971,30683.09,9.462935,8.362402,9.512405,11.006059,11.200541,7.7303505,4.9
8,5,1972,32089.12,9.504815,8.370559,9.571286,11.048887,11.306061,7.8292723,4.5
8,5,1973,33480.99,9.546791,8.35899,9.6299,11.103938,11.417482,7.9297023,4.3
8,5,1974,34650.29,9.58788,8.362112,9.666603,11.162697,11.431314,7.9599047,6.2
8,5,1975,36103.75,9.620802,8.399785,9.716104,11.209245,11.402017,7.918046,11.0
8,5,1976,37942.61,9.651078,8.460836,9.78008,11.375919,11.418142,7.9317517,9.0
8,5,1977,39393.89,9.667176,8.594982,9.809107,11.393011,11.466348,7.983849,8.2
8,5,1978,40859.4,9.679412,8.719945,9.838975,11.424286,11.543105,8.064825,6.6
8,5,1979,42107.13,9.694051,8.798713,9.865816,11.462773,11.600213,8.125986,6.0
8,5,1980,43192.98,9.708552,8.85343,9.8902445,11.5053835,11.642698,8.182056,5.9
8,5,1981,44311.68,9.724652,8.913371,9.911264,11.594384,11.679668,8.225771,6.8
8,5,1982,45492.0,9.738197,8.963748,9.93907,11.625074,11.680987,8.232679,8.2
8,5,1983,47116.82,9.7574415,9.009885,9.9828005,11.643529,11.74659,8.270116,8.6
8,5,1984,48538.98,9.775527,9.045924,10.019372,11.664936,11.824607,8.34384,6.3
8,5,1985,50336.63,9.79189,9.078809,10.07243,11.701226,11.885668,8.39163,6.0
8,5,1986,52309.37,9.814113,9.123916,10.120502,11.818003,11.933404,8.4336815,5.7
9,5,1970,18270.44,8.987096,7.646244,9.009261,10.635802,10.671394,7.350837,4.1
9,5,1971,19275.62,9.0134945,7.6724925,9.095382,10.685857,10.724104,7.37957,3.9
9,5,1972,20167.45,9.039953,7.6804204,9.166236,10.72333,10.807746,7.435556,4.1
9,5,1973,21015.05,9.068317,7.7264595,9.217462,10.766842,10.874721,7.4969296,3.9
9,5,1974,21882.27,9.105438,7.8319902,9.245533,10.819175,10.866471,7.510704,5.0
9,5,1975,22713.54,9.126182,7.9364705,9.280167,10.864021,10.837618,7.470623,8.6
9,5,1976,23556.37,9.1532955,8.01611,9.31303,10.938233,10.905387,7.5170317,8.1
9,5,1977,24124.15,9.171965,8.063702,9.334644,10.950668,10.969663,7.5634084,6.9
9,5,1978,24622.13,9.184598,8.083477,9.36184,10.979218,11.028531,7.6256437,5.7
9,5,1979,25631.2,9.215802,8.11599,9.411554,11.016438,11.0639,7.662703,5.1
9,5,1980,26685.37,9.238899,8.149451,9.4676285,11.05629,11.070007,7.6775856,6.4
9,5,1981,27546.85,9.259281,8.18155,9.508286,11.120443,11.102729,7.695576,6.4
9,5,1982,28209.03,9.270498,8.207832,9.541039,11.146889,11.10895,7.696894,7.8
9,5,1983,28996.86,9.304357,8.245043,9.561165,11.162463,11.177243,7.7317114,7.5
9,5,1984,29702.75,9.3269,8.267921,9.586698,11.17919,11.274631,7.8033123,6.0
9,5,1985,30068.26,9.331931,8.27562,9.605646,11.211545,11.332135,7.8515835,6.5
9,5,1986,30991.33,9.355621,8.300089,9.642347,11.332102,11.394446,7.8907323,5.9
10,8,1970,3410.22,7.693477,5.589344,6.855061,9.127184,8.878358,5.336576,5.8
10,8,1971,3579.67,7.7304735,5.547012,6.9532256,9.157833,8.889446,5.380358,6.3
10,8,1972,3676.22,7.7637525,5.512904,6.979741,9.1856785,8.974365,5.465948,6.2
10,8,1973,3737.66,7.782882,5.4679756,7.0044374,9.235223,9.030256,5.528238,5.6
10,8,1974,3813.94,7.8107743,5.431361,7.01969,9.280395,9.101641,5.586499,6.0
10,8,1975,3942.37,7.836528,5.4374704,7.07421,9.317812,9.11592,5.609472,6.2
10,8,1976,4105.58,7.848961,5.5212207,7.16438,9.425596,9.180809,5.673323,5.7
10,8,1977,4255.84,7.865821,5.605361,7.2278876,9.433341,9.207035,5.72815,6.1
10,8,1978,4398.05,7.891398,5.6670494,7.268711,9.458245,9.28989,5.8030243,5.6
10,8,1979,4522.19,7.9102163,5.6995735,7.3122,9.492816,9.2987175,5.8230457,5.6
10,8,1980,4605.7,7.9159465,5.7813916,7.3400893,9.530333,9.305832,5.799093,7.9
10,8,1981,4667.31,7.9205375,5.820261,7.36328,9.533073,9.301916,5.7924037,7.5
10,8,1982,4699.95,7.9190836,5.850304,7.3798566,9.548262,9.252633,5.743644,9.9
10,8,1983,4710.03,7.921797,5.885215,7.3737698,9.548856,9.29459,5.761737,9.8
10,8,1984,4769.76,7.9355087,5.9296956,7.3771024,9.550308,9.329189,5.8006067,7.2
10,8,1985,4819.32,7.9508653,5.9478784,7.3767333,9.567362,9.377125,5.817111,8.0
10,8,1986,4890.92,7.967651,6.0073624,7.3767834,9.518719,9.364948,5.7936234,8.7
11,3,1970,52197.49,10.068275,8.758089,10.010218,11.651477,11.889936,8.376919,4.1
11,3,1971,53805.62,10.079189,8.791654,10.059844,11.693438,11.9083605,8.365533,5.1
11,3,1972,55540.36,10.110614,8.806235,10.096661,11.729967,11.947386,8.369806,5.1
11,3,1973,57288.3,10.144399,8.825852,10.127916,11.771545,12.002272,8.404449,4.1
11,3,1974,58984.18,10.158366,8.868835,10.168582,11.822557,11.993652,8.421937,4.5
11,3,1975,60139.25,10.168497,8.901397,10.193474,11.867509,11.96633,8.393646,7.1
11,3,1976,61104.4,10.178285,8.9257,10.213039,11.855319,12.0021925,8.426327,6.5
11,3,1977,62200.83,10.197482,8.94502,10.2290325,11.893316,12.035444,8.445805,6.2
11,3,1978,63096.48,10.21465,8.987819,10.232477,11.924077,12.065471,8.474035,6.0
11,3,1979,63642.81,10.212707,9.046803,10.236534,11.96242,12.065759,8.492901,5.5
11,3,1980,64003.03,10.212352,9.110234,10.22984,12.003684,12.018067,8.486795,8.3
11,3,1981,64549.3,10.21853,9.161532,10.226272,11.922973,12.0199175,8.462167,8.5
11,3,1982,65064.2,10.224429,9.231906,10.213824,11.949929,11.981541,8.432354,11.0
11,3,1983,64751.99,10.221323,9.25302,10.197386,11.964611,11.988265,8.41861,11.0
11,3,1984,64460.25,10.225228,9.257771,10.180512,11.979096,12.064521,8.449407,9.1
11,3,1985,64487.38,10.233208,9.262263,10.171331,12.012455,12.092304,8.467015,9.0
11,3,1986,64726.05,10.243581,9.26651,10.167647,11.990395,12.12187,8.474432,8.1
12,3,1970,20813.65,9.094364,7.942668,9.115352,11.061104,10.946746,7.5224004,5.0
12,3,1971,21665.6,9.120443,7.979202,9.170116,11.090241,10.977466,7.5181184,5.7
12,3,1972,22368.04,9.147538,7.982737,9.215011,11.12318,11.028628,7.5610695,4.5
12,3,1973,23230.94,9.179499,7.9887094,9.267396,11.158958,11.105469,7.614855,4.2
12,3,1974,23652.3,9.201701,7.9787016,9.289167,11.204345,11.071517,7.6164804,5.9
12,3,1975,23945.55,9.214145,7.9836245,9.303365,11.249263,11.021902,7.571319,8.6
12,3,1976,24259.12,9.228019,8.012237,9.311371,11.221719,11.089485,7.6127324,6.1
12,3,1977,24506.31,9.250434,8.01106,9.313178,11.257749,11.139424,7.6563373,5.7
12,3,1978,24639.62,9.260933,8.015122,9.314188,11.286816,11.180483,7.6987095,5.7
12,3,1979,24744.99,9.262553,8.033581,9.31706,11.323484,11.185074,7.712578,6.4
12,3,1980,24799.68,9.266156,8.052691,9.313205,11.362245,11.126233,7.6636424,9.6
12,3,1981,24976.64,9.270454,8.074073,9.318916,11.294327,11.129247,7.656526,10.0
12,3,1982,25108.79,9.270372,8.100889,9.323015,11.318872,11.067294,7.614805,12.0
12,3,1983,24983.98,9.264649,8.096857,9.318454,11.330919,11.085383,7.615545,11.0
12,3,1984,24835.6,9.257414,8.105018,9.309514,11.33794,11.170083,7.660256,8.6
12,3,1985,24905.94,9.262236,8.124506,9.305385,11.360353,11.20357,7.681837,7.9
12,3,1986,24924.85,9.265511,8.124793,9.303873,11.374284,11.237488,7.706073,6.8
13,4,1970,14728.51,9.069338,7.2280254,8.448088,10.416325,10.280999,6.776393,3.7
13,4,1971,15311.03,9.096834,7.2802563,8.503635,10.4579315,10.285752,6.782985,4.2
13,4,1972,15657.48,9.120862,7.318579,8.518259,10.487012,10.346858,6.815969,3.6
13,4,1973,16006.47,9.151057,7.3188376,8.53181,10.537253,10.428157,6.8682866,2.9
13,4,1974,16159.2,9.166562,7.325149,8.531005,10.583057,10.422013,6.906755,3.0
13,4,1975,16414.32,9.177557,7.3574033,8.55045,10.622997,10.445172,6.9064546,4.3
13,4,1976,16766.52,9.187075,7.427834,8.578162,10.68896,10.484362,6.9439907,4.0
13,4,1977,17166.76,9.2051325,7.5080795,8.59341,10.750422,10.526132,6.9839754,4.0
13,4,1978,17407.43,9.2142315,7.5868287,8.593484,10.778488,10.573545,7.0203695,4.0
13,4,1979,17722.68,9.221499,7.656569,8.611771,10.812829,10.593204,7.031476,4.1
13,4,1980,17928.92,9.22851,7.672367,8.630057,10.849925,10.569238,7.0120254,5.8
13,4,1981,18050.52,9.229036,7.6753373,8.649492,10.77866,10.612262,6.9926476,6.9
13,4,1982,18141.76,9.228955,7.665191,8.669239,10.793405,10.535664,6.948801,8.5
13,4,1983,18240.5,9.228873,7.6889224,8.677511,10.794081,10.489523,6.9473605,8.1
13,4,1984,18203.48,9.229931,7.7198095,8.6574955,10.794292,10.563698,6.979797,7.0
13,4,1985,18288.61,9.238577,7.749271,8.645119,10.815405,10.580099,6.9793315,8.0
13,4,1986,18436.18,9.249321,7.780654,8.638497,10.673826,10.6072035,6.978959,7.0
14,4,1970,11115.57,8.697651,7.2789187,8.20994,10.410539,10.177742,6.5203266,4.8
14,4,1971,11595.03,8.715733,7.32356,8.289373,10.437553,10.201738,6.518852,5.5
14,4,1972,11854.06,8.736564,7.331584,8.318693,10.459173,10.251677,6.575773,4.0
14,4,1973,12137.4,8.759123,7.322319,8.35589,10.496238,10.291671,6.637651,3.1
14,4,1974,12412.46,8.77779,7.34116,8.385133,10.534457,10.292349,6.672033,3.5
14,4,1975,12792.34,8.78612,7.3773527,8.444663,10.566902,10.293162,6.6861105,4.6
14,4,1976,13023.89,8.799122,7.398168,8.468522,10.628196,10.330551,6.727192,4.2
14,4,1977,13386.6,8.817823,7.4334893,8.505394,10.627311,10.342774,6.769642,4.1
14,4,1978,13726.24,8.829224,7.471528,8.544414,10.652019,10.380715,6.816188,3.0
14,4,1979,14157.68,8.833984,7.516542,8.604453,10.684866,10.42466,6.853088,3.4
14,4,1980,14479.94,8.842147,7.5440307,8.643066,10.720658,10.399525,6.8508673,4.5
14,4,1981,14855.02,8.856335,7.5771375,8.679868,10.7760105,10.425461,6.8561463,4.2
14,4,1982,15082.15,8.868436,7.6099367,8.692799,10.811129,10.412922,6.8258944,6.3
14,4,1983,15062.88,8.874963,7.627476,8.675623,10.813532,10.423411,6.8261113,6.1
14,4,1984,15116.06,8.878732,7.65985,8.6685295,10.818963,10.479595,6.8677664,5.2
14,4,1985,15145.49,8.885005,7.6879697,8.655338,10.8403225,10.50671,6.8751287,5.0
14,4,1986,15216.66,8.897106,7.710913,8.643524,10.846367,10.539615,6.8924384,5.4
15,6,1970,16035.09,9.107345,7.4423523,8.576784,10.326323,10.379163,6.8135543,5.0
15,6,1971,16706.92,9.135665,7.4450088,8.650879,10.367936,10.412592,6.8367963,5.5
15,6,1972,17169.23,9.170204,7.4434767,8.674873,10.404097,10.473082,6.895986,4.8
15,6,1973,17697.13,9.211181,7.4519267,8.693756,10.435279,10.526882,6.945629,4.4
15,6,1974,18263.75,9.246934,7.480682,8.718924,10.484078,10.530975,6.971575,4.5
15,6,1975,18624.45,9.25968,7.5531344,8.734234,10.528524,10.510995,6.9637575,7.3
15,6,1976,18945.26,9.267477,7.610838,8.754207,10.635556,10.574849,7.00588,5.6
15,6,1977,19294.6,9.278158,7.6615224,8.774609,10.668628,10.624663,7.0460377,4.7
15,6,1978,19572.86,9.288213,7.6823716,8.7938,10.701055,10.671232,7.098293,5.2
15,6,1979,19948.68,9.307274,7.7170043,8.807562,10.738198,10.696209,7.127212,5.6
15,6,1980,20585.01,9.338501,7.7677674,8.832655,10.776421,10.660478,7.098376,8.0
15,6,1981,21116.39,9.369151,7.783428,8.852914,10.778622,10.682697,7.086738,8.4
15,6,1982,21308.34,9.387137,7.779145,8.851407,10.802468,10.652211,7.0567784,11.0
15,6,1983,21162.34,9.393336,7.7685547,8.823089,10.814178,10.661204,7.0495152,12.0
15,6,1984,21032.34,9.397343,7.762277,8.798725,10.821113,10.736353,7.1015115,9.3
15,6,1985,21052.49,9.406863,7.764457,8.78347,10.84223,10.752634,7.131139,9.5
15,6,1986,20959.34,9.404184,7.7572093,8.776768,10.857293,10.768527,7.1499953,9.3
16,7,1970,19638.31,9.199419,7.8863897,8.865893,11.490705,11.045574,6.940803,6.6
16,7,1971,20066.64,9.226475,7.9138794,8.8775215,11.507751,11.079847,6.9621487,7.0
16,7,1972,20887.68,9.248811,7.926664,8.952257,11.515917,11.1189785,7.0287333,6.1
16,7,1973,21408.2,9.269195,7.9132357,8.995757,11.526201,11.113939,7.069959,6.0
16,7,1974,21787.15,9.287847,7.9061494,9.020068,11.549854,11.080895,7.1072617,6.7
16,7,1975,22175.86,9.304158,7.9089384,9.044375,11.576507,11.052919,7.130499,7.4
16,7,1976,22682.17,9.330215,7.94429,9.05826,11.516503,11.102518,7.1811357,6.8
16,7,1977,23389.41,9.3617,7.985219,9.084555,11.5418215,11.130332,7.2186165,7.0
16,7,1978,24102.46,9.39112,8.023228,9.112721,11.576604,11.187486,7.288586,7.0
16,7,1979,24446.12,9.403278,8.041889,9.127997,11.618027,11.2075,7.3247538,6.7
16,7,1980,24568.45,9.401594,8.037052,9.14498,11.671018,11.229395,7.364484,6.7
16,7,1981,24789.76,9.405734,8.0284815,9.165843,11.67769,11.255993,7.396642,8.4
16,7,1982,25087.0,9.4143305,8.040095,9.182068,11.731688,11.235102,7.3821244,10.0
16,7,1983,25422.96,9.429327,8.046864,9.19531,11.764542,11.191825,7.3557687,12.0
16,7,1984,25932.73,9.459177,8.053509,9.2065935,11.776287,11.229886,7.378696,10.0
16,7,1985,26477.79,9.482738,8.075107,9.223575,11.800359,11.208802,7.372244,12.0
16,7,1986,26617.47,9.49339,8.094082,9.217389,11.810245,11.134706,7.325478,13.0
17,1,1970,3868.87,7.699294,6.1793747,7.0727525,9.138321,9.087495,5.805737,5.7
17,1,1971,3999.86,7.721539,6.2045174,7.129666,9.167705,9.100303,5.806038,7.6
17,1,1972,4167.61,7.7558017,6.2257457,7.1906157,9.200917,9.153665,5.8397694,7.0
17,1,1973,4272.26,7.7946463,6.2454863,7.1921897,9.235564,9.205227,5.8715544,5.9
17,1,1974,4394.33,7.8180923,6.3094635,7.214813,9.282471,9.207937,5.890262,6.7
17,1,1975,4529.86,7.8301315,6.362131,7.269004,9.325854,9.1769905,5.8774557,10.0
17,1,1976,4593.66,7.831383,6.414393,7.2893987,9.307208,9.264355,5.927726,8.9
17,1,1977,4662.84,7.8327203,6.5121465,7.291513,9.32381,9.297985,5.9604897,8.4
17,1,1978,4813.68,7.836524,6.7601714,7.25806,9.349586,9.344347,6.0053673,6.2
17,1,1979,4931.13,7.8406434,6.8915443,7.248049,9.386775,9.372885,6.0304446,7.2
17,1,1980,4991.87,7.8453183,6.9309735,7.2546306,9.425822,9.36999,6.0361986,7.8
17,1,1981,5009.05,7.847411,6.947668,7.250806,9.370212,9.393744,6.038348,7.2
17,1,1982,4976.6,7.8387218,6.9401546,7.249016,9.400554,9.400878,6.029483,8.6
17,1,1983,4952.99,7.839994,6.9309444,7.2365913,9.418049,9.458216,6.052089,9.0
17,1,1984,4941.74,7.8386035,6.925163,7.2352805,9.431548,9.521642,6.099646,6.1
17,1,1985,4942.55,7.834737,6.9441547,7.2288237,9.458539,9.56367,6.1277423,5.4
17,1,1986,4939.7,7.8380513,6.9512744,7.215218,9.541027,9.619532,6.1683545,5.3
18,5,1970,19145.01,8.918237,8.320558,8.932033,10.279029,10.668281,7.2072673,3.3
18,5,1971,20023.61,8.956894,8.331251,9.000951,10.329774,10.694465,7.2236605,4.2
18,5,1972,21126.69,9.0108595,8.334685,9.079006,10.372373,10.739023,7.2548847,4.7
18,5,1973,22060.79,9.034372,8.365586,9.1460905,10.416717,10.794009,7.2940373,3.5
18,5,1974,23017.84,9.074973,8.3944,9.19641,10.473468,10.789608,7.3089447,3.7
18,5,1975,24189.5,9.11478,8.441989,9.2556095,10.522339,10.773755,7.2993245,6.9
