minority,female,ses,mathach,size,sector,pracad,disclim,himinty,schoolid,mean,sd,sdalt,junk,sdalt2,num,se,sealt,sealt2,t2,t2alt,pickone,mmses,mnses,xb,resid
0,0,-0.468,21.178,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,72.94913,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,11.040411
0,1,-0.988,20.178,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,56.86707,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,10.040411
0,0,0.332,20.349,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,59.47536,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,10.211412
0,1,-0.678,20.508,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,61.953045,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,10.370411
0,0,-0.298,19.338,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,44.903744,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,9.200411
1,0,-1.528,4.145,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,72.11362,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-5.9925885
0,1,0.042,2.927,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,94.283585,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-7.2105885
0,0,-0.078,16.405,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,14.198027,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,6.267412
0,1,0.062,13.653,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,1.0323092,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,3.5154114
0,1,-0.128,6.558,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,36.953922,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-3.5795884
0,1,0.472,9.653,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,8.9041,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-0.48458862
0,0,-0.468,3.154,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,89.926796,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-6.983588
1,1,-1.248,4.753,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,62.157047,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-5.3845887
0,0,-0.628,21.721,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,82.519554,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,11.583412
0,1,0.832,5.166,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,55.815453,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-4.9715886
0,1,-0.568,6.399,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,38.912315,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-3.7385883
0,1,-0.258,6.821,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,33.82555,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-3.3165884
0,1,-0.138,9.255,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,11.437746,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-0.8825884
0,1,-0.478,3.745,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,79.06719,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-6.3925886
0,1,-0.948,0.858,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,138.74422,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-9.279589
0,1,0.282,11.542,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,1.1989679,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,1.4044113
0,1,-0.118,13.255,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,0.38195652,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,3.1174116
0,0,-0.878,10.557,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,4.3262906,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,0.41941166
0,0,-0.938,0.868,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,138.50873,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-9.269588
0,0,-0.548,8.296,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,18.844059,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-1.841589
1,0,0.142,-1.688,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,205.20488,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-11.825588
0,1,0.972,2.059,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,111.893524,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-8.0785885
0,0,0.372,6.714,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,35.081615,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-3.4235883
1,0,-1.658,0.122,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,156.62457,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-10.015589
0,1,-1.068,2.381,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,105.185,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-7.7565885
0,1,-0.248,16.336,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,13.682797,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,6.198412
0,1,-1.398,6.134,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,42.28867,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-4.0035887
0,1,0.752,23.584,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,119.83739,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,13.446411
0,1,0.012,14.053,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,2.0051317,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,3.915412
0,1,-0.418,2.183,842,0,0.35,1.597,0,1224,9.715446,7.592785,6.2563276,109.28557,48.393635,47,1.1075215,0.9125792,1.0147176,6.9584985,8.289523,0,-0.43438298,-0.43438298,10.1375885,-7.9545884
0,1,-0.788,7.857,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,22.848152,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,1,0.121599995,0.121599995,13.397615,-5.5406156
1,0,-0.328,10.171,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,6.0810294,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,-3.226616
0,0,0.472,15.699,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,9.376006,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,2.301385
0,1,0.352,22.919,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,105.720085,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,9.521385
1,1,-1.468,10.664,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,3.892627,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,-2.7336159
0,1,0.202,13.543,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,0.82088387,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,0.14538479
0,0,-0.518,18.207,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,31.0252,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,4.8093853
1,0,-0.158,5.552,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,50.196854,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,-7.8456154
0,0,0.042,7.416,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,27.25857,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,-5.9816155
0,0,0.682,18.792,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,37.884346,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,5.3943844
0,0,1.262,1.575,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,122.367256,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,-11.822616
0,1,0.152,3.534,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,82.864136,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,-9.863615
0,1,-0.678,20.173,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,56.791695,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,6.775385
0,1,0.332,10.772,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,3.4781258,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,-2.6256151
0,1,-0.728,2.619,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,100.3598,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,-10.778616
0,1,1.262,21.3,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,75.04802,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,7.902384
0,0,0.612,19.527,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,47.472466,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,6.129385
0,1,0.692,18.402,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,33.23553,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,5.004385
0,1,1.082,20.69,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,64.85125,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,7.292385
0,0,0.222,21.437,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,77.440475,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,8.039385
0,0,0.032,7.519,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,26.193655,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,-5.8786154
0,0,-0.118,18.397,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,33.177895,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,4.999384
0,0,-0.488,4.617,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,64.31998,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,-8.780615
0,0,0.322,23.578,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,119.70605,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,10.180384
0,0,0.592,12.81,1855,0,0.27,0.174,0,1288,13.5108,7.021843,6.2563276,0.029938212,48.393635,25,1.4043686,1.2512655,1.3913107,0.387158,0.39445934,0,0.121599995,0.121599995,13.397615,-0.587615
1,1,-0.148,12.668,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,0.0009626394,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,1,-0.4255,-0.4255,10.189673,2.4783268
1,0,-0.858,0.781,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,140.56412,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-9.408673
1,1,-1.568,4.968,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,58.81316,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-5.2216735
1,0,-0.898,23.172,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,110.9868,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,12.982327
1,1,-0.288,8.278,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,19.000654,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-1.9116735
1,1,-1.088,6.244,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,40.870117,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-3.9456735
1,1,-1.388,1.326,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,127.93813,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-8.863673
1,0,-1.148,2.359,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,105.63675,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-7.830673
1,1,-0.558,6.757,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,34.574093,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-3.4326735
1,1,-0.698,6.251,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,40.780663,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-3.9386735
1,1,0.142,3.404,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,85.24781,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-6.785673
1,0,0.522,22.201,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,91.47061,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,12.011327
1,0,0.732,-1.353,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,195.71938,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-11.542673
1,1,-0.248,-0.014,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,160.04712,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-10.203673
1,1,0.322,5.216,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,55.07085,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-4.9736733
1,1,0.052,3.587,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,81.90202,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-6.6026735
1,1,-0.028,11.162,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,2.1755483,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,0.9723263
1,1,-0.898,5.982,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,44.288677,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-4.2076735
1,0,-0.818,2.814,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,96.49082,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-7.3756733
1,1,-1.408,7.272,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,28.782946,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-2.9176736
1,0,-1.258,8.895,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,14.002365,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-1.294673
1,0,-0.608,8.773,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,14.930296,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-1.4166737
1,1,1.242,12.176,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,0.21249717,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,1.9863262
0,0,-0.688,3.052,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,91.87171,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-7.1376734
1,1,-0.828,6.834,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,33.674503,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-3.3556733
1,1,-0.698,3.255,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,88.02142,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-6.9346733
1,1,-0.498,6.355,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,39.463196,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-3.8346734
1,0,-0.658,11.589,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,1.0982494,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,1.3993263
1,1,-0.778,8.08,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,20.766012,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-2.1096735
1,1,-0.098,19.822,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,51.624607,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,9.632327
1,1,-1.028,14.239,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,2.5664892,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,4.049327
1,1,-0.418,1.17,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,131.4915,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-9.019673
1,1,-0.408,-1.127,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,189.44699,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-11.316673
1,0,0.352,10.84,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,3.229114,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,0.6503267
1,1,-1.628,6.778,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,34.327576,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-3.4116735
1,1,-0.698,9.449,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,10.163175,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-0.74067307
1,0,-0.168,5.995,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,44.115818,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-4.1946735
1,1,-0.718,4.765,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,61.967976,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-5.4246736
1,1,-1.008,14.399,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,3.104737,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,4.2093267
1,0,-0.178,6.588,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,36.590088,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-3.6016736
1,0,0.392,11.026,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,2.5952363,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,0.8363266
1,1,-0.358,7.095,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,30.713476,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-3.0946736
1,0,-0.628,12.721,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,0.0070603564,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,2.5313263
1,0,-0.038,5.52,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,50.651318,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-4.6696734
1,1,0.972,7.353,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,27.920378,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-2.8366733
1,1,0.252,7.095,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,30.713476,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-3.0946736
1,1,0.332,9.999,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,6.958908,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,-0.19067383
1,0,-0.308,10.715,1719,0,0.32,-0.137,1,1296,7.635958,5.3510704,6.2563276,3.6939824,48.393635,48,0.7723605,0.9030231,1.004092,41.925312,24.806725,0,-0.4255,-0.4255,10.189673,0.5253267
0,0,0.422,13.233,716,1,0.96,-0.622,0,1308,16.2555,6.1142416,6.2563276,0.355247,48.393635,20,1.367186,1.3989574,1.5555326,7.0050054,5.4113474,1,0.528,0.528,15.780558,-2.5475578
