id,weight,lower,upper,hiseduc,hereduc,heblack,sheblack,agediff,dur,divorce,numkids,kids
114,28,30.738,30.738,10,9,0,0,17.832,30.738,0,1,1
116,25,48.654,48.654,9,14,0,0,-0.35,1.068,0,0,1
116,25,48.654,48.654,9,14,0,0,-0.35,3.403,0,1,1
116,25,48.654,48.654,9,14,0,0,-0.35,48.654,0,2,1
118,23,33.024,33.024,8,8,0,0,2.352,33.024,0,0,0
120,17,36.668,36.668,7,12,0,0,7.329,31.236,0,0,1
120,17,36.668,36.668,7,12,0,0,7.329,36.668,0,1,1
122,23,27.992,27.992,16,16,0,0,-0.162,5.667,0,0,1
122,23,27.992,27.992,16,16,0,0,-0.162,11.335,0,1,1
122,23,27.992,27.992,16,16,0,0,-0.162,27.992,0,2,1
124,23,27.789,27.789,16,16,0,0,2.502,0.663,0,0,1
124,23,27.789,27.789,16,16,0,0,2.502,3.745,0,1,1
124,23,27.789,27.789,16,16,0,0,2.502,27.789,0,2,1
128,23,3.214,3.291,12,10,0,0,1.331,3.2583435,1,0,0
129,23,5.629,5.711,14,14,0,0,2.352,0.249,0,0,1
129,23,5.629,5.711,14,14,0,0,2.352,5.6803875,1,1,1
137,7,17.999,17.999,8,12,0,0,6.982,17.999,0,0,0
139,17,0.339,14.856,1,1,0,0,2.352,4.624,0,0,1
139,17,0.339,14.856,1,1,0,0,2.352,5.955,0,1,1
139,17,0.339,14.856,1,1,0,0,2.352,8.29,0,2,1
139,17,0.339,14.856,1,1,0,0,2.352,9.29,0,3,1
139,17,0.339,14.856,1,1,0,0,2.352,10.793,0,4,1
139,17,0.339,14.856,1,1,0,0,2.352,12.205,0,5,1
139,17,0.339,14.856,1,1,0,0,2.352,13.29,0,6,1
139,17,0.339,14.856,1,1,0,0,2.352,13.639806,1,7,1
141,17,1.791,1.791,9,12,0,0,4.747,1.791,0,0,0
145,17,2.475,2.475,9,10,0,0,3.354,1.117,0,0,1
145,17,2.475,2.475,9,10,0,0,3.354,2.475,0,1,1
148,26,35.959,35.959,14,13,0,0,1.749,0.83,0,0,1
148,26,35.959,35.959,14,13,0,0,1.749,2.084,0,1,1
148,26,35.959,35.959,14,13,0,0,1.749,5.999,0,2,1
148,26,35.959,35.959,14,13,0,0,1.749,10.749,0,3,1
148,26,35.959,35.959,14,13,0,0,1.749,11.997,0,4,1
148,26,35.959,35.959,14,13,0,0,1.749,14.251,0,5,1
148,26,35.959,35.959,14,13,0,0,1.749,17.333,0,6,1
148,26,35.959,35.959,14,13,0,0,1.749,35.959,0,7,1
153,26,13.136,13.136,12,12,0,0,-0.252,6.081,0,0,1
153,26,13.136,13.136,12,12,0,0,-0.252,9.333,0,1,1
153,26,13.136,13.136,12,12,0,0,-0.252,13.136,0,2,1
160,23,5.717,5.717,12,16,0,0,0.583,0.416,0,0,1
160,23,5.717,5.717,12,16,0,0,0.583,2.828,0,1,1
160,23,5.717,5.717,12,16,0,0,0.583,5.717,0,2,1
162,23,5.717,5.717,12,16,0,0,0.583,0.416,0,0,1
162,23,5.717,5.717,12,16,0,0,0.583,2.828,0,1,1
162,23,5.717,5.717,12,16,0,0,0.583,5.717,0,2,1
164,23,26.278,26.278,12,12,0,0,1.328,2.664,0,0,1
164,23,26.278,26.278,12,12,0,0,1.328,26.278,0,1,1
165,23,4.29,4.372,13,10,0,0,2.251,0.496,0,0,1
165,23,4.29,4.372,13,10,0,0,2.251,4.353849,1,1,1
166,21,8.893,8.893,8,13,0,0,-3.962,1.454,0,0,1
166,21,8.893,8.893,8,13,0,0,-3.962,2.998,0,1,1
166,21,8.893,8.893,8,13,0,0,-3.962,4.326,0,2,1
166,21,8.893,8.893,8,13,0,0,-3.962,8.893,0,3,1
170,21,15.743,15.743,12,12,0,0,0.085,0.164,0,0,1
170,21,15.743,15.743,12,12,0,0,0.085,2.084,0,1,1
170,21,15.743,15.743,12,12,0,0,0.085,7.997,0,2,1
170,21,15.743,15.743,12,12,0,0,0.085,15.743,0,3,1
183,21,4.63,4.712,11,12,0,0,6.834,4.6713524,1,0,0
194,25,48.356,48.356,3,3,0,0,5.684,48.356,0,0,0
196,25,39.332,39.332,11,11,0,0,3.411,3.326,0,0,1
196,25,39.332,39.332,11,11,0,0,3.411,6.998,0,1,1
196,25,39.332,39.332,11,11,0,0,3.411,9.58,0,2,1
196,25,39.332,39.332,11,11,0,0,3.411,39.332,0,3,1
199,25,39.332,39.332,11,11,0,0,3.411,3.326,0,0,1
199,25,39.332,39.332,11,11,0,0,3.411,6.998,0,1,1
199,25,39.332,39.332,11,11,0,0,3.411,9.58,0,2,1
199,25,39.332,39.332,11,11,0,0,3.411,39.332,0,3,1
212,24,61.525,61.525,12,9,0,0,3.833,2.412,0,0,1
212,24,61.525,61.525,12,9,0,0,3.833,61.525,0,1,1
214,24,12.999,12.999,12,12,0,0,2.352,12.999,0,0,0
219,23,14.817,14.817,12,12,0,0,0.69,1.207,0,0,1
219,23,14.817,14.817,12,12,0,0,0.69,2.459,0,1,1
219,23,14.817,14.817,12,12,0,0,0.69,14.817,0,2,1
221,23,13.5,54.01,4,4,0,0,2.352,6.319,0,0,1
221,23,13.5,54.01,4,4,0,0,2.352,14.0754175,1,1,1
223,23,56.999,56.999,10,8,0,0,1.96,2.267,0,0,1
223,23,56.999,56.999,10,8,0,0,1.96,4.52,0,1,1
223,23,56.999,56.999,10,8,0,0,1.96,9.52,0,2,1
223,23,56.999,56.999,10,8,0,0,1.96,56.999,0,3,1
226,23,3.606,3.606,12,10,0,0,8.331,3.606,0,0,0
228,23,3.606,3.606,7,12,0,0,9.331,3.606,0,0,0
230,28,16.999,16.999,10,10,1,1,2.352,14.448,0,0,1
230,28,16.999,16.999,10,10,1,1,2.352,16.999,0,1,1
232,28,40.016,44.014,11,11,1,1,2.352,42.275875,1,0,0
234,26,37.837,37.837,13,13,0,0,2.352,4.75,0,0,1
234,26,37.837,37.837,13,13,0,0,2.352,6.919,0,1,1
234,26,37.837,37.837,13,13,0,0,2.352,37.837,0,2,1
237,24,18.16,18.16,12,12,1,1,2.352,18.16,0,0,0
245,24,18.018,18.018,12,12,0,0,0.83,0.501,0,0,1
245,24,18.018,18.018,12,12,0,0,0.83,3.915,0,1,1
245,24,18.018,18.018,12,12,0,0,0.83,7.751,0,2,1
245,24,18.018,18.018,12,12,0,0,0.83,18.018,0,3,1
254,25,13.322,14.012,12,12,0,0,4.586,0.997,0,0,1
254,25,13.322,14.012,12,12,0,0,4.586,2.834,0,1,1
254,25,13.322,14.012,12,12,0,0,4.586,9.667,0,2,1
254,25,13.322,14.012,12,12,0,0,4.586,13.862927,1,3,1
258,25,3.543,3.625,12,11,0,0,3.581,0.583,0,0,1
258,25,3.543,3.625,12,11,0,0,3.581,3.5523841,1,1,1
264,25,2.461,2.543,10,10,0,0,2.352,0.586,0,0,1
264,25,2.461,2.543,10,10,0,0,2.352,2.5384996,1,1,1
268,25,14.218,15.209,16,16,0,0,2.352,0.747,0,0,1
268,25,14.218,15.209,16,16,0,0,2.352,14.264182,1,1,1
271,29,35.932,35.932,11,12,0,0,5.503,0.83,0,0,1
271,29,35.932,35.932,11,12,0,0,5.503,1.752,0,1,1
271,29,35.932,35.932,11,12,0,0,5.503,7.083,0,2,1
271,29,35.932,35.932,11,12,0,0,5.503,35.932,0,3,1
275,29,13.864,13.864,17,13,0,0,2.746,1.662,0,0,1
275,29,13.864,13.864,17,13,0,0,2.746,3.663,0,1,1
275,29,13.864,13.864,17,13,0,0,2.746,10.418,0,2,1
275,29,13.864,13.864,17,13,0,0,2.746,13.864,0,3,1
280,25,25.467,26.136,14,12,0,0,3.874,25.870684,1,0,0
287,25,5.739,22.96,10,10,0,0,2.352,11.768192,1,0,0
289,22,57.506,57.506,6,6,0,0,2.352,57.506,0,0,0
293,23,7.877,7.953,12,12,0,0,2.352,2.084,0,0,1
293,23,7.877,7.953,12,12,0,0,2.352,7.915,0,1,1
293,23,7.877,7.953,12,12,0,0,2.352,7.9291577,1,2,1
295,23,7.162,7.162,9,8,0,0,3.828,7.162,0,0,0
298,25,41.971,41.971,16,12,0,0,-1.582,0.914,0,0,1
298,25,41.971,41.971,16,12,0,0,-1.582,2.163,0,1,1
298,25,41.971,41.971,16,12,0,0,-1.582,3.247,0,2,1
298,25,41.971,41.971,16,12,0,0,-1.582,4.663,0,3,1
298,25,41.971,41.971,16,12,0,0,-1.582,6.743,0,4,1
298,25,41.971,41.971,16,12,0,0,-1.582,41.971,0,5,1
300,25,12.991,12.991,16,17,0,0,0.83,3.754,0,0,1
300,25,12.991,12.991,16,17,0,0,0.83,6.333,0,1,1
300,25,12.991,12.991,16,17,0,0,0.83,8.501,0,2,1
300,25,12.991,12.991,16,17,0,0,0.83,12.991,0,3,1
302,23,18.297,18.374,12,12,0,0,0.799,2.669,0,0,1
302,23,18.297,18.374,12,12,0,0,0.799,3.669,0,1,1
302,23,18.297,18.374,12,12,0,0,0.799,5.916,0,2,1
302,23,18.297,18.374,12,12,0,0,0.799,7.335,0,3,1
302,23,18.297,18.374,12,12,0,0,0.799,10.831,0,4,1
302,23,18.297,18.374,12,12,0,0,0.799,13.084,0,5,1
302,23,18.297,18.374,12,12,0,0,0.799,18.084,0,6,1
302,23,18.297,18.374,12,12,0,0,0.799,18.331633,1,7,1
305,23,18.809,18.809,14,12,0,0,2.853,2.543,0,0,1
305,23,18.809,18.809,14,12,0,0,2.853,3.543,0,1,1
305,23,18.809,18.809,14,12,0,0,2.853,4.706,0,2,1
305,23,18.809,18.809,14,12,0,0,2.853,7.209,0,3,1
305,23,18.809,18.809,14,12,0,0,2.853,10.705,0,4,1
305,23,18.809,18.809,14,12,0,0,2.853,13.363,0,5,1
305,23,18.809,18.809,14,12,0,0,2.853,18.809,0,6,1
310,23,1.864,1.864,10,15,0,0,1.749,1.864,0,0,0
312,23,53.084,53.084,12,8,0,0,2.754,3.168,0,0,1
312,23,53.084,53.084,12,8,0,0,2.754,4.747,0,1,1
312,23,53.084,53.084,12,8,0,0,2.754,53.084,0,2,1
315,23,8.649,25.93,12,12,0,0,2.352,2.071,0,0,1
315,23,8.649,25.93,12,12,0,0,2.352,4.07,0,1,1
315,23,8.649,25.93,12,12,0,0,2.352,6.068,0,2,1
315,23,8.649,25.93,12,12,0,0,2.352,22.194313,1,3,1
320,23,32.126,32.208,13,13,0,0,2.352,2.831,0,0,1
320,23,32.126,32.208,13,13,0,0,2.352,5.577,0,1,1
320,23,32.126,32.208,13,13,0,0,2.352,9.081,0,2,1
320,23,32.126,32.208,13,13,0,0,2.352,11.25,0,3,1
320,23,32.126,32.208,13,13,0,0,2.352,13.164,0,4,1
320,23,32.126,32.208,13,13,0,0,2.352,32.20748,1,5,1
325,24,18.338,18.338,12,12,0,0,1.914,3.833,0,0,1
325,24,18.338,18.338,12,12,0,0,1.914,6.5,0,1,1
325,24,18.338,18.338,12,12,0,0,1.914,18.338,0,2,1
329,24,23.469,23.469,12,12,0,0,0.917,1.585,0,0,1
329,24,23.469,23.469,12,12,0,0,0.917,4.416,0,1,1
329,24,23.469,23.469,12,12,0,0,0.917,6.585,0,2,1
329,24,23.469,23.469,12,12,0,0,0.917,23.469,0,3,1
331,15,34.762,34.762,16,16,0,0,0.504,0.832,0,0,1
331,15,34.762,34.762,16,16,0,0,0.504,1.832,0,1,1
331,15,34.762,34.762,16,16,0,0,0.504,2.831,0,2,1
331,15,34.762,34.762,16,16,0,0,0.504,5.749,0,3,1
331,15,34.762,34.762,16,16,0,0,0.504,34.762,0,4,1
333,17,2.22,6.645,12,12,0,0,2.352,1.405,0,0,1
333,17,2.22,6.645,12,12,0,0,2.352,3.403,0,1,1
333,17,2.22,6.645,12,12,0,0,2.352,3.7828014,1,2,1
336,22,19.081,19.081,12,12,0,0,-0.747,2.408,0,0,1
336,22,19.081,19.081,12,12,0,0,-0.747,19.081,0,1,1
339,22,35.132,36.561,10,10,0,0,2.352,13.829,0,0,1
339,22,35.132,36.561,10,10,0,0,2.352,18.5,0,1,1
339,22,35.132,36.561,10,10,0,0,2.352,35.75023,1,2,1
341,26,7.206,7.288,13,13,0,0,2.352,3.997,0,0,1
341,26,7.206,7.288,13,13,0,0,2.352,7.2322345,1,1,1
342,19,28.151,28.151,14,12,0,0,6.505,2.998,0,0,1
342,19,28.151,28.151,14,12,0,0,6.505,5.914,0,1,1
342,19,28.151,28.151,14,12,0,0,6.505,28.151,0,2,1
344,25,8.003,23.992,14,14,0,0,2.352,12.322811,1,0,0
346,22,1.717,2.708,8,8,0,0,2.352,1.333,0,0,1
346,22,1.717,2.708,8,8,0,0,2.352,2.248,0,1,1
346,22,1.717,2.708,8,8,0,0,2.352,2.4830437,1,2,1
350,22,8.789,8.789,16,10,0,0,3.581,3.874,0,0,1
350,22,8.789,8.789,16,10,0,0,3.581,6.5,0,1,1
350,22,8.789,8.789,16,10,0,0,3.581,8.789,0,2,1
351,22,8.789,8.789,16,13,0,0,3.581,3.874,0,0,1
351,22,8.789,8.789,16,13,0,0,3.581,6.5,0,1,1
351,22,8.789,8.789,16,13,0,0,3.581,8.789,0,2,1
353,22,17.999,17.999,19,19,0,0,2.352,2.409,0,0,1
353,22,17.999,17.999,19,19,0,0,2.352,4.496,0,1,1
353,22,17.999,17.999,19,19,0,0,2.352,17.999,0,2,1
357,24,14.084,14.084,17,16,0,0,3.499,1.166,0,0,1
357,24,14.084,14.084,17,16,0,0,3.499,4.838,0,1,1
357,24,14.084,14.084,17,16,0,0,3.499,8.0,0,2,1
357,24,14.084,14.084,17,16,0,0,3.499,14.084,0,3,1
362,31,27.009,27.009,6,6,0,0,2.352,27.009,0,0,0
364,31,42.313,42.313,11,11,1,1,-9.164,42.313,0,0,0
370,19,9.002,9.002,7,9,0,0,7.138,6.335,0,0,1
370,19,9.002,9.002,7,9,0,0,7.138,9.002,0,1,1
372,31,35.001,35.001,10,10,0,0,2.352,35.001,0,0,0
375,31,35.001,35.001,10,10,0,0,2.352,35.001,0,0,0
377,19,4.507,5.498,9,9,0,0,2.352,0.29,0,0,1
377,19,4.507,5.498,9,9,0,0,2.352,1.999,0,1,1
377,19,4.507,5.498,9,9,0,0,2.352,4.5772343,1,2,1
385,24,37.248,37.248,12,12,0,0,0.586,1.832,0,0,1
385,24,37.248,37.248,12,12,0,0,0.586,4.167,0,1,1
385,24,37.248,37.248,12,12,0,0,0.586,37.248,0,2,1
390,24,34.653,34.653,5,5,0,0,2.352,34.653,0,0,0
392,24,16.605,16.605,12,11,0,0,1.665,0.58,0,0,1
392,24,16.605,16.605,12,11,0,0,1.665,3.083,0,1,1
392,24,16.605,16.605,12,11,0,0,1.665,7.335,0,2,1
392,24,16.605,16.605,12,11,0,0,1.665,16.605,0,3,1
394,24,44.841,44.841,8,8,0,0,2.352,44.841,0,0,0
398,23,11.671,11.671,12,12,0,0,-3.756,1.248,0,0,1
398,23,11.671,11.671,12,12,0,0,-3.756,4.082,0,1,1
398,23,11.671,11.671,12,12,0,0,-3.756,6.664,0,2,1
398,23,11.671,11.671,12,12,0,0,-3.756,11.671,0,3,1
399,23,20.504,20.504,12,12,0,0,2.418,3.083,0,0,1
399,23,20.504,20.504,12,12,0,0,2.418,7.083,0,1,1
399,23,20.504,20.504,12,12,0,0,2.418,11.165,0,2,1
399,23,20.504,20.504,12,12,0,0,2.418,15.997,0,3,1
399,23,20.504,20.504,12,12,0,0,2.418,20.504,0,4,1
405,23,6.913,6.913,17,17,0,0,3.751,3.083,0,0,1
405,23,6.913,6.913,17,17,0,0,3.751,6.913,0,1,1
408,17,22.404,22.404,8,11,0,0,1.013,22.404,0,0,0
410,26,31.485,31.485,8,12,0,0,-2.765,28.457,0,0,1
410,26,31.485,31.485,8,12,0,0,-2.765,31.485,0,1,1
418,23,3.458,3.535,8,13,0,0,2.53,3.4842868,1,0,0
425,29,24.0,24.0,9,9,0,0,2.352,1.999,0,0,1
425,29,24.0,24.0,9,9,0,0,2.352,24.0,0,1,1
427,29,33.851,33.851,8,12,0,0,2.1,4.0,0,0,1
427,29,33.851,33.851,8,12,0,0,2.1,33.851,0,1,1
428,17,14.576,14.576,14,12,0,0,0.413,5.665,0,0,1
428,17,14.576,14.576,14,12,0,0,0.413,14.576,0,1,1
431,25,1.506,2.497,8,8,0,0,2.352,2.206778,1,0,0
434,23,52.663,52.663,12,12,0,0,2.108,0.83,0,0,1
434,23,52.663,52.663,12,12,0,0,2.108,2.081,0,1,1
434,23,52.663,52.663,12,12,0,0,2.108,52.663,0,2,1
437,23,1.309,3.91,11,11,0,0,2.352,2.9780812,1,0,0
439,24,22.719,22.719,16,17,0,0,3.077,6.916,0,0,1
439,24,22.719,22.719,16,17,0,0,3.077,10.412,0,1,1
439,24,22.719,22.719,16,17,0,0,3.077,22.719,0,2,1
445,29,4.542,4.619,12,12,0,0,2.385,4.608767,1,0,0
447,19,43.751,43.751,10,8,0,0,2.746,43.751,0,0,0
449,24,42.062,42.062,8,8,0,0,2.352,42.062,0,0,0
451,23,29.07,29.07,16,12,0,0,5.169,0.334,0,0,1
451,23,29.07,29.07,16,12,0,0,5.169,1.333,0,1,1
451,23,29.07,29.07,16,12,0,0,5.169,6.166,0,2,1
451,23,29.07,29.07,16,12,0,0,5.169,24.86,0,3,1
451,23,29.07,29.07,16,12,0,0,5.169,29.07,0,4,1
454,23,29.07,29.07,16,12,0,0,5.169,0.334,0,0,1
454,23,29.07,29.07,16,12,0,0,5.169,1.333,0,1,1
454,23,29.07,29.07,16,12,0,0,5.169,6.166,0,2,1
454,23,29.07,29.07,16,12,0,0,5.169,24.86,0,3,1
454,23,29.07,29.07,16,12,0,0,5.169,29.07,0,4,1
457,26,56.052,56.052,12,12,0,0,1.999,0.999,0,0,1
457,26,56.052,56.052,12,12,0,0,1.999,3.001,0,1,1
457,26,56.052,56.052,12,12,0,0,1.999,4.838,0,2,1
457,26,56.052,56.052,12,12,0,0,1.999,10.754,0,3,1
457,26,56.052,56.052,12,12,0,0,1.999,56.052,0,4,1
462,26,16.58,17.582,12,12,0,0,1.251,2.667,0,0,1
462,26,16.58,17.582,12,12,0,0,1.251,6.5,0,1,1
462,26,16.58,17.582,12,12,0,0,1.251,8.416,0,2,1
462,26,16.58,17.582,12,12,0,0,1.251,17.363441,1,3,1
468,25,27.168,27.168,12,12,0,0,2.352,2.166,0,0,1
468,25,27.168,27.168,12,12,0,0,2.352,4.914,0,1,1
468,25,27.168,27.168,12,12,0,0,2.352,27.168,0,2,1
470,23,6.001,6.001,10,10,0,0,2.352,6.001,0,0,0
475,29,5.878,5.96,14,14,0,0,2.352,5.927383,1,0,0
477,29,20.0,20.0,12,12,0,0,2.352,0.999,0,0,1
477,29,20.0,20.0,12,12,0,0,2.352,20.0,0,1,1
479,23,10.415,10.497,16,16,0,0,2.352,3.702,0,0,1
479,23,10.415,10.497,16,16,0,0,2.352,10.458218,1,1,1
485,23,26.971,26.971,8,8,0,0,2.352,26.971,0,0,0
493,23,53.84,53.84,10,10,0,0,-4.753,53.84,0,0,0
496,24,11.54,11.622,12,12,1,1,-0.668,1.58,0,0,1
496,24,11.54,11.622,12,12,1,1,-0.668,11.592174,1,1,1
502,13,22.976,22.976,16,16,1,1,0.419,4.586,0,0,1
502,13,22.976,22.976,16,16,1,1,0.419,9.169,0,1,1
502,13,22.976,22.976,16,16,1,1,0.419,14.834,0,2,1
502,13,22.976,22.976,16,16,1,1,0.419,22.976,0,3,1
504,25,32.999,32.999,11,7,0,0,7.001,32.999,0,0,0
508,19,7.773,8.95,12,9,0,0,7.414,1.67,0,0,1
508,19,7.773,8.95,12,9,0,0,7.414,8.650185,1,1,1
510,24,17.043,17.125,15,15,0,0,-6.084,7.42,0,0,1
510,24,17.043,17.125,15,15,0,0,-6.084,9.916,0,1,1
510,24,17.043,17.125,15,15,0,0,-6.084,17.07519,1,2,1
512,23,8.003,8.003,12,14,0,0,2.031,5.503,0,0,1
512,23,8.003,8.003,12,14,0,0,2.031,8.003,0,1,1
513,23,3.775,3.775,12,14,0,0,-1.032,1.276,0,0,1
513,23,3.775,3.775,12,14,0,0,-1.032,3.775,0,1,1
520,29,3.565,3.565,12,11,0,0,9.169,3.565,0,0,0
528,29,4.977,4.977,11,12,0,0,-2.834,4.977,0,0,0
530,29,5.246,5.246,12,10,0,0,7.083,5.246,0,0,0
537,29,1.257,1.257,12,8,0,0,3.168,0.767,0,0,1
537,29,1.257,1.257,12,8,0,0,3.168,1.257,0,1,1
551,23,0.6,0.6,12,13,0,0,-1.999,0.6,0,0,0
553,22,40.501,40.501,7,7,0,0,2.352,0.079,0,0,1
553,22,40.501,40.501,7,7,0,0,2.352,2.166,0,1,1
553,22,40.501,40.501,7,7,0,0,2.352,5.585,0,2,1
553,22,40.501,40.501,7,7,0,0,2.352,9.081,0,3,1
553,22,40.501,40.501,7,7,0,0,2.352,40.501,0,4,1
559,25,49.002,49.002,12,15,0,0,9.749,2.333,0,0,1
559,25,49.002,49.002,12,15,0,0,9.749,6.166,0,1,1
559,25,49.002,49.002,12,15,0,0,9.749,49.002,0,2,1
561,21,5.506,6.497,8,8,0,0,2.352,0.999,0,0,1
561,21,5.506,6.497,8,8,0,0,2.352,2.374,0,1,1
561,21,5.506,6.497,8,8,0,0,2.352,6.4445734,1,2,1
566,21,1.878,1.878,14,16,0,0,13.339,1.878,0,0,0
576,25,7.003,7.003,15,15,1,1,2.352,7.003,0,0,0
579,25,7.003,7.003,14,14,1,1,2.352,7.003,0,0,0
581,25,41.199,41.199,16,13,0,0,2.335,6.163,0,0,1
581,25,41.199,41.199,16,13,0,0,2.335,8.83,0,1,1
581,25,41.199,41.199,16,13,0,0,2.335,41.199,0,2,1
584,25,47.546,47.546,14,14,0,0,5.311,1.87,0,0,1
584,25,47.546,47.546,14,14,0,0,5.311,47.546,0,1,1
590,24,21.467,21.467,12,12,0,0,0.17,0.411,0,0,1
590,24,21.467,21.467,12,12,0,0,0.17,2.242,0,1,1
590,24,21.467,21.467,12,12,0,0,0.17,6.995,0,2,1
590,24,21.467,21.467,12,12,0,0,0.17,8.578,0,3,1
590,24,21.467,21.467,12,12,0,0,0.17,21.467,0,4,1
592,24,20.964,21.04,16,17,0,0,1.002,2.916,0,0,1
592,24,20.964,21.04,16,17,0,0,1.002,5.254,0,1,1
592,24,20.964,21.04,16,17,0,0,1.002,7.671,0,2,1
592,24,20.964,21.04,16,17,0,0,1.002,9.588,0,3,1
592,24,20.964,21.04,16,17,0,0,1.002,20.979462,1,4,1
600,24,21.467,21.467,14,12,0,0,0.17,0.411,0,0,1
600,24,21.467,21.467,14,12,0,0,0.17,2.242,0,1,1
600,24,21.467,21.467,14,12,0,0,0.17,6.995,0,2,1
600,24,21.467,21.467,14,12,0,0,0.17,8.578,0,3,1
600,24,21.467,21.467,14,12,0,0,0.17,21.467,0,4,1
602,23,24.832,24.832,8,8,0,0,2.352,1.914,0,0,1
602,23,24.832,24.832,8,8,0,0,2.352,24.832,0,1,1
604,23,41.999,41.999,7,7,0,0,2.352,41.999,0,0,0
606,23,16.972,16.972,8,8,0,0,2.352,16.972,0,0,0
607,4,14.867,14.867,12,12,1,1,2.376,1.084,0,0,1
607,4,14.867,14.867,12,12,1,1,2.376,2.251,0,1,1
607,4,14.867,14.867,12,12,1,1,2.376,3.578,0,2,1
607,4,14.867,14.867,12,12,1,1,2.376,6.913,0,3,1
607,4,14.867,14.867,12,12,1,1,2.376,14.867,0,4,1
613,4,7.129,7.206,12,12,1,1,6.752,0.747,0,0,1
