schoolid,female,isei,w_fstuwt,wnrschbw,high_school,college,one_for,both_for,test_lang,pass_read,id_school,wvarstr
99139,1,50,448.7549,54.63,0,1,1,0,1,1,18,34
99139,1,59,448.7549,54.63,0,1,0,0,1,1,18,34
99139,1,43,448.7549,54.63,0,1,0,0,1,1,18,34
99139,0,70,448.7549,54.63,1,0,0,0,1,1,18,34
99139,1,22,448.7549,54.63,0,1,0,0,1,0,18,34
99139,1,29,448.7549,54.63,0,1,0,0,1,0,18,34
99139,0,27,448.7549,54.63,1,0,0,0,1,0,18,34
99139,1,43,448.7549,54.63,0,1,0,0,1,0,18,34
99139,0,28,448.7549,54.63,0,0,0,1,1,0,18,34
99143,0,29,1140.898,154.4,0,1,0,0,1,0,19,34
99143,1,30,1140.898,154.4,0,1,0,0,1,1,19,34
99143,0,56,1283.51,154.4,0,1,0,0,1,1,19,34
99143,0,77,1140.898,154.4,0,1,0,0,1,1,19,34
99143,1,28,1140.898,154.4,0,1,0,0,1,1,19,34
99143,1,30,1140.898,154.4,1,0,1,0,1,1,19,34
99143,0,42,1140.898,154.4,1,0,0,0,1,1,19,34
99143,1,56,1283.51,154.4,0,1,0,0,1,0,19,34
99143,1,30,1140.898,154.4,1,0,0,0,1,1,19,34
99143,0,59,1140.898,154.4,0,1,0,0,1,1,19,34
99143,0,56,1140.898,154.4,0,1,0,0,1,1,19,34
99143,0,34,1140.898,154.4,1,0,0,0,1,1,19,34
99143,1,43,1140.898,154.4,1,0,0,0,1,0,19,34
99143,0,69,1283.51,154.4,0,1,0,0,1,1,19,34
99143,0,67,1283.51,154.4,0,1,0,1,0,1,19,34
99143,1,45,1140.898,154.4,1,0,0,0,1,1,19,34
99143,1,51,1140.898,154.4,1,0,0,0,1,1,19,34
99143,1,29,1140.898,154.4,1,0,0,0,1,0,19,34
99143,0,19,1283.51,154.4,0,1,0,0,1,0,19,34
99143,1,69,1283.51,154.4,0,1,0,0,1,1,19,34
99143,1,50,1140.898,154.4,0,1,0,0,1,1,19,34
99143,0,69,1140.898,154.4,0,1,0,0,1,1,19,34
99143,0,88,1283.51,154.4,0,1,0,0,1,1,19,34
99143,0,64,1283.51,154.4,0,1,0,0,1,0,19,34
99143,0,77,1140.898,154.4,0,1,0,0,1,1,19,34
99144,1,51,2473.277,2139.63,0,1,0,0,1,1,20,41
99144,1,67,2473.277,2139.63,0,1,0,0,1,0,20,41
99145,0,51,947.2844,646.17,0,1,0,0,1,0,21,41
99145,0,67,947.2844,646.17,0,1,0,0,1,0,21,41
99145,0,69,947.2844,646.17,0,1,0,0,1,1,21,41
99145,1,69,947.2844,646.17,1,0,0,0,1,1,21,41
99145,1,34,947.2844,646.17,0,1,0,0,1,0,21,41
99145,0,22,947.2844,646.17,0,1,0,0,1,1,21,41
99145,0,53,947.2844,646.17,0,1,0,0,1,1,21,41
99145,1,69,947.2844,646.17,0,1,0,0,1,0,21,41
99145,1,29,947.2844,646.17,1,0,0,0,1,0,21,41
99145,1,40,947.2844,646.17,0,1,0,0,1,0,21,41
99145,0,70,947.2844,646.17,0,1,0,0,1,0,21,41
99145,0,53,947.2844,646.17,1,0,0,0,1,0,21,41
99145,1,85,947.2844,646.17,0,1,0,0,1,1,21,41
99145,1,70,947.2844,646.17,0,1,0,0,1,1,21,41
99145,0,69,947.2844,646.17,0,1,0,0,1,1,21,41
99145,1,32,947.2844,646.17,1,0,0,0,1,0,21,41
99145,1,32,947.2844,646.17,0,0,0,0,1,0,21,41
99145,0,54,947.2844,646.17,0,1,0,0,1,0,21,41
99146,1,34,1239.687,111.55,1,0,0,0,1,0,22,41
99146,1,34,1239.687,111.55,1,0,0,0,1,1,22,41
99146,0,43,1239.687,111.55,0,1,0,0,1,0,22,41
99146,0,70,1239.687,111.55,1,0,0,0,1,0,22,41
99146,1,74,1239.687,111.55,0,1,0,0,1,1,22,41
99146,0,34,1239.687,111.55,1,0,0,0,1,0,22,41
99146,1,69,1239.687,111.55,0,1,0,0,1,1,22,41
99146,1,34,1239.687,111.55,1,0,0,0,1,0,22,41
99146,0,38,1239.687,111.55,0,1,0,0,1,0,22,41
99146,1,30,1239.687,111.55,1,0,0,0,1,0,22,41
99146,1,34,1239.687,111.55,1,0,0,0,1,0,22,41
99146,1,34,1239.687,111.55,1,0,0,0,1,0,22,41
99146,1,51,1239.687,111.55,0,1,0,0,1,1,22,41
99146,0,50,1239.687,111.55,1,0,0,0,1,1,22,41
99146,0,16,1239.687,111.55,1,0,0,0,1,0,22,41
99146,0,54,1239.687,111.55,0,1,0,0,1,0,22,41
99151,1,70,355.1358,245.23,0,1,0,0,1,0,23,42
99151,1,29,416.7517,245.23,0,1,0,0,1,0,23,42
99151,0,36,416.7517,245.23,0,0,0,0,1,0,23,42
99151,0,53,355.1358,245.23,1,0,0,0,1,0,23,42
99151,1,29,355.1358,245.23,1,0,0,0,1,0,23,42
99151,0,23,416.7517,245.23,1,0,0,0,1,0,23,42
99151,1,21,416.7517,245.23,1,0,0,0,1,0,23,42
99151,0,29,416.7517,245.23,0,0,0,0,1,0,23,42
99151,1,29,355.1358,245.23,0,0,0,0,1,0,23,42
99151,0,21,355.1358,245.23,1,0,0,0,1,0,23,42
99151,1,21,416.7517,245.23,0,1,0,0,1,1,23,42
99151,1,59,416.7517,245.23,0,1,0,0,1,0,23,42
99151,0,34,355.1358,245.23,0,1,0,0,1,0,23,42
99152,0,28,380.5785,167.53,1,0,0,0,1,0,24,42
99152,1,53,324.3106,167.53,1,0,0,0,1,0,24,42
99152,1,30,324.3106,167.53,1,0,0,0,1,1,24,42
99152,1,32,324.3106,167.53,0,1,0,0,1,0,24,42
99152,1,16,324.3106,167.53,0,1,0,0,1,0,24,42
99152,0,25,324.3106,167.53,0,1,0,0,1,0,24,42
99152,0,28,324.3106,167.53,0,1,0,0,1,0,24,42
99152,0,28,324.3106,167.53,1,0,0,0,1,0,24,42
99152,1,29,380.5785,167.53,0,1,0,0,1,0,24,42
99152,1,21,380.5785,167.53,0,0,0,0,1,0,24,42
99152,0,28,380.5785,167.53,0,1,0,0,1,0,24,42
99152,1,30,380.5785,167.53,0,1,0,0,1,0,24,42
99152,0,53,380.5785,167.53,0,1,0,0,1,0,24,42
99152,0,16,380.5785,167.53,0,1,0,0,1,0,24,42
99152,1,51,380.5785,167.53,1,0,0,0,1,0,24,42
99153,1,23,368.2662,122.76,0,0,0,0,1,0,25,42
99153,0,56,368.2662,122.76,1,0,0,0,1,0,25,42
99153,1,29,368.2662,122.76,1,0,0,0,1,0,25,42
99153,1,34,368.2662,122.76,1,0,0,0,1,0,25,42
99153,1,30,368.2662,122.76,0,1,0,0,1,0,25,42
99153,0,29,368.2662,122.76,0,1,0,0,1,0,25,42
99153,1,30,368.2662,122.76,0,1,0,0,1,0,25,42
99153,0,30,368.2662,122.76,1,0,0,0,1,0,25,42
99153,1,21,368.2662,122.76,1,0,0,0,1,0,25,42
99153,0,29,368.2662,122.76,1,0,0,0,1,0,25,42
99153,1,33,368.2662,122.76,0,1,0,0,1,0,25,42
99153,1,24,368.2662,122.76,1,0,0,0,1,1,25,42
99153,1,34,368.2662,122.76,0,1,0,0,1,0,25,42
99153,0,30,368.2662,122.76,1,0,0,0,1,0,25,42
99153,1,38,368.2662,122.76,1,0,0,0,1,0,25,42
99153,1,54,368.2662,122.76,0,1,0,0,1,1,25,42
99153,0,29,368.2662,122.76,0,1,0,0,1,0,25,42
99153,0,70,368.2662,122.76,1,0,0,0,1,0,25,42
99155,1,22,2380.953,1821.74,1,0,0,0,1,0,26,42
99155,0,34,2380.953,1821.74,1,0,0,0,1,0,26,42
99156,1,30,856.0093,151.81,1,0,0,0,1,0,27,42
99156,1,67,856.0093,151.81,0,1,0,0,1,0,27,42
99156,1,46,856.0093,151.81,0,1,1,0,1,1,27,42
99156,1,19,856.0093,151.81,1,0,0,0,1,1,27,42
99156,1,28,856.0093,151.81,1,0,0,0,1,0,27,42
99156,0,34,856.0093,151.81,1,0,0,0,1,1,27,42
99156,1,34,856.0093,151.81,0,1,0,0,1,1,27,42
99156,0,67,1004.527,151.81,1,0,0,0,1,0,27,42
99156,1,32,856.0093,151.81,1,0,0,0,1,0,27,42
99156,1,59,856.0093,151.81,0,1,0,0,1,1,27,42
99156,1,29,856.0093,151.81,0,1,0,0,1,0,27,42
99156,1,29,1004.527,151.81,1,0,0,0,1,0,27,42
99156,0,30,856.0093,151.81,0,1,0,0,1,0,27,42
99156,1,22,856.0093,151.81,1,0,0,0,1,0,27,42
99156,1,68,856.0093,151.81,0,1,0,0,1,0,27,42
99156,1,35,856.0093,151.81,0,1,0,0,1,0,27,42
99156,1,29,856.0093,151.81,0,1,0,0,1,0,27,42
99156,1,64,856.0093,151.81,0,1,0,0,1,1,27,42
99156,0,50,856.0093,151.81,1,0,0,0,1,0,27,42
99156,0,29,856.0093,151.81,0,0,0,0,1,1,27,42
99157,1,21,290.5679,98.49,1,0,0,0,1,0,28,42
99157,1,34,290.5679,98.49,1,0,0,0,1,1,28,42
99157,1,74,290.5679,98.49,0,1,0,0,1,1,28,42
99157,0,69,290.5679,98.49,0,1,0,0,1,1,28,42
99157,1,67,290.5679,98.49,1,0,0,0,1,0,28,42
99157,0,30,290.5679,98.49,1,0,0,0,1,0,28,42
99157,1,34,290.5679,98.49,1,0,0,0,1,1,28,42
99157,1,69,290.5679,98.49,0,1,0,0,1,1,28,42
99157,1,37,290.5679,98.49,1,0,0,0,1,0,28,42
99157,0,40,290.5679,98.49,1,0,0,0,1,0,28,42
99157,1,56,290.5679,98.49,1,0,0,0,1,1,28,42
99157,1,33,290.5679,98.49,1,0,0,0,1,1,28,42
99157,1,50,290.5679,98.49,1,0,0,0,1,1,28,42
99157,0,29,290.5679,98.49,1,0,0,0,1,1,28,42
99157,0,33,290.5679,98.49,0,1,0,0,1,0,28,42
99157,0,43,290.5679,98.49,1,0,0,0,1,0,28,42
99157,0,50,290.5679,98.49,1,0,0,0,1,0,28,42
99158,1,40,540.0363,149.55,0,1,0,0,1,1,29,41
99158,0,50,540.0363,149.55,1,0,0,0,1,0,29,41
99158,0,25,540.0363,149.55,1,0,0,0,1,0,29,41
99158,1,22,540.0363,149.55,1,0,0,0,1,0,29,41
99158,0,53,540.0363,149.55,0,1,0,0,1,0,29,41
99158,1,23,540.0363,149.55,0,1,0,0,1,0,29,41
99158,1,40,540.0363,149.55,1,0,0,0,1,0,29,41
99158,1,67,540.0363,149.55,1,0,0,0,1,1,29,41
99158,1,25,540.0363,149.55,0,0,0,0,1,0,29,41
99158,0,41,540.0363,149.55,1,0,0,0,1,0,29,41
99158,1,40,540.0363,149.55,0,0,0,0,1,0,29,41
99158,1,40,540.0363,149.55,0,1,0,0,1,0,29,41
99160,0,34,454.3866,75.94,0,0,0,0,1,0,30,41
99160,1,30,454.3866,75.94,0,1,0,0,1,1,30,41
99160,1,67,454.3866,75.94,0,1,0,0,1,0,30,41
99160,1,74,454.3866,75.94,0,1,0,0,1,1,30,41
99160,1,28,533.2225,75.94,0,1,0,0,1,0,30,41
99160,1,21,454.3866,75.94,1,0,0,0,1,0,30,41
99160,1,58,454.3866,75.94,1,0,1,0,1,1,30,41
99160,0,30,454.3866,75.94,1,0,0,0,1,0,30,41
99160,1,30,533.2225,75.94,1,0,0,0,1,0,30,41
99160,1,38,454.3866,75.94,0,1,0,0,1,0,30,41
99160,1,51,454.3866,75.94,1,0,0,0,1,0,30,41
99160,1,21,454.3866,75.94,1,0,0,0,1,0,30,41
99160,0,34,533.2225,75.94,0,1,0,0,1,0,30,41
99160,0,31,533.2225,75.94,0,0,0,0,1,0,30,41
99160,1,34,533.2225,75.94,1,0,0,0,1,0,30,41
99160,0,53,454.3866,75.94,1,0,0,0,1,0,30,41
99160,1,34,454.3866,75.94,0,0,0,0,1,0,30,41
99161,0,40,144.7146,96.36,1,0,1,0,1,0,31,36
99161,1,36,144.7146,96.36,1,0,0,1,0,0,31,36
99162,1,56,537.2266,29.37,0,1,0,0,1,0,32,36
99162,1,85,537.2266,29.37,0,1,0,1,0,0,32,36
99162,1,77,537.2266,29.37,0,1,0,0,1,0,32,36
99162,0,77,537.2266,29.37,1,0,1,0,1,1,32,36
99162,1,53,537.2266,29.37,0,1,0,0,1,1,32,36
99162,0,29,537.2266,29.37,0,1,0,0,1,1,32,36
99162,1,51,537.2266,29.37,0,1,0,0,1,1,32,36
99162,1,40,537.2266,29.37,0,0,0,1,1,0,32,36
99162,0,54,537.2266,29.37,1,0,0,1,0,0,32,36
99162,1,51,537.2266,29.37,0,1,0,0,1,0,32,36
99162,1,67,537.2266,29.37,1,0,0,0,1,1,32,36
99162,0,68,537.2266,29.37,0,1,0,1,1,0,32,36
99162,1,31,537.2266,29.37,0,1,0,0,1,1,32,36
99162,0,23,537.2266,29.37,1,0,0,1,1,0,32,36
99162,1,30,537.2266,29.37,1,0,1,0,1,0,32,36
99162,0,23,537.2266,29.37,1,0,0,0,1,0,32,36
99162,1,56,537.2266,29.37,0,1,1,0,1,1,32,36
99162,0,66,537.2266,29.37,0,1,1,0,1,0,32,36
