house,occ,brand,choice,feature,price
6,15,4,0,0,0.086
6,16,1,1,0,0.122
6,16,2,0,0,0.086
6,16,3,0,0,0.061
6,16,4,0,0,0.086
6,17,1,1,0,0.122
6,17,2,0,0,0.086
6,17,3,0,0,0.061
6,17,4,0,0,0.086
6,18,1,1,0,0.122
6,18,2,0,0,0.086
6,18,3,0,0,0.061
6,18,4,0,0,0.086
6,19,1,1,0,0.122
6,19,2,0,0,0.086
6,19,3,0,0,0.061
6,19,4,0,0,0.086
7,1,1,0,0,0.11
7,1,2,1,0,0.074
7,1,3,0,0,0.061
7,1,4,0,0,0.081
7,2,1,0,0,0.11
7,2,2,1,0,0.074
7,2,3,0,0,0.061
7,2,4,0,0,0.081
7,3,1,0,0,0.103
7,3,2,1,0,0.081
7,3,3,0,0,0.066
7,3,4,0,0,0.081
7,4,1,0,0,0.103
7,4,2,1,0,0.081
7,4,3,0,0,0.066
7,4,4,0,0,0.079
7,5,1,0,0,0.103
7,5,2,1,0,0.081
7,5,3,0,0,0.066
7,5,4,0,0,0.079
7,6,1,0,0,0.103
7,6,2,1,0,0.081
7,6,3,0,0,0.066
7,6,4,0,0,0.079
7,7,1,0,0,0.125
7,7,2,1,0,0.081
7,7,3,0,0,0.066
7,7,4,0,0,0.079
7,8,1,0,0,0.125
7,8,2,1,0,0.081
7,8,3,0,0,0.066
7,8,4,0,0,0.079
7,9,1,1,0,0.02
7,9,2,0,0,0.098
7,9,3,0,0,0.049
7,9,4,0,0,0.079
7,10,1,0,0,0.103
7,10,2,1,0,0.081
7,10,3,0,0,0.049
7,10,4,0,0,0.079
7,11,1,0,0,0.103
7,11,2,1,1,0.061
7,11,3,0,0,0.049
7,11,4,0,0,0.079
7,12,1,1,0,0.108
7,12,2,0,0,0.081
7,12,3,0,0,0.05
7,12,4,0,0,0.079
7,13,1,1,0,0.108
7,13,2,0,0,0.081
7,13,3,0,0,0.05
7,13,4,0,0,0.079
7,14,1,0,0,0.108
7,14,2,1,0,0.081
7,14,3,0,0,0.05
7,14,4,0,0,0.079
7,15,1,0,0,0.108
7,15,2,1,0,0.081
7,15,3,0,0,0.05
7,15,4,0,0,0.079
7,16,1,0,0,0.108
7,16,2,1,0,0.081
7,16,3,0,0,0.05
7,16,4,0,0,0.079
7,17,1,1,0,0.108
7,17,2,0,0,0.081
7,17,3,0,0,0.05
7,17,4,0,0,0.079
7,18,1,0,0,0.115
7,18,2,1,0,0.081
7,18,3,0,0,0.043
7,18,4,0,0,0.079
7,19,1,0,0,0.108
7,19,2,1,0,0.063
7,19,3,0,0,0.05
7,19,4,0,0,0.079
7,20,1,1,0,0.108
7,20,2,0,0,0.051
7,20,3,0,0,0.05
7,20,4,0,0,0.079
7,21,1,1,0,0.108
7,21,2,0,0,0.047
7,21,3,0,0,0.05
7,21,4,0,0,0.079
8,1,1,0,0,0.103
8,1,2,1,0,0.074
8,1,3,0,0,0.061
8,1,4,0,0,0.081
8,2,1,0,0,0.103
8,2,2,1,0,0.074
8,2,3,0,0,0.061
8,2,4,0,0,0.081
8,3,1,0,0,0.103
8,3,2,1,0,0.074
8,3,3,0,0,0.061
8,3,4,0,0,0.081
8,4,1,0,0,0.103
8,4,2,1,0,0.074
8,4,3,0,0,0.061
8,4,4,0,0,0.081
8,5,1,0,0,0.125
8,5,2,1,0,0.081
8,5,3,0,0,0.066
8,5,4,0,0,0.079
8,6,1,0,0,0.125
8,6,2,1,0,0.081
8,6,3,0,0,0.066
8,6,4,0,0,0.079
8,7,1,0,0,0.103
8,7,2,1,0,0.081
8,7,3,0,0,0.049
8,7,4,0,0,0.079
8,8,1,0,0,0.103
8,8,2,1,0,0.081
8,8,3,0,0,0.049
8,8,4,0,0,0.079
8,9,1,0,0,0.103
8,9,2,1,0,0.081
8,9,3,0,0,0.049
8,9,4,0,0,0.079
8,10,1,0,0,0.103
8,10,2,1,0,0.081
8,10,3,0,0,0.049
8,10,4,0,0,0.079
8,11,1,0,0,0.125
8,11,2,1,0,0.081
8,11,3,0,0,0.049
8,11,4,0,0,0.079
8,12,1,0,0,0.108
8,12,2,1,0,0.081
8,12,3,0,0,0.05
8,12,4,0,0,0.079
8,13,1,0,0,0.103
8,13,2,1,0,0.081
8,13,3,0,0,0.049
8,13,4,0,0,0.079
8,14,1,0,0,0.103
8,14,2,1,0,0.081
8,14,3,0,0,0.049
8,14,4,0,0,0.079
8,15,1,0,0,0.103
8,15,2,1,0,0.081
8,15,3,0,0,0.049
8,15,4,0,0,0.079
8,16,1,0,0,0.103
8,16,2,1,0,0.081
8,16,3,0,0,0.049
8,16,4,0,0,0.079
8,17,1,0,0,0.103
8,17,2,1,0,0.081
8,17,3,0,0,0.049
8,17,4,0,0,0.079
8,18,1,0,0,0.103
8,18,2,1,1,0.061
8,18,3,0,0,0.049
8,18,4,0,0,0.079
8,19,1,0,0,0.108
8,19,2,1,0,0.081
8,19,3,0,0,0.05
8,19,4,0,0,0.079
8,20,1,0,0,0.122
8,20,2,1,0,0.086
8,20,3,0,0,0.05
8,20,4,0,0,0.086
8,21,1,0,0,0.108
8,21,2,1,0,0.086
8,21,3,0,0,0.054
8,21,4,0,0,0.079
8,22,1,0,0,0.055
8,22,2,1,0,0.086
8,22,3,0,0,0.05
8,22,4,0,1,0.069
8,23,1,0,0,0.055
8,23,2,1,0,0.086
8,23,3,0,0,0.05
8,23,4,0,1,0.069
8,24,1,0,0,0.108
8,24,2,1,0,0.086
8,24,3,0,0,0.054
8,24,4,0,0,0.079
8,25,1,0,0,0.088
8,25,2,1,0,0.063
8,25,3,0,0,0.061
8,25,4,0,0,0.063
9,1,1,0,0,0.115
9,1,2,0,0,0.081
9,1,3,0,0,0.061
9,1,4,1,0,0.081
9,2,1,0,0,0.115
9,2,2,0,0,0.081
9,2,3,0,0,0.061
9,2,4,1,0,0.081
9,3,1,0,0,0.115
9,3,2,0,0,0.081
9,3,3,0,0,0.061
9,3,4,1,0,0.081
9,4,1,0,0,0.115
9,4,2,0,0,0.081
9,4,3,0,0,0.049
9,4,4,1,0,0.079
9,5,1,0,0,0.108
9,5,2,0,0,0.081
9,5,3,0,0,0.061
9,5,4,1,0,0.081
9,6,1,0,0,0.108
9,6,2,0,0,0.081
9,6,3,0,0,0.061
9,6,4,1,0,0.081
9,7,1,0,0,0.115
9,7,2,0,0,0.081
9,7,3,0,0,0.061
9,7,4,1,0,0.081
9,8,1,1,0,0.115
9,8,2,0,0,0.081
9,8,3,0,0,0.049
9,8,4,0,0,0.079
9,9,1,0,0,0.108
9,9,2,0,0,0.081
9,9,3,0,0,0.061
9,9,4,1,0,0.081
9,10,1,1,0,0.115
9,10,2,0,0,0.081
9,10,3,0,0,0.049
9,10,4,0,0,0.079
9,11,1,1,0,0.115
9,11,2,0,0,0.081
9,11,3,0,0,0.049
9,11,4,0,0,0.079
9,12,1,1,0,0.108
9,12,2,0,0,0.086
9,12,3,0,0,0.061
9,12,4,0,0,0.086
9,13,1,1,0,0.108
9,13,2,0,0,0.087
9,13,3,0,0,0.068
9,13,4,0,0,0.094
9,14,1,1,0,0.108
9,14,2,0,0,0.086
9,14,3,0,0,0.054
9,14,4,0,0,0.079
9,15,1,1,0,0.022
9,15,2,0,0,0.081
9,15,3,0,0,0.061
9,15,4,0,0,0.086
9,16,1,1,0,0.122
9,16,2,0,0,0.086
9,16,3,0,0,0.061
9,16,4,0,0,0.091
9,17,1,1,0,0.122
9,17,2,0,0,0.086
9,17,3,0,0,0.061
9,17,4,0,0,0.091
9,18,1,1,0,0.122
9,18,2,0,0,0.086
9,18,3,0,0,0.061
9,18,4,0,0,0.086
9,19,1,1,0,0.122
9,19,2,0,0,0.086
9,19,3,0,0,0.061
9,19,4,0,0,0.086
9,20,1,0,0,0.122
9,20,2,1,0,0.086
9,20,3,0,0,0.061
9,20,4,0,0,0.086
9,21,1,1,0,0.122
9,21,2,0,0,0.086
9,21,3,0,0,0.061
9,21,4,0,0,0.086
9,22,1,1,0,0.122
9,22,2,0,0,0.086
9,22,3,0,0,0.061
9,22,4,0,0,0.086
9,23,1,1,0,0.122
9,23,2,0,0,0.086
9,23,3,0,0,0.061
9,23,4,0,0,0.086
9,24,1,1,0,0.122
9,24,2,0,0,0.081
9,24,3,0,0,0.061
9,24,4,0,0,0.086
9,25,1,1,0,0.122
9,25,2,0,0,0.081
9,25,3,0,0,0.061
9,25,4,0,0,0.086
9,26,1,1,0,0.122
9,26,2,0,0,0.086
9,26,3,0,0,0.061
9,26,4,0,0,0.086
9,27,1,1,0,0.122
9,27,2,0,0,0.086
9,27,3,0,0,0.061
9,27,4,0,0,0.086
10,1,1,0,0,0.103
10,1,2,1,0,0.081
10,1,3,0,0,0.049
10,1,4,0,0,0.079
10,2,1,0,0,0.103
10,2,2,1,0,0.081
10,2,3,0,0,0.049
10,2,4,0,0,0.079
10,3,1,0,0,0.103
10,3,2,1,0,0.081
10,3,3,0,0,0.049
10,3,4,0,0,0.079
10,4,1,0,0,0.103
10,4,2,1,1,0.061
10,4,3,0,0,0.049
10,4,4,0,0,0.079
10,5,1,0,0,0.103
10,5,2,1,1,0.061
10,5,3,0,0,0.049
10,5,4,0,0,0.079
10,6,1,0,0,0.115
10,6,2,1,0,0.086
10,6,3,0,0,0.054
10,6,4,0,0,0.079
10,7,1,0,0,0.108
10,7,2,1,0,0.086
10,7,3,0,0,0.054
10,7,4,0,0,0.079
10,8,1,0,0,0.108
10,8,2,1,0,0.086
10,8,3,0,0,0.054
10,8,4,0,0,0.079
10,9,1,0,0,0.108
10,9,2,1,0,0.086
10,9,3,0,0,0.054
10,9,4,0,0,0.079
10,10,1,0,0,0.057
10,10,2,1,1,0.063
10,10,3,0,0,0.054
10,10,4,0,0,0.081
10,11,1,0,0,0.115
10,11,2,1,0,0.041
10,11,3,0,0,0.061
10,11,4,0,1,0.063
10,12,1,0,0,0.115
10,12,2,1,0,0.063
10,12,3,0,1,0.061
10,12,4,0,0,0.079
10,13,1,0,0,0.115
10,13,2,1,0,0.063
10,13,3,0,0,0.061
10,13,4,0,0,0.063
10,14,1,0,0,0.115
10,14,2,1,0,0.063
10,14,3,0,0,0.061
10,14,4,0,0,0.063
11,1,1,0,0,0.11
11,1,2,1,0,0.086
11,1,3,0,0,0.044
11,1,4,0,0,0.081
11,2,1,0,0,0.11
11,2,2,1,0,0.086
11,2,3,0,0,0.044
11,2,4,0,0,0.081
11,3,1,1,0,0.108
11,3,2,0,0,0.086
11,3,3,0,0,0.054
11,3,4,0,0,0.079
11,4,1,1,0,0.108
11,4,2,0,0,0.086
11,4,3,0,0,0.054
11,4,4,0,0,0.079
11,5,1,0,0,0.11
11,5,2,0,0,0.086
11,5,3,0,0,0.061
11,5,4,1,0,0.081
11,6,1,0,0,0.11
11,6,2,1,0,0.086
11,6,3,0,0,0.061
11,6,4,0,0,0.081
11,7,1,0,0,0.11
11,7,2,0,0,0.086
11,7,3,1,1,0.031
11,7,4,0,0,0.081
11,8,1,0,0,0.11
11,8,2,0,0,0.086
11,8,3,1,1,0.031
11,8,4,0,0,0.081
11,9,1,0,0,0.11
11,9,2,1,0,0.086
11,9,3,0,0,0.029
11,9,4,0,0,0.061
11,10,1,0,0,0.11
11,10,2,1,0,0.086
11,10,3,0,0,0.029
11,10,4,0,0,0.061
12,1,1,0,0,0.103
12,1,2,1,0,0.081
12,1,3,0,0,0.064
12,1,4,0,0,0.081
12,2,1,0,0,0.116
12,2,2,1,0,0.081
12,2,3,0,0,0.05
12,2,4,0,0,0.08
12,3,1,0,0,0.108
12,3,2,1,0,0.081
12,3,3,0,0,0.061
12,3,4,0,0,0.079
12,4,1,0,0,0.108
12,4,2,1,0,0.081
12,4,3,0,0,0.05
12,4,4,0,0,0.079
12,5,1,0,0,0.108
12,5,2,1,0,0.081
12,5,3,0,0,0.05
12,5,4,0,0,0.081
12,6,1,0,0,0.108
12,6,2,1,0,0.081
12,6,3,0,0,0.05
12,6,4,0,0,0.081
12,7,1,0,0,0.109
12,7,2,1,0,0.081
12,7,3,0,0,0.05
12,7,4,0,0,0.085
12,8,1,0,0,0.108
12,8,2,1,0,0.081
12,8,3,0,0,0.05
12,8,4,0,0,0.081
12,9,1,0,0,0.108
12,9,2,1,0,0.081
12,9,3,0,0,0.05
12,9,4,0,0,0.081
13,1,1,0,0,0.103
13,1,2,1,0,0.074
13,1,3,0,0,0.061
13,1,4,0,0,0.081
13,2,1,0,0,0.103
13,2,2,1,0,0.081
13,2,3,0,0,0.064
13,2,4,0,0,0.081
13,3,1,0,0,0.103
13,3,2,1,0,0.081
13,3,3,0,0,0.049
13,3,4,0,0,0.079
13,4,1,0,0,0.103
13,4,2,1,0,0.081
13,4,3,0,0,0.049
13,4,4,0,0,0.079
13,5,1,1,0,0.037
13,5,2,0,0,0.081
13,5,3,0,0,0.049
13,5,4,0,0,0.079
13,6,1,1,0,0.098
13,6,2,0,0,0.081
13,6,3,0,0,0.049
13,6,4,0,0,0.079
13,7,1,1,0,0.103
13,7,2,0,0,0.081
13,7,3,0,0,0.049
13,7,4,0,0,0.079
13,8,1,1,0,0.103
13,8,2,0,0,0.081
13,8,3,0,0,0.049
13,8,4,0,0,0.079
13,9,1,1,0,0.103
13,9,2,0,0,0.081
13,9,3,0,0,0.049
13,9,4,0,0,0.079
13,10,1,0,0,0.115
13,10,2,1,0,0.081
13,10,3,0,0,0.049
13,10,4,0,0,0.079
14,1,1,1,0,0.008
14,1,2,0,0,0.092
14,1,3,0,0,0.05
14,1,4,0,0,0.079
14,2,1,1,0,0.108
14,2,2,0,0,0.092
14,2,3,0,0,0.05
14,2,4,0,0,0.079
14,3,1,1,0,0.108
14,3,2,0,0,0.098
14,3,3,0,0,0.05
14,3,4,0,0,0.079
14,4,1,1,0,0.108
14,4,2,0,0,0.098
14,4,3,0,0,0.05
14,4,4,0,0,0.079
14,5,1,1,0,0.108
14,5,2,0,0,0.098
14,5,3,0,0,0.05
14,5,4,0,0,0.079
14,6,1,1,0,0.108
14,6,2,0,0,0.081
14,6,3,0,0,0.05
14,6,4,0,0,0.079
14,7,1,1,0,0.108
14,7,2,0,0,0.081
14,7,3,0,0,0.05
14,7,4,0,0,0.079
14,8,1,1,0,0.108
14,8,2,0,0,0.063
14,8,3,0,0,0.05
14,8,4,0,0,0.079
14,9,1,1,0,0.108
14,9,2,0,0,0.063
14,9,3,0,0,0.05
14,9,4,0,0,0.079
14,10,1,1,0,0.108
14,10,2,0,0,0.063
14,10,3,0,0,0.05
14,10,4,0,0,0.079
14,11,1,1,0,0.108
14,11,2,0,0,0.086
14,11,3,0,0,0.05
14,11,4,0,0,0.079
14,12,1,1,0,0.108
14,12,2,0,0,0.086
14,12,3,0,0,0.05
14,12,4,0,0,0.079
14,13,1,1,0,0.108
14,13,2,0,0,0.042
14,13,3,0,0,0.05
14,13,4,0,0,0.079
15,1,1,0,0,0.125
15,1,2,0,0,0.074
15,1,3,0,0,0.061
15,1,4,1,0,0.081
15,2,1,0,0,0.125
15,2,2,0,0,0.074
15,2,3,0,0,0.061
15,2,4,1,0,0.081
15,3,1,0,0,0.103
15,3,2,0,0,0.074
15,3,3,0,0,0.061
15,3,4,1,0,0.081
15,4,1,0,0,0.103
15,4,2,0,0,0.074
15,4,3,0,0,0.061
15,4,4,1,0,0.081
15,5,1,1,0,0.103
15,5,2,0,0,0.098
15,5,3,0,0,0.066
15,5,4,0,0,0.079
15,6,1,0,0,0.103
15,6,2,1,0,0.098
15,6,3,0,0,0.066
15,6,4,0,0,0.079
15,7,1,1,0,0.103
15,7,2,0,0,0.098
15,7,3,0,0,0.066
15,7,4,0,0,0.079
15,8,1,0,0,0.103
15,8,2,1,0,0.098
15,8,3,0,0,0.066
15,8,4,0,0,0.079
15,9,1,0,0,0.103
15,9,2,1,0,0.098
15,9,3,0,0,0.066
15,9,4,0,0,0.079
15,10,1,1,0,0.103
15,10,2,0,0,0.098
15,10,3,0,0,0.066
15,10,4,0,0,0.079
15,11,1,1,0,0.103
15,11,2,0,0,0.098
15,11,3,0,0,0.066
15,11,4,0,0,0.079
15,12,1,1,0,0.103
15,12,2,0,0,0.098
15,12,3,0,0,0.066
15,12,4,0,0,0.079
15,13,1,1,0,0.103
15,13,2,0,0,0.098
15,13,3,0,0,0.066
15,13,4,0,0,0.079
15,14,1,1,0,0.103
15,14,2,0,0,0.098
15,14,3,0,0,0.066
15,14,4,0,0,0.079
15,15,1,1,0,0.103
15,15,2,0,0,0.098
15,15,3,0,0,0.066
15,15,4,0,0,0.079
15,16,1,1,0,0.103
15,16,2,0,0,0.098
15,16,3,0,0,0.066
15,16,4,0,0,0.079
15,17,1,1,0,0.103
15,17,2,0,0,0.098
15,17,3,0,0,0.066
15,17,4,0,0,0.079
15,18,1,1,0,0.103
15,18,2,0,0,0.098
15,18,3,0,0,0.066
15,18,4,0,0,0.079
15,19,1,1,0,0.103
15,19,2,0,0,0.098
15,19,3,0,0,0.049
15,19,4,0,0,0.079
15,20,1,0,0,0.103
15,20,2,0,0,0.081
15,20,3,0,0,0.049
15,20,4,1,0,0.079
15,21,1,1,0,0.062
15,21,2,0,0,0.098
15,21,3,0,0,0.049
15,21,4,0,0,0.079
15,22,1,0,0,0.103
15,22,2,0,0,0.081
15,22,3,0,0,0.049
15,22,4,1,0,0.079
15,23,1,0,0,0.103
15,23,2,0,0,0.081
15,23,3,0,0,0.049
15,23,4,1,0,0.079
15,24,1,0,0,0.103
15,24,2,0,0,0.081
15,24,3,0,0,0.049
15,24,4,1,0,0.079
15,25,1,0,0,0.103
15,25,2,0,0,0.081
15,25,3,0,0,0.049
15,25,4,1,0,0.079
15,26,1,0,0,0.103
15,26,2,0,0,0.081
15,26,3,0,0,0.049
15,26,4,1,0,0.079
15,27,1,0,0,0.103
15,27,2,0,0,0.081
15,27,3,0,0,0.049
15,27,4,1,0,0.079
15,28,1,0,0,0.103
15,28,2,0,0,0.081
15,28,3,0,0,0.049
15,28,4,1,0,0.079
15,29,1,0,0,0.103
15,29,2,0,0,0.081
15,29,3,0,0,0.049
15,29,4,1,0,0.079
15,30,1,0,0,0.103
15,30,2,0,0,0.081
15,30,3,0,0,0.049
15,30,4,1,0,0.079
15,31,1,0,0,0.103
