regcode,lon,lat,regid
w6123,173042.0,740125.0,9
w6123,154580.0,754903.0,9
w6123,164716.0,758643.0,9
w6123,164716.0,758643.0,9
w6123,181402.0,761700.0,9
w6123,141481.0,767544.0,9
w6123,170817.0,772220.0,9
w6123,170817.0,772220.0,9
w6123,162678.0,773361.0,9
w6123,176563.0,782014.0,9
w6123,161327.0,783560.0,9
w6123,166974.0,795509.0,9
w6123,166974.0,795509.0,9
w6123,186828.0,794695.0,9
w6123,170508.0,800950.0,9
w6123,174403.0,808251.0,9
w6123,174403.0,808251.0,9
w6123,188201.0,800481.0,9
w6123,192646.0,807178.0,9
w6123,,,9
w6123,136239.0,803827.0,9
w6123,142756.0,798473.0,9
w6123,137710.0,790824.0,9
w6123,129350.0,799609.0,9
w6123,136239.0,803827.0,9
w6123,,,9
w6017,397156.0,840640.0,10
w6017,399497.0,838711.0,10
w6017,399497.0,838711.0,10
w6017,407583.0,832302.0,10
w6017,407583.0,832302.0,10
w6017,400748.0,824336.0,10
w6017,399049.0,829953.0,10
w6017,396422.0,813458.0,10
w6017,396422.0,813458.0,10
w6017,383522.0,816102.0,10
w6017,378244.0,802083.0,10
w6017,378244.0,802083.0,10
w6017,341801.0,811258.0,10
w6017,319979.0,805281.0,10
w6017,319979.0,805281.0,10
w6017,331172.0,821400.0,10
w6017,331172.0,821400.0,10
w6017,341419.0,822424.0,10
w6017,341854.0,845612.0,10
w6017,359282.0,847622.0,10
w6017,359282.0,847622.0,10
w6017,377075.0,828194.0,10
w6017,384736.0,842603.0,10
w6017,384736.0,842603.0,10
w6017,397156.0,840640.0,10
w6017,,,10
w6756,123439.45,905891.44,11
w6756,123535.0,897662.0,11
w6756,116883.0,899707.0,11
w6756,116883.0,899707.0,11
w6756,118843.0,891697.0,11
w6756,106673.0,884739.0,11
w6756,106673.0,884739.0,11
w6756,95631.0,894369.0,11
w6756,114922.0,900325.0,11
w6756,97785.0,911532.0,11
w6756,105000.0,916741.0,11
w6756,105000.0,916741.0,11
w6756,97808.0,926812.0,11
w6756,105114.0,939519.0,11
w6756,110221.0,936110.0,11
w6756,110221.0,936110.0,11
w6756,122781.0,929746.0,11
w6756,117186.0,943000.0,11
w6756,132695.0,950744.0,11
w6756,132695.0,950744.0,11
w6756,152439.0,966345.0,11
w6756,156539.0,946922.0,11
w6756,147000.0,939384.0,11
w6756,147000.0,939384.0,11
w6756,143244.0,934403.0,11
w6756,153266.0,936020.0,11
w6756,153266.0,936020.0,11
w6756,151431.0,929288.0,11
w6756,143756.0,932265.0,11
w6756,143756.0,932265.0,11
w6756,141864.0,931794.0,11
w6756,141864.0,931794.0,11
w6756,142845.0,924250.0,11
w6756,127016.0,919949.0,11
w6756,141444.0,921791.0,11
w6756,142266.0,911796.0,11
w6756,134935.0,911157.0,11
w6756,134935.0,911157.0,11
w6756,129493.0,910774.0,11
w6756,135476.0,903103.0,11
w6756,124657.0,901558.0,11
w6756,123439.45,905891.44,11
w6756,,,11
w6756,84820.0,875144.0,11
w6756,91010.0,879456.0,11
w6756,98020.0,872892.0,11
w6756,92410.0,863632.0,11
w6756,92410.0,863632.0,11
w6756,89513.0,853849.0,11
w6756,79570.83,861612.4,11
w6756,79570.83,861612.4,11
w6756,68687.0,870111.0,11
w6756,73215.0,877093.0,11
w6756,84820.0,875144.0,11
w6756,,,11
w6756,83649.0,855555.0,11
w6756,87410.0,844861.0,11
w6756,76264.0,850000.0,11
w6756,83649.0,855555.0,11
w6756,,,11
w6756,80000.0,846359.0,11
w6756,82928.0,838724.0,11
w6756,82928.0,838724.0,11
w6756,87458.0,835059.0,11
w6756,78430.0,820615.0,11
w6756,84635.0,814604.0,11
w6756,73807.0,815331.0,11
w6756,73746.0,845811.0,11
w6756,80000.0,846359.0,11
w6756,,,11
w6756,72328.0,803310.0,11
w6756,62030.0,798707.0,11
w6756,69625.0,809575.0,11
w6756,72328.0,803310.0,11
w6756,,,11
w6127,296841.0,965593.0,12
w6127,291622.0,933344.0,12
w6127,306095.0,917578.0,12
w6127,306095.0,917578.0,12
w6127,280000.0,895321.0,12
w6127,280000.0,895321.0,12
w6127,274788.0,886296.0,12
w6127,249095.0,900000.0,12
w6127,249095.0,900000.0,12
w6127,262028.0,888588.0,12
w6127,262028.0,888588.0,12
w6127,258106.0,881725.0,12
w6127,228978.0,884751.0,12
w6127,230799.0,898546.0,12
w6127,207819.0,919468.0,12
w6127,207819.0,919468.0,12
w6127,200744.0,934362.0,12
w6127,217132.0,935882.0,12
w6127,217132.0,935882.0,12
w6127,215920.0,950608.0,12
w6127,223695.0,946955.0,12
w6127,218185.0,953204.0,12
w6127,224567.0,954564.0,12
w6127,224567.0,954564.0,12
w6127,217966.0,960350.0,12
w6127,225554.0,974961.0,12
w6127,235916.0,971063.0,12
w6127,236354.0,961840.0,12
w6127,237152.0,967956.0,12
w6127,237152.0,967956.0,12
w6127,245669.0,965600.0,12
w6127,239510.0,954142.0,12
w6127,250160.0,968660.0,12
w6127,258493.0,960536.0,12
w6127,258493.0,960536.0,12
w6127,254861.0,952267.0,12
w6127,263846.0,963733.0,12
w6127,263846.0,963733.0,12
w6127,285424.0,966266.0,12
w6127,285424.0,966266.0,12
w6127,296841.0,965593.0,12
w6127,,,12
w6124,294866.0,861442.0,13
w6124,297888.0,840226.0,13
w6124,297888.0,840226.0,13
w6124,289113.0,829193.0,13
w6124,289113.0,829193.0,13
w6124,276692.0,845195.0,13
w6124,282245.0,854216.0,13
w6124,282245.0,854216.0,13
w6124,294866.0,861442.0,13
w6124,,,13
w5811,246670.0,587314.0,14
w5811,254772.0,576112.0,14
w5811,252737.0,552308.0,14
w5811,252737.0,552308.0,14
w5811,245464.0,563190.0,14
w5811,245000.0,557467.0,14
w5811,245000.0,557467.0,14
w5811,247093.0,549867.0,14
w5811,247093.0,549867.0,14
w5811,246529.0,534408.0,14
w5811,236226.0,540564.0,14
w5811,236226.0,540564.0,14
w5811,216604.0,556376.0,14
w5811,216604.0,556376.0,14
w5811,209783.0,549525.0,14
w5811,215813.0,530297.0,14
w5811,206767.0,546420.0,14
w5811,206767.0,546420.0,14
w5811,200292.0,553455.0,14
w5811,200292.0,553455.0,14
w5811,197540.0,572048.0,14
w5811,205553.0,561265.0,14
w5811,205553.0,561265.0,14
w5811,205640.0,571229.0,14
w5811,205640.0,571229.0,14
w5811,215252.0,577920.0,14
w5811,219709.0,557556.0,14
w5811,228857.0,564451.0,14
w5811,226691.0,572169.0,14
w5811,233626.0,568960.0,14
w5811,233626.0,568960.0,14
w5811,230207.0,583221.0,14
w5811,243272.0,588944.0,14
w5811,243272.0,588944.0,14
w5811,246670.0,587314.0,14
w5811,,,14
w5914,333001.0,723320.0,15
w5914,344794.0,729368.0,15
w5914,350116.0,724367.0,15
w5914,350116.0,724367.0,15
w5914,346000.0,719000.0,15
w5914,361855.0,710883.0,15
w5914,361855.0,710883.0,15
w5914,355841.0,702699.0,15
w5914,355841.0,702699.0,15
w5914,345756.0,700805.0,15
w5914,345756.0,700805.0,15
w5914,340000.0,702000.0,15
w5914,340000.0,702000.0,15
w5914,320767.0,705304.0,15
w5914,320767.0,705304.0,15
w5914,314402.0,709331.0,15
w5914,321167.0,718312.0,15
w5914,321167.0,718312.0,15
w5914,333001.0,723320.0,15
w5914,,,15
w6018,378244.0,802083.0,16
w6018,392000.0,802947.0,16
w6018,392000.0,802947.0,16
w6018,395410.66,800411.9,16
w6018,395410.66,800411.9,16
w6018,392336.0,794339.0,16
w6018,392336.0,794339.0,16
w6018,387947.0,783674.0,16
w6018,387947.0,783674.0,16
w6018,382345.0,770471.0,16
w6018,382345.0,770471.0,16
w6018,372557.0,762318.0,16
w6018,372557.0,762318.0,16
w6018,346094.0,788709.0,16
w6018,316441.0,776777.0,16
w6018,316441.0,776777.0,16
w6018,290421.0,784317.0,16
w6018,290421.0,784317.0,16
w6018,298146.0,801808.0,16
w6018,298146.0,801808.0,16
w6018,319979.0,805281.0,16
w6018,319979.0,805281.0,16
w6018,341801.0,811258.0,16
w6018,378244.0,802083.0,16
w6018,,,16
w6120,289113.0,829193.0,17
w6120,297888.0,840226.0,17
w6120,297888.0,840226.0,17
w6120,309789.0,842190.0,17
w6120,316790.0,834016.0,17
w6120,312335.0,810648.0,17
w6120,298146.0,801808.0,17
w6120,298146.0,801808.0,17
w6120,290421.0,784317.0,17
w6120,290421.0,784317.0,17
w6120,255612.0,773528.0,17
w6120,255612.0,773528.0,17
w6120,250052.0,767851.0,17
w6120,250052.0,767851.0,17
w6120,246162.0,771024.0,17
w6120,246162.0,771024.0,17
w6120,243605.03,783357.8,17
w6120,243605.03,783357.8,17
w6120,240623.0,797742.0,17
w6120,240623.0,797742.0,17
w6120,269869.0,805592.0,17
w6120,289113.0,829193.0,17
w6120,,,17
w5602,347058.0,658756.0,18
w5602,356344.0,660564.0,18
w5602,356344.0,660564.0,18
w5602,366182.0,640000.0,18
w5602,366182.0,640000.0,18
w5602,366802.0,629536.0,18
w5602,339196.0,617615.0,18
w5602,339196.0,617615.0,18
w5602,329563.0,607539.0,18
w5602,329563.0,607539.0,18
w5602,316412.0,606904.0,18
w5602,316714.0,617492.0,18
w5602,316714.0,617492.0,18
w5602,317633.0,626664.0,18
w5602,342170.0,636264.0,18
w5602,331509.0,648146.0,18
w5602,331509.0,648146.0,18
w5602,347058.0,658756.0,18
w5602,,,18
w6122,232760.0,848360.0,19
w6122,235277.0,848414.0,19
w6122,235277.0,848414.0,19
w6122,254480.0,847340.0,19
w6122,254480.0,847340.0,19
w6122,266133.0,845839.0,19
w6122,266133.0,845839.0,19
w6122,277075.0,857560.0,19
w6122,282245.0,854216.0,19
w6122,282245.0,854216.0,19
w6122,276692.0,845195.0,19
w6122,289113.0,829193.0,19
w6122,289113.0,829193.0,19
w6122,269869.0,805592.0,19
w6122,240623.0,797742.0,19
w6122,240623.0,797742.0,19
w6122,228631.0,808385.0,19
w6122,216426.0,805179.0,19
w6122,216426.0,805179.0,19
w6122,201864.0,818968.0,19
w6122,217605.67,830865.75,19
w6122,217605.67,830865.75,19
w6122,218829.0,831090.0,19
w6122,218829.0,831090.0,19
w6122,214091.88,841215.2,19
w6122,214091.88,841215.2,19
w6122,217602.0,841576.0,19
w6122,217602.0,841576.0,19
w6122,232760.0,848360.0,19
w6122,,,19
w5603,366182.0,640000.0,20
w5603,378995.75,637897.7,20
w5603,378995.75,637897.7,20
w5603,380628.03,637297.5,20
w5603,380628.03,637297.5,20
w5603,380348.7,636074.4,20
w5603,380348.7,636074.4,20
w5603,381492.72,635048.2,20
w5603,381492.72,635048.2,20
w5603,381922.25,634012.4,20
w5603,381922.25,634012.4,20
w5603,381750.0,632253.0,20
w5603,381750.0,632253.0,20
w5603,382789.3,631171.1,20
w5603,382789.3,631171.1,20
w5603,384191.22,629688.9,20
w5603,384191.22,629688.9,20
w5603,385177.0,628412.0,20
w5603,385177.0,628412.0,20
w5603,387574.0,620165.0,20
w5603,387574.0,620165.0,20
w5603,388718.56,619796.2,20
w5603,388718.56,619796.2,20
w5603,388295.44,618804.5,20
w5603,388295.44,618804.5,20
w5603,387870.12,617078.2,20
w5603,387870.12,617078.2,20
w5603,387108.4,616020.56,20
w5603,387108.4,616020.56,20
w5603,385993.9,615403.56,20
w5603,385993.9,615403.56,20
w5603,383603.47,615468.75,20
w5603,383603.47,615468.75,20
w5603,382551.75,614748.4,20
w5603,382551.75,614748.4,20
w5603,381328.94,613456.56,20
w5603,381328.94,613456.56,20
w5603,380261.7,612580.2,20
w5603,380261.7,612580.2,20
w5603,379080.22,612934.5,20
w5603,379080.22,612934.5,20
w5603,378602.8,611272.44,20
w5603,378602.8,611272.44,20
w5603,378195.47,608795.2,20
w5603,378195.47,608795.2,20
w5603,377941.84,607813.0,20
w5603,377941.84,607813.0,20
w5603,376085.53,606356.8,20
w5603,376085.53,606356.8,20
w5603,373302.75,607262.25,20
w5603,373302.75,607262.25,20
w5603,371887.22,607320.2,20
w5603,371887.22,607320.2,20
w5603,369708.0,606769.0,20
w5603,369708.0,606769.0,20
w5603,368707.53,606052.8,20
w5603,368707.53,606052.8,20
w5603,368246.72,605048.7,20
w5603,368246.72,605048.7,20
w5603,367498.6,604064.8,20
w5603,367498.6,604064.8,20
w5603,366411.56,603307.0,20
w5603,366411.56,603307.0,20
w5603,362877.7,599982.9,20
w5603,362877.7,599982.9,20
w5603,360180.25,597267.1,20
w5603,360180.25,597267.1,20
w5603,360257.0,594780.0,20
w5603,360257.0,594780.0,20
w5603,359828.38,593738.4,20
w5603,359828.38,593738.4,20
w5603,356613.8,590008.44,20
w5603,356613.8,590008.44,20
w5603,356447.06,589006.6,20
w5603,356447.06,589006.6,20
w5603,355940.2,588105.4,20
w5603,355940.2,588105.4,20
w5603,353363.97,586076.3,20
w5603,353363.97,586076.3,20
w5603,352393.2,585102.25,20
w5603,352393.2,585102.25,20
w5603,351377.1,584546.1,20
w5603,351377.1,584546.1,20
w5603,350195.2,583677.25,20
w5603,350195.2,583677.25,20
w5603,348131.2,582868.1,20
w5603,348131.2,582868.1,20
w5603,345389.3,579664.5,20
w5603,345389.3,579664.5,20
w5603,343358.0,598779.0,20
w5603,333858.0,597992.0,20
w5603,329563.0,607539.0,20
w5603,329563.0,607539.0,20
w5603,339196.0,617615.0,20
w5603,339196.0,617615.0,20
w5603,366802.0,629536.0,20
w5603,366182.0,640000.0,20
w5603,,,20
w6451,372557.0,762318.0,21
w6451,363179.0,740133.0,21
w6451,363179.0,740133.0,21
w6451,351626.0,732228.0,21
w6451,351626.0,732228.0,21
w6451,341186.0,743388.0,21
w6451,328474.0,739071.0,21
w6451,328474.0,739071.0,21
w6451,333311.0,747362.0,21
w6451,317381.0,760256.0,21
w6451,316441.0,776777.0,21
w6451,316441.0,776777.0,21
w6451,346094.0,788709.0,21
w6451,372557.0,762318.0,21
w6451,,,21
w6015,393827.0,809112.0,22
w6015,392000.0,802947.0,22
w6015,392000.0,802947.0,22
w6015,378244.0,802083.0,22
w6015,378244.0,802083.0,22
w6015,383522.0,816102.0,22
w6015,396422.0,813458.0,22
w6015,396422.0,813458.0,22
w6015,393827.0,809112.0,22
w6015,,,22
w6015,392000.0,802947.0,22
w6015,396693.0,804389.0,22
w6015,396693.0,804389.0,22
w6015,395410.66,800411.9,22
w6015,395410.66,800411.9,22
w6015,392000.0,802947.0,22
w6015,,,22
w6332,122637.0,756828.0,23
w6332,110855.0,752430.0,23
w6332,124941.0,764407.0,23
w6332,122637.0,756828.0,23
w6332,,,23
w6332,149886.0,736257.0,23
w6332,153518.0,741355.0,23
w6332,138772.0,738418.0,23
w6332,145186.0,741185.0,23
w6332,133365.0,748487.0,23
w6332,147178.0,759266.0,23
w6332,153322.0,752528.0,23
w6332,153322.0,752528.0,23
w6332,157041.0,743215.0,23
w6332,175147.0,735324.0,23
w6332,170748.0,728232.0,23
w6332,170748.0,728232.0,23
w6332,163288.0,720070.0,23
w6332,160824.0,724905.0,23
w6332,135934.0,716186.0,23
w6332,128567.0,719255.0,23
w6332,135000.0,724322.0,23
w6332,135000.0,724322.0,23
w6332,140720.0,723683.0,23
w6332,140720.0,723683.0,23
w6332,154495.0,728701.0,23
w6332,140707.0,726572.0,23
w6332,149886.0,736257.0,23
w6332,,,23
w6332,209543.0,742400.0,23
w6332,201004.0,732922.0,23
w6332,201004.0,732922.0,23
w6332,186202.0,737458.0,23
w6332,192838.0,741058.0,23
w6332,192838.0,741058.0,23
w6332,196145.0,752637.0,23
w6332,196145.0,752637.0,23
w6332,211205.0,750612.0,23
w6332,209543.0,742400.0,23
w6332,,,23
w6332,209543.0,742400.0,23
w6332,238907.0,750238.0,23
w6332,238907.0,750238.0,23
w6332,237566.0,734743.0,23
w6332,237566.0,734743.0,23
w6332,226668.0,728626.0,23
w6332,227791.0,718016.0,23
w6332,227791.0,718016.0,23
w6332,229351.0,704322.0,23
w6332,229351.0,704322.0,23
w6332,221915.0,693455.0,23
w6332,218972.0,700709.0,23
w6332,217636.0,676539.0,23
w6332,217636.0,676539.0,23
w6332,213308.0,667159.0,23
w6332,206046.0,682000.0,23
w6332,207661.0,671440.0,23
w6332,200000.0,676916.0,23
w6332,200000.0,676916.0,23
w6332,199329.97,672175.4,23
w6332,199329.97,672175.4,23
w6332,199249.0,663763.0,23
w6332,190788.0,671136.0,23
w6332,194829.0,687855.0,23
w6332,194829.0,687855.0,23
w6332,218518.0,712286.0,23
w6332,185694.0,687605.0,23
w6332,185694.0,687605.0,23
w6332,192239.0,659294.0,23
w6332,182647.0,648961.0,23
w6332,182647.0,648961.0,23
w6332,172064.0,620690.0,23
w6332,175998.0,611707.0,23
w6332,158836.0,607226.0,23
w6332,165344.0,624538.0,23
w6332,165344.0,624538.0,23
w6332,169097.0,649495.0,23
w6332,185082.0,668000.0,23
w6332,173442.0,657906.0,23
w6332,172089.0,670008.0,23
w6332,172089.0,670008.0,23
w6332,177214.0,685951.0,23
w6332,168061.0,679154.0,23
w6332,180450.0,692518.0,23
w6332,180146.0,708607.0,23
w6332,180146.0,708607.0,23
w6332,183628.0,714114.0,23
w6332,175219.0,716845.0,23
w6332,175219.0,716845.0,23
w6332,185792.0,729930.0,23
w6332,185792.0,729930.0,23
w6332,188373.0,733665.0,23
w6332,188373.0,733665.0,23
w6332,201004.0,732922.0,23
w6332,201004.0,732922.0,23
w6332,203440.0,732958.0,23
w6332,209543.0,742400.0,23
w6332,,,23
w6332,97317.0,748020.0,23
w6332,109759.0,747905.0,23
w6332,97396.0,738369.0,23
w6332,97317.0,748020.0,23
w6332,,,23
w6332,152862.0,667816.0,23
w6332,147064.0,663194.0,23
w6332,143833.0,671877.0,23
w6332,143833.0,671877.0,23
w6332,169705.0,701379.0,23
w6332,152862.0,667816.0,23
w6332,,,23
w6332,143949.0,662000.0,23
w6332,143612.0,646289.0,23
w6332,128275.0,640502.0,23
w6332,131239.0,652833.0,23
w6332,131239.0,652833.0,23
w6332,128790.0,663318.0,23
w6332,119013.0,652109.0,23
w6332,119013.0,652109.0,23
