id,situation,chosen,price,cost,range,electric,gas,hybrid,highperf,medhiperf
3,35,0,6.9679,9.07,1.4,1,0,0,1,1
3,36,0,4.3451,30.32,1.2,1,0,0,1,1
3,36,0,4.29,35.58,0.8,1,0,0,0,0
3,36,1,2.6723,30.91,1.8,1,0,0,1,1
3,37,0,3.1398,47.89,0.0,0,0,1,0,1
3,37,0,1.534,47.84,0.0,0,1,0,0,0
3,37,1,3.7426,31.71,0.0,0,0,1,1,1
3,38,1,5.9921,49.43,0.0,0,0,1,1,1
3,38,0,4.2596,48.82,0.0,0,0,1,0,0
3,38,0,6.1849,33.11,0.0,0,0,1,0,0
3,39,0,3.2218,60.33,0.0,0,1,0,1,1
3,39,0,3.1856,8.57,0.8,1,0,0,0,0
3,39,1,2.9283,36.76,0.0,0,1,0,1,1
3,40,1,1.078,15.44,0.0,0,0,1,0,0
3,40,0,2.8697,11.24,1.5,1,0,0,0,0
3,40,0,1.7499,18.08,0.0,0,0,1,0,0
3,41,1,4.379,12.55,0.7,1,0,0,0,1
3,41,0,2.6404,19.42,0.0,0,0,1,0,0
3,41,0,1.6671,40.39,0.0,0,1,0,0,1
3,42,1,3.467,62.5,0.0,0,1,0,0,0
3,42,0,8.7919,29.38,0.7,1,0,0,1,1
3,42,0,5.3993,10.35,0.7,1,0,0,0,1
3,43,0,5.7045,26.45,2.0,1,0,0,1,1
3,43,1,3.6601,41.11,0.0,0,1,0,0,0
3,43,0,4.9247,47.99,0.0,0,0,1,0,1
3,44,0,5.3998,27.18,0.0,0,0,1,1,1
3,44,0,5.167,44.33,0.0,0,0,1,0,1
3,44,1,4.2689,27.12,0.0,0,0,1,1,1
3,45,1,5.1583,27.62,0.0,0,0,1,0,1
3,45,0,2.4882,62.31,0.0,0,1,0,0,1
3,45,0,6.9944,45.98,0.0,0,0,1,0,1
4,46,1,2.0484,31.99,0.0,0,0,1,0,0
4,46,0,3.602,33.5,0.0,0,0,1,0,0
4,46,0,4.8275,33.52,0.0,0,0,1,0,1
4,47,0,9.461,35.28,1.6,1,0,0,0,0
4,47,0,4.6746,16.8,0.8,1,0,0,0,0
4,47,1,4.3038,45.07,0.0,0,0,1,0,1
4,48,1,4.8112,30.88,0.6,1,0,0,0,1
4,48,0,2.448,48.38,0.0,0,1,0,0,1
4,48,0,6.0867,17.56,1.9,1,0,0,0,0
4,49,1,3.9413,38.27,0.0,0,0,1,0,0
4,49,0,1.5052,8.91,1.5,1,0,0,1,1
4,49,0,1.8732,11.01,2.0,1,0,0,1,1
4,50,1,2.7512,25.88,1.7,1,0,0,1,1
4,50,0,1.9375,18.37,1.2,1,0,0,0,1
4,50,0,4.3089,14.23,1.6,1,0,0,0,1
4,51,0,7.0044,5.06,1.3,1,0,0,0,0
4,51,1,3.3638,10.16,1.2,1,0,0,0,0
4,51,0,6.4158,13.46,1.0,1,0,0,1,1
4,52,1,5.8476,26.95,1.1,1,0,0,0,0
4,52,0,2.9602,41.49,0.0,0,0,1,0,0
4,52,0,2.8506,38.74,0.0,0,1,0,0,1
4,53,0,1.9949,15.08,1.3,1,0,0,0,0
4,53,0,2.8558,32.5,0.0,0,0,1,1,1
4,53,1,1.6768,24.5,0.0,0,0,1,0,0
4,54,1,1.7359,35.16,0.0,0,1,0,0,0
4,54,0,1.0544,8.18,1.0,1,0,0,0,0
4,54,0,4.6513,12.96,1.9,1,0,0,0,0
4,55,1,4.1007,31.71,1.3,1,0,0,0,1
4,55,0,2.6837,46.96,0.0,0,0,1,1,1
4,55,0,3.0396,46.09,0.0,0,1,0,1,1
4,56,1,2.5384,71.39,0.0,0,1,0,0,1
4,56,0,2.5795,30.21,1.0,1,0,0,0,1
4,56,0,1.7351,43.79,0.0,0,1,0,1,1
4,57,0,2.4398,56.14,0.0,0,1,0,0,0
4,57,0,7.3673,15.35,1.6,1,0,0,1,1
4,57,1,4.6658,18.89,0.0,0,0,1,0,1
4,58,0,1.0881,20.14,0.0,0,0,1,0,0
4,58,0,3.2,36.38,0.0,0,0,1,0,0
4,58,1,2.2958,65.63,0.0,0,1,0,0,0
4,59,0,2.5867,60.2,0.0,0,1,0,1,1
4,59,1,2.4927,48.87,0.0,0,1,0,0,1
4,59,0,5.9237,11.56,2.0,1,0,0,1,1
4,60,0,4.6905,15.45,1.8,1,0,0,1,1
4,60,0,3.9024,34.18,1.0,1,0,0,0,1
4,60,1,2.3489,44.29,0.0,0,1,0,1,1
5,61,1,2.0479,54.04,0.0,0,1,0,0,0
5,61,0,1.212,42.4,0.0,0,1,0,0,1
5,61,0,5.6912,37.72,0.0,0,0,1,0,0
5,62,0,4.173,29.87,0.0,0,0,1,0,1
5,62,0,2.7759,35.03,1.1,1,0,0,0,0
5,62,1,3.9752,34.9,1.4,1,0,0,1,1
5,63,1,2.5633,43.4,0.0,0,1,0,1,1
5,63,0,5.496,18.8,0.0,0,0,1,0,1
5,63,0,3.2535,41.58,0.0,0,0,1,1,1
5,64,0,3.4197,35.57,2.0,1,0,0,1,1
5,64,0,1.1958,28.6,0.0,0,1,0,1,1
5,64,1,2.3288,11.78,0.0,0,0,1,0,0
5,65,0,4.7389,24.07,1.9,1,0,0,0,0
5,65,0,3.2895,33.18,1.9,1,0,0,0,1
5,65,1,6.1184,38.15,0.0,0,0,1,0,0
5,66,0,1.9401,17.11,0.0,0,0,1,1,1
5,66,0,3.1139,22.89,0.9,1,0,0,1,1
5,66,1,2.0893,41.31,0.0,0,0,1,1,1
5,67,0,7.053,32.8,0.8,1,0,0,0,1
5,67,1,4.3857,13.8,1.4,1,0,0,0,1
5,67,0,3.8923,19.86,1.0,1,0,0,0,1
5,68,0,5.7223,22.92,1.9,1,0,0,0,1
5,68,1,2.5871,48.37,0.0,0,1,0,0,1
5,68,0,2.7182,44.37,0.0,0,1,0,1,1
5,69,1,2.6039,69.4,0.0,0,1,0,0,0
5,69,0,2.5396,63.79,0.0,0,1,0,0,1
5,69,0,2.6672,27.89,1.8,1,0,0,0,0
5,70,0,4.1239,21.85,1.9,1,0,0,0,0
5,70,0,4.1247,42.79,0.0,0,0,1,0,0
5,70,1,3.4755,35.19,0.0,0,0,1,0,0
5,71,1,0.8081,27.29,0.0,0,1,0,0,0
5,71,0,0.7732,23.09,0.0,0,1,0,1,1
5,71,0,2.214,17.87,0.0,0,0,1,0,1
5,72,1,1.3911,51.19,0.0,0,1,0,0,0
5,72,0,3.1351,39.11,0.0,0,0,1,0,0
5,72,0,3.0632,17.31,0.0,0,0,1,0,1
5,73,0,4.8205,29.34,0.0,0,0,1,1,1
5,73,0,2.1698,42.31,0.0,0,0,1,0,0
5,73,1,1.7716,38.98,0.0,0,1,0,0,0
5,74,1,2.2902,52.76,0.0,0,1,0,0,1
5,74,0,2.749,26.88,1.0,1,0,0,0,1
5,74,0,2.083,48.58,0.0,0,1,0,1,1
5,75,0,3.6738,42.6,0.0,0,0,1,0,1
5,75,1,2.0384,40.46,0.0,0,1,0,0,0
5,75,0,4.2285,35.7,0.0,0,0,1,0,0
6,76,0,6.9754,28.69,1.8,1,0,0,0,0
6,76,0,2.78,58.46,0.0,0,1,0,0,1
6,76,1,3.2209,43.09,0.0,0,1,0,0,1
6,77,0,1.7827,12.53,1.1,1,0,0,0,0
6,77,0,1.2292,23.45,0.0,0,1,0,0,1
6,77,1,1.1176,10.83,0.0,0,0,1,1,1
6,78,0,4.5402,41.11,0.0,0,0,1,1,1
6,78,0,7.0292,30.94,0.0,0,0,1,0,0
6,78,1,4.2497,36.94,0.0,0,0,1,1,1
6,79,0,5.8805,27.98,0.0,0,0,1,0,0
6,79,1,2.6212,45.6,0.0,0,0,1,0,1
6,79,0,6.3916,36.38,0.9,1,0,0,0,0
6,80,1,3.2841,24.18,1.3,1,0,0,0,1
6,80,0,2.6675,29.49,1.9,1,0,0,1,1
6,80,0,1.5466,38.05,0.0,0,1,0,0,0
6,81,0,2.994,64.42,0.0,0,1,0,0,0
6,81,0,3.0716,21.78,1.5,1,0,0,0,1
6,81,1,2.7181,48.22,0.0,0,1,0,1,1
6,82,0,3.2451,21.7,1.9,1,0,0,0,0
6,82,0,2.6285,64.83,0.0,0,1,0,0,0
6,82,1,4.869,9.29,2.0,1,0,0,1,1
6,83,0,2.0926,38.11,0.0,0,1,0,0,0
6,83,1,3.213,14.14,0.0,0,0,1,1,1
6,83,0,2.542,9.23,0.8,1,0,0,1,1
6,84,0,2.0278,58.02,0.0,0,1,0,0,0
6,84,0,2.8956,20.53,1.2,1,0,0,1,1
6,84,1,1.9437,58.09,0.0,0,1,0,0,1
6,85,1,5.4418,37.27,0.0,0,0,1,1,1
6,85,0,3.0288,12.49,1.3,1,0,0,0,0
6,85,0,7.8952,45.87,0.0,0,0,1,0,1
6,86,0,1.8322,59.53,0.0,0,1,0,0,1
6,86,0,7.2921,21.96,0.0,0,0,1,1,1
6,86,1,3.6153,35.93,0.0,0,0,1,1,1
6,87,0,3.9275,37.37,0.0,0,0,1,0,0
6,87,0,3.5035,36.22,1.4,1,0,0,0,0
6,87,1,3.3894,22.79,0.0,0,0,1,0,1
6,88,0,1.6499,42.28,0.0,0,1,0,0,1
6,88,0,1.2181,49.2,0.0,0,1,0,1,1
6,88,1,3.808,29.9,0.0,0,0,1,1,1
6,89,0,1.3752,20.11,0.0,0,0,1,0,0
6,89,1,2.2736,52.94,0.0,0,1,0,1,1
6,89,0,5.5376,19.24,0.9,1,0,0,0,0
6,90,0,1.9281,42.47,0.0,0,0,1,0,1
6,90,1,1.9681,21.96,0.0,0,0,1,0,1
6,90,0,5.7894,24.2,0.0,0,0,1,0,1
7,91,0,6.9643,40.53,0.7,1,0,0,0,0
7,91,0,4.113,41.36,1.8,1,0,0,0,0
7,91,1,4.2852,45.18,0.0,0,0,1,1,1
7,92,1,1.8306,33.65,0.0,0,0,1,0,0
7,92,0,1.9177,18.74,1.3,1,0,0,0,1
7,92,0,1.8474,37.91,0.0,0,0,1,0,0
7,93,0,2.3717,64.4,0.0,0,1,0,0,1
7,93,0,5.7783,39.37,0.0,0,0,1,0,1
7,93,1,2.4961,48.31,0.0,0,1,0,0,0
7,94,1,5.0803,19.05,0.0,0,0,1,0,1
7,94,0,3.4531,15.73,1.8,1,0,0,1,1
7,94,0,3.2036,36.01,0.0,0,0,1,0,1
7,95,1,3.3676,43.06,0.0,0,1,0,0,1
7,95,0,4.7385,32.59,1.5,1,0,0,0,0
7,95,0,5.5786,14.31,1.3,1,0,0,0,0
7,96,0,5.6371,30.99,0.0,0,0,1,0,1
7,96,1,2.3883,57.65,0.0,0,1,0,1,1
7,96,0,2.7363,61.44,0.0,0,1,0,0,0
7,97,0,2.3644,47.59,0.0,0,1,0,0,1
7,97,0,6.2002,50.74,0.0,0,0,1,0,0
7,97,1,2.6443,47.32,0.0,0,1,0,1,1
7,98,0,6.0248,28.31,1.7,1,0,0,0,1
7,98,0,5.8591,17.29,0.8,1,0,0,1,1
7,98,1,3.7892,27.73,1.8,1,0,0,1,1
7,99,0,8.7864,17.08,0.0,0,0,1,0,0
7,99,0,5.5813,36.31,0.0,0,0,1,0,1
7,99,1,3.0083,41.97,0.0,0,0,1,1,1
7,100,0,6.7332,45.54,0.0,0,0,1,0,1
7,100,1,2.1709,34.03,0.0,0,0,1,0,1
7,100,0,5.5777,38.49,0.0,0,0,1,1,1
7,101,1,3.4065,31.41,1.8,1,0,0,0,0
7,101,0,5.448,16.99,0.8,1,0,0,0,0
7,101,0,3.2538,14.96,1.1,1,0,0,0,1
7,102,0,3.2309,4.3,1.0,1,0,0,0,1
7,102,1,3.5402,43.71,0.0,0,0,1,1,1
7,102,0,5.6923,33.64,1.2,1,0,0,1,1
7,103,0,3.1263,53.83,0.0,0,1,0,0,0
7,103,1,2.3833,8.51,1.0,1,0,0,0,0
7,103,0,2.2873,65.31,0.0,0,1,0,1,1
7,104,0,6.357,51.8,0.0,0,0,1,1,1
7,104,0,6.6466,24.69,0.9,1,0,0,0,0
7,104,1,2.2275,48.66,0.0,0,1,0,0,0
7,105,0,2.4769,23.47,1.7,1,0,0,1,1
7,105,1,1.0386,28.42,0.0,0,1,0,0,0
7,105,0,7.1639,41.29,0.0,0,0,1,0,1
8,106,0,1.6193,62.01,0.0,0,1,0,0,0
8,106,0,1.3493,18.01,0.0,0,0,1,0,0
8,106,1,2.4625,41.06,0.0,0,0,1,0,1
8,107,0,6.5713,14.42,1.5,1,0,0,0,0
8,107,0,3.1108,19.43,0.0,0,0,1,0,1
8,107,1,2.8385,54.85,0.0,0,1,0,0,0
8,108,0,2.7884,58.54,0.0,0,1,0,0,0
8,108,0,2.1523,51.91,0.0,0,1,0,1,1
8,108,1,5.4902,33.1,0.0,0,0,1,1,1
8,109,1,2.4701,63.59,0.0,0,1,0,1,1
8,109,0,2.1505,25.23,1.8,1,0,0,1,1
8,109,0,3.0174,30.3,0.0,0,0,1,1,1
8,110,1,4.0819,47.1,0.0,0,0,1,0,0
8,110,0,2.558,20.2,0.0,0,0,1,0,1
8,110,0,2.8292,35.84,0.0,0,0,1,0,1
8,111,1,5.2055,26.36,1.2,1,0,0,0,1
8,111,0,4.699,32.49,0.9,1,0,0,0,0
8,111,0,3.8425,8.61,1.5,1,0,0,1,1
8,112,0,1.1752,25.91,0.0,0,1,0,1,1
8,112,0,2.2634,17.06,0.0,0,0,1,1,1
8,112,1,4.7545,30.61,1.9,1,0,0,0,0
8,113,0,2.7213,53.92,0.0,0,1,0,0,0
8,113,1,3.0815,51.27,0.0,0,1,0,1,1
8,113,0,6.6039,26.8,0.0,0,0,1,0,1
8,114,0,6.7486,25.62,1.3,1,0,0,1,1
8,114,1,2.3415,56.11,0.0,0,1,0,1,1
8,114,0,6.5494,27.54,0.0,0,0,1,1,1
8,115,1,1.8819,56.83,0.0,0,1,0,0,0
8,115,0,3.1236,22.4,0.8,1,0,0,0,1
8,115,0,2.0019,49.81,0.0,0,1,0,0,0
8,116,1,5.2684,23.54,0.0,0,0,1,1,1
8,116,0,3.7687,25.73,1.3,1,0,0,0,0
8,116,0,2.8764,42.09,0.0,0,1,0,0,0
8,117,1,2.9706,38.07,0.0,0,0,1,0,1
8,117,0,4.9517,23.59,0.0,0,0,1,0,0
8,117,0,6.4153,21.21,1.0,1,0,0,0,1
8,118,0,8.0103,31.29,1.8,1,0,0,0,1
8,118,1,7.4675,18.64,0.0,0,0,1,0,1
8,118,0,4.629,39.88,0.0,0,0,1,0,0
8,119,0,2.3624,35.04,0.0,0,0,1,0,1
8,119,0,2.2181,37.23,0.0,0,1,0,1,1
8,119,1,1.7507,56.58,0.0,0,1,0,0,0
8,120,0,1.3183,15.43,0.9,1,0,0,1,1
8,120,1,1.183,24.26,0.0,0,1,0,1,1
8,120,0,2.5078,14.5,1.7,1,0,0,0,0
9,121,1,1.9239,51.57,0.0,0,1,0,1,1
9,121,0,2.5128,21.89,0.7,1,0,0,0,1
9,121,0,5.8311,19.87,1.7,1,0,0,0,1
9,122,1,2.8296,47.2,0.0,0,1,0,0,1
9,122,0,2.0056,44.79,0.0,0,1,0,0,0
9,122,0,1.6768,28.64,0.0,0,0,1,0,0
9,123,0,3.1231,39.84,0.0,0,1,0,0,1
9,123,0,5.8191,19.27,0.0,0,0,1,0,1
9,123,1,4.0274,43.19,0.0,0,0,1,0,1
9,124,0,3.0469,42.87,0.0,0,0,1,0,1
9,124,1,2.5677,35.79,0.0,0,0,1,0,1
9,124,0,3.3222,21.57,1.1,1,0,0,0,0
9,125,1,4.7357,36.87,0.0,0,0,1,0,1
9,125,0,5.3261,8.29,0.8,1,0,0,0,0
9,125,0,4.4321,19.0,1.0,1,0,0,1,1
9,126,0,3.5763,48.07,0.0,0,0,1,0,1
9,126,0,1.5774,62.78,0.0,0,1,0,0,0
9,126,1,4.4762,39.18,1.5,1,0,0,0,1
9,127,0,2.4088,48.46,0.0,0,1,0,0,0
9,127,0,4.5532,39.56,0.7,1,0,0,0,0
9,127,1,3.0318,22.87,1.2,1,0,0,1,1
9,128,0,2.7913,28.71,0.0,0,0,1,1,1
9,128,1,3.1147,27.37,1.3,1,0,0,1,1
9,128,0,2.2464,64.82,0.0,0,1,0,1,1
9,129,1,4.9845,23.79,1.0,1,0,0,0,1
9,129,0,2.0388,56.15,0.0,0,1,0,1,1
9,129,0,2.2548,38.47,0.0,0,0,1,0,1
9,130,1,0.8514,23.88,0.0,0,1,0,0,0
9,130,0,2.643,43.29,0.0,0,1,0,1,1
9,130,0,1.476,57.11,0.0,0,1,0,0,1
9,131,0,4.4683,35.76,0.0,0,0,1,0,0
9,131,0,2.8639,46.47,0.0,0,1,0,0,0
9,131,1,6.8472,8.98,1.1,1,0,0,0,1
9,132,1,2.3037,66.4,0.0,0,1,0,1,1
9,132,0,2.7741,60.53,0.0,0,1,0,1,1
9,132,0,2.7232,57.93,0.0,0,1,0,1,1
9,133,1,1.9108,44.05,0.0,0,0,1,0,0
9,133,0,3.1363,36.38,0.0,0,0,1,0,1
9,133,0,6.0792,11.11,1.6,1,0,0,1,1
9,134,1,2.7075,67.74,0.0,0,1,0,0,1
9,134,0,4.4778,34.86,0.6,1,0,0,1,1
9,134,0,4.642,35.91,1.9,1,0,0,0,0
9,135,0,1.7445,13.44,1.4,1,0,0,0,1
9,135,0,0.7453,32.31,0.0,0,1,0,0,1
9,135,1,1.1481,24.25,0.0,0,1,0,1,1
10,136,1,2.3129,41.98,0.0,0,1,0,0,1
10,136,0,6.4899,33.68,0.9,1,0,0,1,1
10,136,0,2.5576,22.65,1.3,1,0,0,0,1
10,137,0,6.4576,14.37,0.9,1,0,0,1,1
10,137,0,4.5742,20.49,0.0,0,0,1,0,0
10,137,1,2.0902,60.29,0.0,0,1,0,1,1
10,138,1,1.9015,53.31,0.0,0,1,0,0,1
10,138,0,6.2497,36.87,1.3,1,0,0,1,1
10,138,0,1.6011,8.19,0.0,0,0,1,0,0
10,139,0,6.0986,32.02,0.8,1,0,0,1,1
10,139,1,1.8315,43.79,0.0,0,1,0,0,0
10,139,0,5.3835,16.58,1.3,1,0,0,0,0
10,140,1,3.1579,46.17,0.0,0,0,1,0,0
10,140,0,2.5069,10.14,1.4,1,0,0,0,1
10,140,0,5.1621,29.51,1.5,1,0,0,0,0
10,141,1,4.0441,28.45,0.0,0,0,1,1,1
10,141,0,6.2545,27.89,0.0,0,0,1,1,1
10,141,0,4.0495,26.36,0.0,0,0,1,1,1
10,142,0,5.4283,34.9,0.0,0,0,1,1,1
10,142,1,1.8152,35.72,0.0,0,0,1,0,1
10,142,0,3.627,54.45,0.0,0,1,0,0,0
10,143,0,5.7077,22.39,0.9,1,0,0,0,1
10,143,1,2.7395,18.63,1.8,1,0,0,0,0
10,143,0,5.647,35.69,0.0,0,0,1,0,0
10,144,1,3.4299,38.21,0.0,0,1,0,0,1
10,144,0,3.6125,36.66,1.8,1,0,0,0,1
10,144,0,3.5971,39.76,0.0,0,1,0,0,0
10,145,0,5.6398,51.76,0.0,0,0,1,1,1
10,145,0,2.26,72.29,0.0,0,1,0,0,0
10,145,1,2.356,53.42,0.0,0,1,0,1,1
10,146,0,6.0692,27.76,1.2,1,0,0,0,0
10,146,1,2.8061,40.82,0.0,0,1,0,0,1
10,146,0,2.7646,25.07,1.7,1,0,0,0,1
10,147,1,3.816,39.33,0.0,0,1,0,0,1
10,147,0,9.0547,46.51,0.0,0,0,1,1,1
10,147,0,3.8893,40.96,0.0,0,1,0,0,0
10,148,0,7.1083,46.82,0.0,0,0,1,0,0
10,148,0,9.2227,23.54,0.7,1,0,0,1,1
10,148,1,3.827,40.73,0.0,0,1,0,1,1
10,149,1,1.3804,57.09,0.0,0,1,0,0,0
10,149,0,4.1217,26.35,1.8,1,0,0,0,0
10,149,0,3.325,44.65,0.0,0,0,1,0,1
10,150,0,6.1269,28.05,0.0,0,0,1,1,1
10,150,0,4.7901,34.23,1.4,1,0,0,0,0
10,150,1,3.06,25.01,0.0,0,0,1,1,1
11,151,0,5.5472,22.46,0.0,0,0,1,1,1
11,151,0,5.5562,29.97,1.8,1,0,0,1,1
11,151,1,1.985,54.27,0.0,0,1,0,0,1
11,152,1,1.2213,29.51,0.0,0,1,0,0,1
11,152,0,1.6823,9.62,0.8,1,0,0,0,0
11,152,0,1.1004,25.59,0.0,0,1,0,1,1
11,153,1,5.6135,40.77,0.0,0,0,1,1,1
11,153,0,5.5213,45.56,0.0,0,0,1,0,0
11,153,0,5.3345,21.46,0.7,1,0,0,0,0
11,154,1,2.023,18.45,1.6,1,0,0,1,1
11,154,0,1.6685,62.96,0.0,0,1,0,1,1
11,154,0,1.6701,39.11,0.0,0,1,0,1,1
11,155,0,3.7756,32.3,0.0,0,0,1,0,0
11,155,0,5.1526,32.83,0.0,0,0,1,1,1
11,155,1,2.2372,27.83,1.3,1,0,0,0,0
11,156,0,7.0481,33.18,1.2,1,0,0,0,0
11,156,1,9.0477,18.85,0.0,0,0,1,0,1
11,156,0,7.8427,34.31,0.0,0,0,1,1,1
11,157,0,5.5398,32.72,0.0,0,0,1,0,0
11,157,1,3.4853,13.54,1.1,1,0,0,0,1
11,157,0,2.7097,43.02,0.0,0,1,0,1,1
11,158,1,4.3949,16.75,1.7,1,0,0,1,1
11,158,0,3.8233,60.13,0.0,0,1,0,0,0
11,158,0,3.335,29.97,0.0,0,0,1,1,1
11,159,0,3.4439,29.33,1.4,1,0,0,0,0
11,159,0,2.1391,13.42,1.1,1,0,0,0,0
11,159,1,2.5282,11.08,1.3,1,0,0,0,1
11,160,1,5.9912,17.32,0.0,0,0,1,0,1
11,160,0,3.6015,37.22,0.7,1,0,0,0,0
11,160,0,2.8886,53.35,0.0,0,1,0,0,1
11,161,1,1.7809,41.32,0.0,0,1,0,1,1
11,161,0,1.6652,48.31,0.0,0,1,0,1,1
