child,family,community,chldcov,famcov,commcov
599,2321,63,0.029241,0.22937,-0.0973878
622,2322,63,0.0,0.309434,-0.0973878
623,2323,63,0.0,0.181028,-0.0973878
15,2324,64,0.541957,0.50925,-0.0773747
19,2325,64,0.060159,0.882614,-0.0773747
20,2325,64,-0.274741,0.882614,-0.0773747
23,2326,64,0.541957,0.057795,-0.0773747
28,2327,64,0.233317,-0.042832,-0.0773747
37,2328,64,0.541957,0.357778,-0.0773747
38,2328,64,0.368799,0.357778,-0.0773747
66,2330,64,-0.101583,0.637656,-0.0773747
67,2330,64,-0.274741,0.637656,-0.0773747
14554,2331,64,-0.101583,-0.04283,-0.0773747
14555,2331,64,-0.173158,-0.04283,-0.0773747
60,2333,64,0.541957,0.576124,-0.0773747
61,2333,64,0.233317,0.576124,-0.0773747
62,2333,64,0.060159,0.576124,-0.0773747
14572,2334,64,0.029241,-0.04283,-0.0773747
14585,2336,64,0.0,0.309434,-0.0773747
14586,2337,64,-0.143917,1.01102,-0.0773747
14604,2339,64,-0.101583,1.100732,-0.0773747
14607,2340,64,0.368799,0.181028,-0.0773747
14611,2341,64,0.541957,0.848326,-0.0773747
14612,2341,64,0.368799,0.848326,-0.0773747
74,2343,64,-0.101583,0.181028,-0.0773747
75,2343,64,-0.173158,0.181028,-0.0773747
14622,2345,64,0.368799,-0.171238,-0.0773747
69,2346,64,0.233317,0.309434,-0.0773747
70,2346,64,-0.274741,0.309434,-0.0773747
415,2347,65,0.0,0.637656,-0.113901
416,2348,65,-0.274741,1.01102,-0.113901
418,2349,65,-0.101583,0.949488,-0.113901
419,2349,65,0.0,0.949488,-0.113901
420,2350,65,-0.101583,-0.042832,-0.113901
421,2350,65,-0.101583,-0.042832,-0.113901
422,2350,65,-0.173158,-0.042832,-0.113901
444,2353,65,-0.101583,0.637656,-0.113901
461,2357,65,0.033899,0.949488,-0.113901
469,2358,65,0.541957,0.581636,-0.113901
470,2358,65,0.368799,0.581636,-0.113901
475,2359,65,-0.101583,0.637656,-0.113901
476,2359,65,-0.274741,0.637656,-0.113901
484,2360,65,0.368799,1.01102,-0.113901
498,2362,65,0.029241,0.033751,-0.113901
499,2362,65,0.029241,0.033751,-0.113901
500,2362,65,-0.143917,0.033751,-0.113901
510,2363,65,-0.101583,0.88898,-0.113901
528,2364,65,-0.274741,0.637656,-0.113901
512,2365,65,-0.274741,0.637656,-0.113901
717,2384,67,0.207057,2.133886,-0.0598976
720,2385,67,0.541957,1.590566,-0.0598976
724,2386,67,-0.101583,1.145874,-0.0598976
725,2386,67,-0.101583,1.145874,-0.0598976
726,2386,67,-0.173158,1.145874,-0.0598976
727,2387,67,-0.101583,1.474096,-0.0598976
728,2387,67,0.0,1.474096,-0.0598976
732,2388,67,0.207057,1.590566,-0.0598976
733,2388,67,0.30864,1.590566,-0.0598976
740,2389,67,-0.101583,0.759381,-0.0598976
741,2389,67,-0.274741,0.759381,-0.0598976
743,2390,67,0.207057,1.590566,-0.0598976
746,2391,67,-0.143917,1.474096,-0.0598976
753,2392,67,0.207057,1.01102,-0.0598976
755,2393,67,0.30864,0.799268,-0.0598976
756,2394,67,0.207057,0.682798,-0.0598976
759,2395,67,0.033899,1.262344,-0.0598976
761,2396,67,-0.101583,1.689194,-0.0598976
762,2396,67,0.0,1.689194,-0.0598976
803,2397,67,0.207057,1.805664,-0.0598976
805,2397,67,0.0,1.805664,-0.0598976
774,2399,67,-0.101583,1.01102,-0.0598976
775,2399,67,-0.274741,1.01102,-0.0598976
777,2400,67,0.060159,1.01102,-0.0598976
782,2401,67,0.368799,1.01102,-0.0598976
787,2402,67,-0.101583,1.12749,-0.0598976
788,2402,67,-0.173158,1.12749,-0.0598976
789,2403,67,0.368799,0.850057,-0.0598976
795,2404,67,0.0,0.787162,-0.0598976
797,2406,67,0.0,2.133886,-0.0598976
798,2407,67,0.368799,1.01102,-0.0598976
13355,2421,70,-0.101583,0.352266,-0.3962017
13356,2421,70,-0.274741,0.352266,-0.3962017
13358,2422,70,0.541957,-0.166063,-0.3962017
13359,2422,70,0.368799,-0.166063,-0.3962017
13363,2423,70,-0.274741,0.148471,-0.3962017
13367,2425,70,-0.101583,-0.127212,-0.3962017
13368,2425,70,-0.101583,-0.127212,-0.3962017
13375,2428,70,0.0,-0.103168,-0.3962017
13376,2429,70,0.207057,0.181028,-0.3962017
13379,2430,70,-0.101583,0.357778,-0.3962017
13380,2430,70,0.0,0.357778,-0.3962017
13381,2431,70,0.233317,0.057795,-0.3962017
13382,2431,70,0.233317,0.057795,-0.3962017
13383,2431,70,-0.274741,0.057795,-0.3962017
13398,2433,70,-0.101583,0.329997,-0.3962017
13399,2433,70,0.0,0.329997,-0.3962017
13393,2434,70,0.541957,0.309434,-0.3962017
13394,2434,70,0.368799,0.309434,-0.3962017
13404,2435,70,-0.274741,0.309434,-0.3962017
13406,2436,70,-0.274741,0.554392,-0.3962017
13408,2437,70,0.541957,-0.166063,-0.3962017
13409,2437,70,0.033899,-0.166063,-0.3962017
13431,2439,70,0.541957,0.181028,-0.3962017
13432,2439,70,0.368799,0.181028,-0.3962017
13543,2440,71,-0.143917,0.181028,-0.4956586
13558,2441,71,0.368799,0.057795,-0.4956586
13573,2442,71,0.541957,-0.04283,-0.4956586
13574,2442,71,0.541957,-0.04283,-0.4956586
13575,2442,71,0.060159,-0.04283,-0.4956586
13586,2444,71,-0.274741,0.181028,-0.4956586
13588,2445,71,0.033899,0.425904,-0.4956586
13590,2446,71,0.541957,0.181028,-0.4956586
13594,2447,71,0.0,0.181028,-0.4956586
13603,2449,71,0.541957,-0.395096,-0.4956586
13604,2449,71,0.368799,-0.395096,-0.4956586
13608,2450,71,0.029241,-0.166063,-0.4956586
13609,2450,71,0.541957,-0.166063,-0.4956586
13615,2451,71,0.30864,0.057795,-0.4956586
7766,2452,72,0.0,-0.604194,-1.073468
7768,2453,72,-0.274741,-0.359236,-1.073468
7770,2454,72,0.541957,-0.404378,-1.073468
7805,2455,72,0.541957,-0.359236,-1.073468
7780,2456,72,-0.101583,-0.230828,-1.073468
7781,2456,72,-0.173158,-0.230828,-1.073468
7786,2458,72,0.541957,-0.359236,-1.073468
7787,2458,72,0.541957,-0.359236,-1.073468
7788,2458,72,0.368799,-0.359236,-1.073468
7792,2459,72,0.029241,-0.380334,-1.073468
7793,2459,72,0.029241,-0.380334,-1.073468
7800,2460,72,-0.274741,-0.380334,-1.073468
7810,2461,73,0.207057,-0.359236,-1.073468
7811,2461,73,-0.173158,-0.359236,-1.073468
7812,2462,73,0.541957,-0.956458,-1.073468
7816,2463,73,0.368799,-0.520199,-1.073468
7820,2464,73,0.541957,-0.583094,-1.073468
7821,2464,73,0.368799,-0.583094,-1.073468
7828,2465,73,0.541957,-0.7326,-1.073468
7829,2465,73,0.368799,-0.7326,-1.073468
7830,2465,73,0.033899,-0.7326,-1.073468
7847,2467,73,0.541957,0.097392,-1.073468
7848,2467,73,0.541957,0.097392,-1.073468
7853,2468,73,0.233317,-0.052112,-1.073468
7854,2468,73,-0.101583,-0.052112,-1.073468
7857,2469,73,-0.143917,-0.7326,-1.073468
7878,2470,73,0.207057,0.637656,-1.073468
7879,2470,73,0.033899,0.637656,-1.073468
7881,2471,73,0.541957,0.309434,-1.073468
7882,2471,73,0.033899,0.309434,-1.073468
7888,2472,74,0.207057,2.017416,-0.1026911
7889,2472,74,-0.274741,2.017416,-0.1026911
7891,2473,74,0.368799,2.133886,-0.1026911
7895,2474,74,0.0,2.133886,-0.1026911
7899,2477,74,0.207057,0.682798,-0.1026911
7900,2477,74,-0.274741,0.682798,-0.1026911
7908,2478,75,0.368799,2.133886,-0.1026911
7915,2479,75,0.368799,1.55434,-0.1026911
7923,2481,76,0.541957,-0.541297,-0.1708291
7924,2481,76,0.541957,-0.541297,-0.1708291
7925,2481,76,0.033899,-0.541297,-0.1708291
7928,2482,76,0.541957,0.50925,-0.1708291
7929,2482,76,0.541957,0.50925,-0.1708291
7930,2482,76,0.060159,0.50925,-0.1708291
7934,2483,76,0.207057,0.50925,-0.1708291
7935,2483,76,-0.101583,0.50925,-0.1708291
7936,2483,76,-0.173158,0.50925,-0.1708291
7944,2484,76,0.541957,0.181028,-0.1708291
7948,2485,76,0.368799,-0.294471,-0.1708291
7961,2487,76,-0.101583,0.020065,-0.1708291
7962,2487,76,-0.101583,0.020065,-0.1708291
7963,2487,76,-0.173158,0.020065,-0.1708291
7964,2488,76,0.0,0.057795,-0.1708291
7965,2489,76,0.368799,0.181028,-0.1708291
7980,2491,76,0.029241,0.309434,-0.1708291
7987,2492,76,0.541957,-0.380334,-0.1708291
7992,2493,76,0.029241,0.50925,-0.1708291
8003,2495,76,0.029241,-0.042832,-0.1708291
8010,2496,76,0.541957,-0.04283,-0.1708291
8016,2497,76,0.541957,0.50925,-0.1708291
8017,2497,76,0.368799,0.50925,-0.1708291
8021,2498,76,0.207057,0.181028,-0.1708291
8022,2498,76,0.207057,0.181028,-0.1708291
14489,2499,76,-0.274741,0.181028,-0.1708291
8024,2500,76,0.368799,-0.332201,-0.1708291
8029,2501,76,0.0,-0.541297,-0.1708291
8040,2502,77,-0.101583,1.474096,-0.4092217
8041,2502,77,-0.173158,1.474096,-0.4092217
8042,2503,77,-0.101583,0.057795,-0.4092217
8043,2503,77,-0.274741,0.057795,-0.4092217
8045,2504,77,0.541957,0.330532,-0.4092217
8046,2504,77,0.368799,0.330532,-0.4092217
8051,2505,77,0.0,0.121436,-0.4092217
8052,2506,77,0.207057,1.01102,-0.4092217
8055,2507,77,0.0,-0.518329,-0.4092217
8056,2508,77,0.368799,-0.604194,-0.4092217
8060,2509,77,-0.173158,2.017416,-0.4092217
8061,2510,77,0.541957,0.148471,-0.4092217
8068,2511,77,0.029241,0.576124,-0.4092217
8082,2513,78,-0.274741,-0.604194,-0.6459352
8084,2514,78,0.541957,-0.404378,-0.6459352
8085,2514,78,-0.274741,-0.404378,-0.6459352
8088,2515,78,0.029241,-0.956458,-0.6459352
8089,2515,78,-0.143917,-0.956458,-0.6459352
8098,2516,78,0.541957,-0.648687,-0.6459352
8099,2516,78,-0.101583,-0.648687,-0.6459352
8100,2516,78,-0.274741,-0.648687,-0.6459352
8102,2517,78,0.233317,0.052899,-0.6459352
8103,2517,78,-0.274741,0.052899,-0.6459352
8109,2518,78,0.0,2.017416,-0.6459352
8113,2519,78,0.233317,0.882614,-0.6459352
8114,2519,78,-0.101583,0.882614,-0.6459352
8115,2519,78,-0.274741,0.882614,-0.6459352
8116,2519,78,-0.173158,0.882614,-0.6459352
8117,2520,78,0.368799,0.910507,-0.6459352
8121,2521,78,0.207057,2.133886,-0.6459352
8122,2521,78,-0.173158,2.133886,-0.6459352
8123,2522,78,0.207057,1.029204,-0.6459352
8125,2523,79,0.541957,-0.893563,-1.005402
8126,2523,79,0.368799,-0.893563,-1.005402
8131,2524,79,0.541957,-0.956458,-1.005402
8142,2525,79,0.207057,0.449658,-1.005402
8143,2525,79,0.207057,0.449658,-1.005402
8145,2526,79,0.541957,-0.359236,-1.005402
8151,2527,79,0.029241,-0.482469,-1.005402
8161,2528,79,0.207057,-0.956458,-1.005402
8162,2528,79,-0.101583,-0.956458,-1.005402
8167,2529,79,0.029241,-0.628236,-1.005402
8168,2529,79,-0.143917,-0.628236,-1.005402
8164,2530,79,0.207057,-0.404378,-1.005402
8165,2530,79,0.207057,-0.404378,-1.005402
8166,2530,79,-0.173158,-0.404378,-1.005402
8205,2533,80,0.541957,-1.079691,-1.005402
8206,2533,80,0.368799,-1.079691,-1.005402
8211,2534,80,0.541957,-0.7326,-1.005402
8212,2534,80,0.033899,-0.7326,-1.005402
8215,2535,80,0.207057,-0.956458,-1.005402
8216,2535,80,-0.274741,-0.956458,-1.005402
8223,2536,80,-0.101583,0.65584,-1.005402
8224,2536,80,-0.173158,0.65584,-1.005402
8229,2537,80,0.0,2.017416,-1.005402
8235,2538,80,0.029241,-1.079691,-1.005402
8236,2538,80,0.368799,-1.079691,-1.005402
8242,2539,80,-0.101583,0.748466,-1.005402
8243,2539,80,-0.274741,0.748466,-1.005402
8245,2540,80,0.541957,0.181028,-1.005402
8250,2541,80,0.029241,-0.503567,-1.005402
8262,2542,80,0.541957,-0.727425,-1.005402
8268,2543,80,0.0,0.169569,-1.005402
8276,2544,81,0.207057,-0.275972,-1.005402
8277,2544,81,0.135482,-0.275972,-1.005402
8278,2545,81,0.233317,-0.628236,-1.005402
8279,2545,81,-0.274741,-0.628236,-1.005402
8286,2546,81,0.207057,-0.060872,-1.005402
8294,2549,81,0.368799,-0.893563,-1.005402
8301,2552,82,0.368799,1.180976,-1.318367
8306,2553,82,0.541957,0.041374,-1.318367
8307,2553,82,0.060159,0.041374,-1.318367
8312,2554,82,0.233317,0.728308,-1.318367
8313,2554,82,-0.274741,0.728308,-1.318367
8316,2555,82,0.233317,-0.503567,-1.318367
8320,2556,82,0.541957,1.029204,-1.318367
8321,2556,82,0.033899,1.029204,-1.318367
8322,2556,82,-0.274741,1.029204,-1.318367
8324,2557,82,0.541957,0.972326,-1.318367
8340,2558,83,0.368799,-1.079691,-1.318367
8344,2559,83,0.060159,-0.399203,-1.318367
8345,2559,83,-0.274741,-0.399203,-1.318367
8348,2560,83,-0.101583,-0.503567,-1.318367
8351,2561,83,0.368799,-0.893563,-1.318367
8356,2562,83,0.029241,-0.621361,-1.318367
8364,2563,83,0.0,1.55434,-1.318367
8368,2564,83,0.029241,-0.251928,-1.318367
8369,2564,83,0.060159,-0.251928,-1.318367
8375,2565,83,-0.274741,-0.391793,-1.318367
8376,2565,83,-0.173158,-0.391793,-1.318367
8380,2566,83,0.0,2.133886,-1.318367
8381,2567,83,0.541957,-0.23083,-1.318367
8385,2568,83,-0.101583,0.949488,-1.318367
8386,2568,83,-0.274741,0.949488,-1.318367
8388,2569,83,-0.173158,1.12749,-1.318367
8389,2570,83,-0.101583,1.418076,-1.318367
8390,2570,83,-0.173158,1.418076,-1.318367
8398,2571,83,0.368799,-0.688574,-1.318367
8406,2572,84,0.368799,-0.275972,-0.6654032
8412,2573,84,0.541957,0.286964,-0.6654032
8421,2574,84,0.541957,0.637656,-0.6654032
8422,2574,84,-0.274741,0.637656,-0.6654032
8425,2575,84,-0.274741,0.637656,-0.6654032
8428,2576,84,0.233317,0.181028,-0.6654032
8429,2576,84,0.060159,0.181028,-0.6654032
8435,2577,84,0.368799,0.357778,-0.6654032
8442,2579,84,0.233317,1.044712,-0.6654032
8443,2579,84,0.060159,1.044712,-0.6654032
8449,2580,84,0.541957,-0.828052,-0.6654032
8453,2581,84,0.0,-0.404378,-0.6654032
8464,2584,84,-0.279399,-0.171238,-0.6654032
8465,2584,84,0.233317,-0.171238,-0.6654032
8466,2584,84,0.060159,-0.171238,-0.6654032
8471,2585,85,0.541957,-0.380334,-1.221027
8475,2586,85,-0.101583,0.082742,-1.221027
8476,2586,85,-0.173158,0.082742,-1.221027
8477,2587,85,-0.101583,-0.7326,-1.221027
8478,2587,85,-0.274741,-0.7326,-1.221027
8479,2587,85,-0.173158,-0.7326,-1.221027
8480,2588,85,-0.101583,-0.380334,-1.221027
8481,2588,85,0.0,-0.380334,-1.221027
8482,2589,85,-0.101583,-0.7326,-1.221027
8483,2589,85,-0.274741,-0.7326,-1.221027
8485,2590,85,-0.101583,-1.36181,-1.221027
8488,2591,85,0.033899,-0.893563,-1.221027
8491,2592,85,0.207057,-0.380334,-1.221027
8494,2593,85,-0.101583,-0.380334,-1.221027
8495,2593,85,-0.274741,-0.380334,-1.221027
8497,2594,85,0.541957,-0.855833,-1.221027
8502,2595,85,0.541957,-0.855833,-1.221027
8503,2595,85,0.368799,-0.855833,-1.221027
8508,2596,85,0.0,-0.503567,-1.221027
8516,2598,85,0.029241,-0.828052,-1.221027
8526,2599,85,0.0,-0.54081,-1.221027
8527,2600,85,0.0,0.912734,-1.221027
8533,2601,85,0.207057,-0.503567,-1.221027
8534,2601,85,-0.274741,-0.503567,-1.221027
8536,2602,85,0.029241,-0.380334,-1.221027
8537,2602,85,0.368799,-0.380334,-1.221027
8543,2603,85,0.029241,-1.298915,-1.221027
11154,2604,86,0.541957,-1.261185,-1.464377
11155,2604,86,0.541957,-1.261185,-1.464377
11156,2604,86,0.033899,-1.261185,-1.464377
11159,2605,86,0.0,-0.503567,-1.464377
11160,2606,86,0.0,-0.251928,-1.464377
11161,2607,86,0.135482,-0.337504,-1.464377
11162,2608,86,0.033899,-0.742856,-1.464377
11165,2609,86,0.541957,-1.009546,-1.464377
11166,2609,86,0.233317,-1.009546,-1.464377
11167,2609,86,0.060159,-1.009546,-1.464377
11171,2610,86,0.029241,-0.742856,-1.464377
11172,2610,86,-0.143917,-0.742856,-1.464377
11185,2612,86,0.541957,-0.65728,-1.464377
11186,2612,86,0.060159,-0.65728,-1.464377
8553,2614,87,0.029241,-0.380334,-1.172357
8554,2614,87,-0.143917,-0.380334,-1.172357
