G,H,S,T,U,Y
1,29,112.87545610794845,203.46655764086714,138.48324514748867,-25.838730630026085
1,30,84.0879419153748,248.69841344385918,107.07400320124364,-8.231731110959352
1,31,89.67494991917921,220.4438075279965,115.0813409073782,-8.698227346978294
1,32,86.9119635193019,170.38297839685438,137.3262963040265,-18.805001638784134
1,33,100.714689745728,225.91476346803452,114.19440535924105,50.77008070708187
1,34,90.31217517518311,155.70980475131154,142.8048799004272,14.92954712405965
1,35,116.68572396360695,217.26305517666867,129.9873914810778,-4.699777877446246
1,36,142.50252722118154,209.3270758793392,136.1618423185364,5.844241310987236
1,37,98.12228564122044,161.8431228621753,168.61129691507819,-16.57491740978567
1,38,88.39418662586802,219.7647009288064,176.1376824962817,7.088030833440907
1,39,142.69181541016056,258.52486121654283,209.62805994999957,54.1679791310171
1,40,87.4394673026011,207.07037137223963,148.6329831009093,6.556985771918761
1,41,85.20691034935905,201.48332426622835,138.93932136222622,-9.949942607194835
1,42,83.72360628323207,238.21896127753794,210.39339088952212,-21.380679950909034
1,43,110.43787708516673,235.35241450179726,216.28593952853714,7.768313687420894
1,44,119.95274691078194,196.21410217606203,149.14296166620215,30.375827037246577
1,45,111.61179789828796,239.63260400711872,132.98621672695813,-38.09522697414933
1,46,99.79080014674585,191.23062757550588,76.24463175622945,8.154103702001564
1,47,162.54042604651463,240.98890296809242,196.79591394944816,11.685250261105788
1,48,85.39923507374685,197.91473634819386,118.0391450927042,-33.673023023342054
1,49,103.84039513909119,251.30450378889174,101.32144145656625,-2.8987323019762403
1,50,133.98311041155836,219.44209953291914,268.26456749488364,34.86673285734401
1,51,127.38165319232152,207.38704874469684,155.39123179983983,11.890589625396919
1,52,97.20628945162761,194.52397553583882,149.29179326762787,13.31005059091362
1,53,68.32788631830186,154.42170028428276,45.31232972861734,-4.028367210104102
1,54,92.57481281139188,193.9469161907727,147.2582904709992,-11.464700592766514
1,55,75.92194749513652,160.09661520964607,194.96703264835784,-5.5295450013083025
1,56,111.64599520782252,159.8949704406895,167.08567833515008,17.137168790044186
1,57,120.91455494458114,211.4885150217081,183.68238927924065,13.338449770382386
1,58,105.93550302252879,218.05480621868688,229.09697226957664,-25.249834302682014
1,59,89.66608798280996,198.25534466553,199.12858273842505,-6.78510400232644
1,60,121.24481890680282,210.05813546337066,125.8440351671907,-11.226947799149627
1,61,70.93770006884151,248.53745862636373,180.4822815814194,-2.930936763737031
1,62,85.30298979835962,136.22475202417542,146.94613036583291,6.556896896442145
1,63,113.30491832894508,234.88517145373672,124.60654495170354,-2.032974114791667
1,64,72.35513270417007,201.92604337432735,37.50865225898342,-9.249770358265407
1,65,90.24523373159943,206.96673008843547,118.89120905666707,-23.11491484122705
1,66,93.52317289823586,244.10252959561976,168.71674830457994,-44.214808255600076
1,67,101.5712607670855,138.0886560388245,240.9318303345052,-4.093783002322141
1,68,134.99513683897152,203.39477250729487,165.32781687216092,33.799254651914964
1,69,76.42535668153434,179.08075257238445,179.52609045178963,24.146599398553946
1,70,120.72678335827206,220.77564273569183,106.80441013799759,40.56925383351468
1,71,78.42724523532242,138.5294607763339,162.5027418042343,-5.539763529288676
1,72,87.51205215578021,221.56202935258764,66.12978426566704,-14.94733836400015
1,73,100.32146497060403,187.425761699253,170.2960155439956,-10.964485305312575
1,74,123.78344025811103,244.53511398903868,172.96709415307723,-13.450257250311054
1,75,94.41606162390528,187.8294648011797,158.90126926064758,23.454587161275832
1,76,89.20031621378297,222.19205375773112,179.01032711576346,-34.49889082952363
1,77,141.719945433434,242.80543274281194,154.85712620223876,7.162186621492259
1,78,94.2927986896566,158.56704258168875,183.68890499430455,-0.040348813734466304
1,79,114.3518405288834,197.13833802220182,223.13973300881017,23.25062389365543
1,80,107.58290704680827,202.27331140457287,194.12249603953205,8.068764490368471
1,81,137.87722933377478,225.59909779384392,144.83539214604485,-2.737690939616135
1,82,117.05245508304749,217.8118383494029,101.40870974433983,7.5850091762060385
1,83,78.58863341673134,167.03524615446693,171.55286094528475,-5.404299782785877
1,84,85.84994131181335,201.77295023302906,135.60321594036657,-42.85977151418854
1,85,126.543843272012,214.80176449464525,206.4024975365498,-16.534942193584335
1,86,84.56724153925938,173.64196623521667,87.95453511345303,-12.534036289350261
1,87,99.62022143097069,271.41010018758357,129.80385030330748,4.672283511225115
1,88,101.8892459491205,162.72811897288426,168.65145114536043,5.736931728650426
1,89,107.06450546749946,226.79032175383975,141.58657064250585,3.096699721460638
1,90,114.79640292869135,186.51621260870758,123.87587792764371,50.580966010031545
1,91,115.35055941215799,172.93858717073203,136.70267313161833,17.444404138761193
1,92,145.35793926652698,233.8311971709854,167.70671574426132,2.4200154650209527
1,93,109.22965589406219,221.97510643062952,184.13244502069261,24.38482833951233
1,94,101.00710090978275,174.30774899029885,177.9348228226487,-13.45818401636482
1,95,107.81725215847055,234.97713123905805,239.8435451912956,13.477337076145353
1,96,133.18807707587405,220.05092332473188,192.19929796965414,26.96628781629416
1,97,85.0645980670899,184.71045457411068,164.51670072118495,-17.194245631414084
1,98,111.19887232988904,194.75514544050768,121.81324251986851,16.015711998118192
1,99,125.55546124829753,255.87383584805224,262.6757059134346,-23.340307495427034
1,100,97.31429695768202,168.28234022572653,179.43261371147742,-25.623629920735844
1,101,84.00733498605874,190.03631567928102,124.84062967373562,-1.0211026603390216
1,102,106.19831404505658,198.35804798456965,156.80153049078683,-26.343945844120384
1,103,91.53317004155655,147.60020075663306,140.41541291459228,41.74788428826389
1,104,91.95890122703895,192.53315833828802,140.28866271274723,11.430560519419217
1,105,77.94095717118043,229.09128489129654,113.72773791632184,-7.274476505333295
1,106,105.95466295538532,210.85258979901917,153.41873548780694,-11.271360453855701
1,107,117.40798276876522,200.48656831513745,160.53450794379054,27.404246076973923
1,108,116.40667598399983,179.6012262741327,104.7793215838655,10.29312103911566
1,109,124.60368052685594,199.67175786077325,14.931888581929229,-3.6250798934562223
1,110,84.10293442419027,209.72493639553093,141.39629765414315,0.9340517737022269
1,111,112.94778106545593,240.7662990347543,147.4924286149184,28.71664318718626
1,112,109.3591047450193,254.65455615159064,170.34298529202172,-13.089983178601024
1,113,86.12003926713444,173.7112954021846,155.5741353710913,2.4146881009061856
1,114,111.2358771974504,190.17190748003296,165.7155140166034,-2.724221297878236
1,115,79.77156908454691,192.79965306496302,108.47142961300085,-21.242440290075166
1,116,104.34578603763183,167.80472875762422,179.844795754555,24.384207658498063
1,117,116.47487070005042,207.26119935253314,176.62502470234324,47.9221047312708
1,118,121.97303938932887,179.1813212066431,158.13774784047467,22.482877874198937
1,119,105.66629477679301,179.03888467806865,205.44332274692692,21.410921736489982
1,120,90.76165831122064,198.22410057154428,167.84419077183728,9.089431088415298
1,121,108.79443566790057,184.58570497224622,160.24926813647573,6.994762028391907
1,122,86.80948149617575,190.44011895583054,163.20514151501638,34.74885972016905
1,123,91.86353002825963,165.37465365424856,170.53972713229075,-11.300661912124466
1,124,119.90669166128167,237.2252742986293,188.64403598669537,9.888744462918819
1,125,60.440850204171305,170.95578733168531,175.30130046658593,18.626619795982165
1,126,129.72316048983814,246.02168478537945,170.69942871988155,30.12068599420551
1,127,102.17609748088037,237.23238760559462,101.6956532254394,-2.1748609643911045
1,128,108.16378915226194,209.7343203769591,133.31918611738953,14.28124102836837
1,129,142.31181985431874,231.75090930132717,202.73340403959767,6.078224658641913
1,130,97.13989643187386,183.68187112946586,101.32814839133283,-1.0466901221516505
1,131,106.33895965920708,239.53148627774942,157.78072965611966,-3.3926604840364547
1,132,80.25046948903776,212.77644727010093,168.66079306713277,35.54962342293264
1,133,66.00921733383903,149.42810218306445,196.84203117030472,4.519160003950021
1,134,100.46127769160542,216.34531037376829,134.9704712278543,-4.880240267018568
1,135,114.0611399476384,225.80602903626368,153.2891065982096,5.220438883068567
1,136,104.56797041306822,159.23487425040742,79.46552355580047,-12.50759214849724
1,137,101.78135493986788,187.76937940679232,164.10551753031427,-10.836683749834926
1,138,98.06645165288333,255.11590218277846,120.56750293217509,-16.288703645690404
1,139,110.04468504579012,190.89892378247913,139.30035160453434,-14.798248640178114
1,140,114.70198586903958,243.76634456617296,97.54536582570266,-6.571125296856657
1,141,86.22516682319664,220.6052247520009,166.64296055259626,-18.064302600362797
1,142,78.08825383933089,243.69011478363376,178.1756166946583,-28.180237917436415
1,143,89.2212425219626,177.35193356699668,140.1604363699427,-14.470427564490937
1,144,90.02001708370528,157.14238505888227,227.69673511302926,0.6083110737818904
1,145,78.73460904910817,184.28993882258047,181.01039022278093,25.192530855836235
1,146,114.51840200094858,227.75245364371847,185.29979921730063,19.319541821562332
1,147,139.8231117452643,229.68225785079613,226.48482892215634,21.878505558984905
1,148,112.2469127827066,213.53921298229795,121.14512663216307,-19.054781107321354
2,1,95.5852156650302,202.6646399776288,183.4172764272175,7.8901199564488085
2,2,94.88640209991212,177.435042612571,191.93450655982258,23.98327439639526
2,3,102.62303708445043,164.51828595032515,151.03204406107417,-11.377526073133765
2,4,71.56142386942071,147.04330027925457,169.43581399297616,-0.6784544623525833
2,5,104.96782389423244,222.25809369345188,107.07247707258716,45.09242063810325
2,6,104.57237372875436,230.9242464580715,167.06414343979623,-17.564426026444345
2,7,69.52490076098283,176.78874613226165,126.80685978925561,11.894843656030273
2,8,108.01785709324687,244.97924808510376,179.91415231895954,-38.61029230514127
2,9,107.19392963650068,267.3636785236772,112.82145995186528,-54.995980617012584
2,10,133.06798188490606,209.23137818908106,157.94460839765452,-4.439813538661255
2,11,75.37358732828564,221.4132996574966,117.98583337722044,0.20077752596441906
2,12,107.71459715642715,148.10331638320682,141.327675214976,12.278459678424637
2,13,136.11343034026356,196.82876431588122,81.86591330204695,5.131693105680495
2,14,116.22192616087776,204.90811255333378,152.7294495337128,8.627914155916809
2,15,100.740195961175,180.90056657326573,190.90732605860185,11.718113698617222
2,16,94.8372388414005,193.96747180967824,158.46448421658698,37.50557060292166
2,17,71.86988983713431,163.22848996657538,83.73713320399345,-19.544010903494282
2,18,75.31612675909719,192.24383952031897,128.55198987655965,-45.70654635782909
2,19,99.59848345564842,186.72553458730917,218.09979107976756,-7.1942131125240385
2,20,101.95693334813376,223.125457998235,222.336723772599,-37.41012689817849
2,21,84.41579205666896,209.79982013727735,103.88446064813331,-37.70769044952619
2,22,76.51755113688083,155.4203970356833,140.43149963251085,-18.05162264309597
2,23,77.49743870672899,214.37984738380752,166.87985474859062,21.592888231127336
2,24,99.38392064630469,226.11737367683673,161.8658068262457,-42.44577434382602
2,25,86.55269514034882,189.45477754038205,128.76044395722047,7.850875099712559
2,26,79.27601893184023,160.23802747141087,115.938627368346,13.263238227057341
2,27,83.4359307913562,182.21994183061835,145.8409972305028,-5.676855772305845
2,28,111.62264920244722,204.6080459580108,189.27270203881136,-14.868377702842672
2,29,118.70675764537212,195.2150817027518,148.56517573314463,24.12280569473058
2,30,117.36899213635813,256.3102733912388,118.52315736713958,-13.216526908902587
2,31,109.67620437439761,179.2184166587147,129.0761718168265,14.496328681889414
2,32,102.76679988050584,211.05770252714524,214.8283964887233,15.708589600769743
2,33,99.78996835166097,235.52194123824796,130.17892404490306,-39.90149361074255
2,34,75.137077342849,177.44982038397964,185.6032545051424,41.337528698387274
2,35,139.5958614488233,184.4960924613974,205.09815669045102,-12.081558545800995
2,36,122.06301381969394,207.43479567662806,164.62869924284848,14.196640306789988
2,37,116.7949628066871,222.06150400171896,129.45156767187302,-15.090974850174558
2,38,101.36987853510351,240.30314912371853,146.30465023461562,17.65203905861496
2,39,129.24858914167365,255.61995111082592,123.27388418287376,-38.65773031328428
2,40,108.47164552065118,184.35270705412037,199.52836873587782,37.54172554802266
2,41,80.49014271235814,213.84383196221984,145.99872918206268,24.77346313830977
2,42,110.89055848610874,236.26552599509748,209.89585430256457,-33.43881269881899
2,43,77.10748610722749,142.698496539709,133.00494341751389,1.6153737970532043
2,44,107.23736522604376,208.87364089667696,122.2263284308071,-38.81451749721004
2,45,70.9384616921684,217.2013400837352,159.0967413433599,24.171150038757364
2,46,97.96740752417585,175.79455584300416,152.39546763583172,2.416528668876179
2,47,117.2783845151632,236.45705455621157,125.3458597261801,-6.101994134821072
2,48,95.21650339868133,167.3036865729034,87.80397803514569,19.873562121221585
2,49,89.36923987468285,167.61962450630222,154.21901262358625,-11.659401564469915
2,50,114.83684139455133,150.40593195371224,121.05403516416553,-17.636493826746158
2,51,98.02489310558681,217.2174160554883,193.55429954478583,14.39773680700203
2,52,94.50372351005784,190.02203781576935,112.44503063614503,13.995279328818045
2,53,145.38494579361185,173.62634903586329,190.7368651331126,-7.756441714127542
2,54,104.68473417911599,201.96101463923765,122.82691601591524,-6.8756093047513005
2,55,75.95063493129756,209.12624877534805,164.85088440689194,-89.44061851786387
2,56,100.56361600413264,168.93444979465718,187.957043356672,-22.64596572832439
2,57,101.35277034300107,148.59932859254167,131.0810125028584,-8.013733813775413
2,58,119.68161089558063,217.71624652064978,168.99403397911632,42.15872259876486
2,59,129.625225511746,222.57468230024512,141.2197747070035,-12.11114428377835
2,60,105.36770484898506,168.44527426324328,104.49591871728335,-31.98184184119488
2,61,108.44097975643656,203.68365529886967,137.65037499916505,-22.67532578515182
2,62,55.73056109967505,165.34120125802204,223.7610318038133,-55.00775039590289
2,63,58.9790565312419,214.79152698430852,146.3374014526357,48.407581962928816
2,64,98.46480991998831,186.73191253757085,117.53603771597858,-7.661207851286866
2,65,82.10461830770214,187.49912789662875,150.8877404143182,-14.049329925994394
2,66,108.15884226577299,206.49867178986173,161.99703098429146,-1.4186640982821295
2,67,114.46943852537025,210.34065049244194,186.38910268168104,-15.594350392723204
2,68,91.37565037083995,213.5473191808503,197.15390648076328,5.223661440855087
2,69,91.44708573824136,177.59514359778805,156.33264146909423,5.383018389329408
2,70,98.22759276573649,171.0745154561308,199.0096282723522,44.87490362891513
2,71,107.36495286475139,264.41384738484726,114.85530407948063,-0.1528104275481673
2,72,80.90704013085437,189.99130741787118,57.6818124702923,-4.351160226030709
2,73,116.73141734795705,186.02314352176595,129.10274187722882,21.096005211372265
2,74,98.00934106612355,157.87776456018352,131.23508487908438,-11.686553664014664
2,75,71.97206867152644,160.6223402297631,61.45858479154579,1.201794898346989
2,76,129.5585131625919,236.7037106532499,167.05483609702162,32.140173736773214
2,77,94.0394458977485,160.09277459442143,120.77953023901802,-31.708969148317536
2,78,105.66898870095109,244.27792333742377,137.94262228150413,9.441419886712115
2,79,101.58263907717325,236.8789749603692,83.44367116002981,-0.6186954830795482
2,80,89.70923919063416,167.97028084259208,175.2234682109303,18.76205218974431
2,81,71.31112135893517,179.11098029372073,231.99044542898406,-22.356317851714316
2,82,100.59321031192867,161.6837603361018,115.94832207297752,-5.435316004279731
2,83,131.44313439128086,215.75750532640103,140.28136217221677,-6.582476287412616
2,84,125.62323646417988,185.69572073122515,226.41974094988925,4.975196193939366
2,85,117.31231800691688,191.7400218598439,185.98060411399968,-0.5028540261137882
2,86,112.21336762249811,180.6102796175382,227.0823562721603,-18.20496136260877
2,87,124.31538230899083,238.40131248234226,144.59579180822791,-0.3054225189482752
2,88,62.28085548834694,207.0648647654187,148.75360319198757,-6.154824097842272
2,89,111.36475913901563,195.2683239796726,127.8790522233655,-45.689427960459746
2,90,111.99731442062392,262.7681411230933,203.80908411017066,35.51451671937983
2,91,97.01052921312588,188.84505734286597,98.58439198490402,-15.929153125971428
2,92,141.77494442422972,234.30844291052236,155.06690117809384,-39.065700734879435
2,93,101.30091736404765,210.8750582258871,147.42607830585115,31.764210411110557
2,94,70.07741294949724,162.49438394313768,247.61866859349274,-16.307825590695437
2,95,75.75860729698545,157.89029894649272,130.59706348791934,-12.215902208765197
2,96,57.30108539694444,167.769522450335,96.02725104509457,8.98526694979493
2,97,101.3716871710996,172.5680438445171,160.55567923030125,6.737588095667476
2,98,88.51432063668949,188.428359690016,150.53225703267705,9.44847334614457
2,99,89.7826375314138,225.56431013877489,116.07632866877225,-7.513009703691562
2,100,121.73437360720548,195.40422999431024,152.55673227301213,8.216468475156024
2,101,89.86850093456823,194.7887236247462,140.4430320985138,16.557779842225795
2,102,79.95280829014207,215.82574597595215,124.43510317009839,-10.088405408549475
2,103,87.91901251456949,197.5165299481857,172.19875831428226,-3.100951157340755
2,104,130.20777240310807,232.62453379315923,130.74887398357,-3.1358627691729324
2,105,72.81658490293583,209.9343237766995,78.6326554238939,-42.36562202436581
2,106,95.28348054225762,181.44959658538824,43.55730259320261,-50.150768834432135
2,107,72.15488545822167,168.16978220876317,131.74117027403236,10.071089890359445
2,108,97.68605581242636,192.8758711636621,209.86286146531472,0.4657301692528328
2,109,126.34830660123295,242.0496059627776,178.47909666712354,28.31694586080136
2,110,113.55850728656333,212.7480423573522,196.97957043163592,-11.33751983550532
2,111,104.53861619488602,240.72244626499008,187.47298619446104,12.582381346228837
2,112,113.59639108976482,212.15768790990697,160.3870118386625,-12.241104720448867
2,113,80.72142623255844,211.71397647133628,90.79422651202842,2.6907541426293498
2,114,96.5816059291776,200.5598909047803,158.82241447372792,-40.56776899222191
2,115,97.7189915933241,146.43543107639493,217.84255912330752,22.59830227026836
2,116,89.98455074825429,172.82658242609506,14.39520872716517,-9.206180963687375
2,117,88.40038060927303,224.4107480012997,118.6757669464643,-18.890507402287497
2,118,118.63566650509176,186.74886100138394,192.8940314333117,33.58730756582505
2,119,77.23977322372414,256.27141668521506,172.09720034047498,-5.407932260346455
2,120,124.2541266051158,195.3745452563549,178.95935547721774,24.06517187657311
2,121,99.42489335526976,193.6936614025186,168.98477155119707,-19.891951162521877
2,122,81.98907608214122,205.22416220713075,174.21759538412599,-14.835451134755065
2,123,87.89960926469199,207.33996603329746,151.9490814204654,-23.23041402812281
2,124,121.68379397462004,233.19034309154785,108.10478892755924,-12.089115238744789
2,125,81.2535675622502,175.796889374464,103.80086486816217,2.450232400409484
2,126,90.78240986877509,163.59245824983702,154.4562868525909,-29.899999336569085
2,127,73.08642881074958,171.00617705823598,137.96019426124582,-28.461295508147522
2,128,110.72073644448213,207.4733872086251,111.53343197592957,-13.87701733184552
2,129,122.81887832649761,228.8512981645164,162.45888880616002,4.886745367524829
2,130,111.46175798272802,179.59558187256783,155.5918110679375,-3.888080836112695
2,131,124.29465511901137,191.2978170354488,206.58080869657434,-29.360235336839818
2,132,117.11990087744515,232.59409473226734,100.42442408787976,-10.792299640952463
2,133,102.97605100581855,234.18330484247568,126.91128710860984,-40.971084302694116
2,134,81.10200747837335,194.26670683161444,149.86137717058747,13.34737343159958
2,135,123.91872611176078,158.5444937199743,91.26090271184269,20.058612543795718
2,136,82.15269536455713,192.67833940559655,141.24778410988918,18.790942639667506
2,137,73.07750196659646,216.66619202957753,124.161170995958,-48.01367914197974
2,138,62.73621536290636,206.2679005797773,67.48474632832428,-24.265725258979522
2,139,98.01625739265342,204.85434241323776,138.49547531596386,-44.66963899158605
2,140,105.19654089035528,242.04492676890393,125.57164373258743,-13.689731893306433
2,141,128.663785061275,241.07830958020713,190.20617934811474,-1.7231567269124384
2,142,72.61641318859301,172.9695283579896,130.49699956259443,-34.6509946689852
2,143,106.05665180421475,169.0495437435988,173.29088740362826,9.98177312948721
2,144,90.5798548442641,214.6749157007631,156.44354811887843,-12.437083226999231
2,145,69.12378204366816,200.06492413784,103.96139928730408,-5.191355664489713
2,146,111.14960307326741,173.6109145658419,164.8997250734431,-27.850582280953994
2,147,97.54973708282667,184.72339934432708,146.73443212863296,-25.55009581268439
2,148,114.2208645918952,170.8804299816207,156.12460642885097,-7.836573545174921
2,149,108.47496110565054,175.57671700163164,176.74145109505614,12.476009226499086
2,150,105.41682247719339,166.27930693925634,155.45019231120423,2.141549228086182
2,151,123.30594334275949,239.70037278353593,209.42981730264876,-15.472009740942786
2,152,110.01478983884351,176.77464321450825,154.38289696368355,-22.01276571073261
2,153,92.31415916779403,201.80148988574663,99.9356210792809,-32.00911156377403
2,154,107.53832116589982,222.02363613138075,178.12508617361127,-13.20948159118561
2,155,85.33969537436766,205.20582668301202,102.01997620831224,-21.398740511795655
3,1,110.03262897346062,210.03103380040199,70.00048947809897,17.903920716561277
3,2,117.32467518210066,226.18290525490488,113.37945660632491,16.42040572389214
3,3,80.0060671612109,156.841731466084,124.48763822181047,-19.474464453287062
3,4,111.27181772882699,230.81237736175768,122.25362558792128,6.450602331538587
3,5,142.21388212446533,194.02481005697067,209.78651797600764,14.290921614220228
3,6,125.66581607168352,226.70212301134825,211.75773082366925,2.6986226274659906
3,7,149.42579062582018,218.8173276677027,171.76680561544683,33.728766043958295
3,8,108.0546317071632,212.11318062164221,96.44428281516264,-18.453047526118226
3,9,71.52596397832592,149.76457208663112,157.26633670045157,6.865479165387757
3,10,88.66718917869387,201.86907439125304,171.3331242351901,40.528898956480965
3,11,74.16665382580831,214.72955417911166,147.35296039838877,-28.48515478328568
3,12,109.26437197814693,135.43433269272344,158.698951090237,57.45692669759831
3,13,73.76660962694018,185.96805191618463,115.85859515098467,11.202925362174986
3,14,108.67148495938505,215.61067660209704,95.63393516913536,-14.455389075316404
3,15,128.36615979008604,163.70673982408414,205.033818423303,24.41519108775426
3,16,82.30664669691302,202.12308545622756,163.26483298953184,-23.897989348184936
3,17,97.95914907796922,167.40936761823204,135.1738753972144,31.068195531898244
3,18,119.57809006302847,212.32376077320555,159.9287981654855,12.55403667821979
3,19,112.27340174111262,216.1482231073727,231.50448212616607,56.42715745156042
3,20,117.77334906599106,179.55265621988337,163.22855611829493,71.70221302007502
3,21,121.58423627551166,198.20800226875411,204.52663722806994,69.16996916906865
3,22,102.57233786959048,215.78588225674002,204.58525330994047,-14.790844586644418
3,23,102.44972775964924,203.9108057778989,132.89681376053392,1.1690094249595422
3,24,113.56719157819133,172.38357324026498,180.4319781554721,-37.39100890367351
3,25,114.44635291749854,207.14926025578012,121.1308579265704,-8.160217974955348
3,26,52.419512499820655,193.34990282993604,96.97158758747196,17.21783025649421
3,27,70.37742765218263,154.00601565884406,107.36142150189357,25.8025224447576
3,28,105.78619341525936,245.40464010730867,141.02244320647307,-41.865467269897394
3,29,108.24390233647067,202.55186495142297,221.89463561835356,11.854998630642179
3,30,122.22026876975426,215.31053253647627,150.44372515541613,56.4047186630204
3,31,99.0801647088281,220.35732398458796,116.49412017155417,7.938408724872438
3,32,85.68520076716665,198.09708756035064,161.47267512267396,30.254240284517955
3,33,118.27371996057951,206.71290085170497,175.54715287920172,37.46652870965907
3,34,82.42151818366885,173.50338380937882,100.95964367541066,23.608653535520517
3,35,107.32807913546469,183.38169638392367,106.80549579073262,53.70441276582139
3,36,61.656190276731024,193.86188087944242,76.60169605287761,-17.56070337290548
3,37,78.35886353474567,163.45692531665236,103.03984293288255,13.037082123619973
3,38,97.0454055381643,181.47597591724417,115.1432186580165,7.256431532254306
3,39,63.70569454894273,198.1436157986848,143.28299623967473,23.017993987701793
3,40,169.92472053266113,233.15917058009165,196.0786053334406,49.91765806709104
3,41,111.5908737528627,226.36061228796456,183.33191854954916,30.13735632087066
3,42,96.23443122766685,185.1433503805659,162.33257539109837,-32.64799671807305
3,43,85.81588400359183,223.10174149343536,127.84053443587483,23.32460591584372
3,44,108.0445132283335,198.94954145100613,147.28541802878536,37.949818392826586
3,45,118.47360724082834,262.63484345334876,166.79567916118782,-25.812183871380064
3,46,129.5344683697352,239.87037043921129,123.48796986378251,5.478041673660584
3,47,100.55459847810148,218.66500371958566,192.17427393834825,46.01732718613856
3,48,104.70621286741795,185.75506224052324,194.68667842606297,33.86302391432126
3,49,107.88857978128924,202.07766617271844,101.3043461148498,4.091946764654759
3,50,101.42043661433486,172.0298496687045,120.6916378495198,-3.599776619972964
3,51,123.38101209655267,182.82958195991057,196.6574313547119,8.74953739031176
3,52,105.4026177147569,161.17331411974527,82.35426410712597,-6.417142543298475
3,53,134.95999280767066,205.76292969740206,161.92526782973385,-4.544280493000571
3,54,115.69770882133105,235.21184062598343,155.6708794819891,37.9030485814527
3,55,89.31960012341969,242.6327335964765,279.63389165494726,19.79340040965492
3,56,74.77790751197867,193.037801441651,42.71617896193234,-18.65231975625629
3,57,89.10557025292061,218.6555914183835,116.42449621638002,-37.296929627086186
3,58,115.69907329707866,276.90176381035883,171.66755919444992,14.801062887005797
3,59,110.50388288973392,155.7899880694388,218.75629055327295,37.07794022763013
3,60,90.04321764343482,244.2852620283981,183.52206382862624,31.88782334365343
3,61,81.04184469170954,195.3297533201208,94.7155849905444,11.929077747881818
3,62,115.64966252131285,205.322755635072,238.7381227278134,22.229150636887763
3,63,117.65788144937343,223.1996947827053,74.90089188049632,-16.234379586440824
3,64,82.92257866993862,146.50212129417514,109.56327318846911,5.676363672121409
3,65,137.8069325242071,218.0414346680124,142.11042431776866,21.915141846374453
3,66,133.18156987082102,242.41856002708596,233.99567263626784,58.42765933809075
3,67,87.57472096461682,242.35828247282834,170.38411864031104,-14.418840151147318
3,68,117.7724429484895,173.77130832536383,178.46977397065976,3.3733099276714302
3,69,133.7758208363337,296.8083895164549,211.12613207078107,-1.6281188989601354
3,70,108.043361727752,191.2350563377269,189.3769536938599,12.053803764495548
3,71,116.06296094646082,211.53796741038556,97.34868544066805,31.78078874716114
3,72,80.6292281471298,188.1956100005555,182.1580964974961,21.42602622246473
3,73,83.99516150626032,201.34816850400463,147.7314198757436,-45.12248802059977
3,74,132.87040616663324,183.74637334320846,218.7326543326879,28.441312580867322
3,75,69.93240217939494,192.6742341973561,144.63905235983881,16.92177589147095
3,76,78.28493157582454,184.42271673300695,91.5888434908008,27.656061823463936
3,77,93.13245164604186,238.23945074332073,169.2078670976202,7.463852489173493
3,78,117.65031602047767,179.83852289098814,162.90011549397394,36.34142946158663
3,79,91.24621176165178,229.94683093994513,149.11497461249576,22.987774973330794
