item,tar,dir,rt,subj,c1,c2,c3,srt,lrt,qrt,prt
204,val,hor,403.5,1,-0.75,-0.5,0.25,0.4035,6.000176487710004,20.087309426600665,12.749943924279874
206,val,hor,482.1,1,-0.75,-0.5,0.25,0.48210000000000003,6.1781515614115765,21.956775719581415,13.749897571183627
219,val,hor,534.7,1,-0.75,-0.5,0.25,0.5347000000000001,6.281705841954686,23.12358103754693,14.367424404200825
224,val,hor,402.5,1,-0.75,-0.5,0.25,0.4025,5.997695096858618,20.062402647738878,12.7365289902952
230,val,hor,406.4,1,-0.75,-0.5,0.25,0.4064,6.007337896264272,20.159365069366643,12.788739328763688
232,val,hor,469.0,1,-0.75,-0.5,0.25,0.469,6.150602768446279,21.656407827707714,13.59013306751881
239,val,hor,363.2,1,-0.75,-0.5,0.25,0.36319999999999997,5.894953646727139,19.05780679931455,12.193303712107141
250,val,hor,369.9,1,-0.75,-0.5,0.25,0.36989999999999995,5.913232698838408,19.23278450978953,12.288227209866028
254,val,hor,405.9,1,-0.75,-0.5,0.25,0.4059,6.006106823844852,20.146960068456977,12.782061864179678
263,val,hor,435.9,1,-0.75,-0.5,0.25,0.43589999999999995,6.077412859244347,20.87821831478922,13.174640219431707
266,val,hor,388.2,1,-0.75,-0.5,0.25,0.3882,5.9615206707349095,19.702791680368545,12.542557382290122
271,val,hor,427.1,1,-0.75,-0.5,0.25,0.42710000000000004,6.057018177847421,20.66639784771405,13.061141258234235
272,val,hor,424.0,1,-0.75,-0.5,0.25,0.424,6.049733455231958,20.591260281974,13.020838303204147
276,val,hor,389.9,1,-0.75,-0.5,0.25,0.38989999999999997,5.965890295988552,19.745885647395003,12.565830070754252
279,val,hor,376.5,1,-0.75,-0.5,0.25,0.3765,5.930918047239948,19.403607911932255,12.380770888726307
282,val,hor,380.7,1,-0.75,-0.5,0.25,0.3807,5.942011663388452,19.51153504981092,12.4391768076031
284,val,hor,400.1,1,-0.75,-0.5,0.25,0.4001,5.9917145158631895,20.002499843769527,12.704254655935285
290,val,hor,413.4,1,-0.75,-0.5,0.25,0.4134,6.024415647247668,20.332240407785857,12.88173147615541
292,val,hor,357.7,1,-0.75,-0.5,0.25,0.35769999999999996,5.879694646264972,18.912958520548813,12.114625190138064
301,val,hor,403.1,1,-0.75,-0.5,0.25,0.4031,5.99918467012312,20.077350422802308,12.744580250264546
302,val,hor,459.2,1,-0.75,-0.5,0.25,0.4592,6.129485845005356,21.428952377566198,13.468927068796154
303,val,hor,395.5,1,-0.75,-0.5,0.25,0.3955,5.980150787207709,19.887181801351343,12.642082504697782
305,val,hor,445.9,1,-0.75,-0.5,0.25,0.44589999999999996,6.100094711633431,21.1163443805977,13.302026348502134
306,val,hor,348.0,1,-0.75,-0.5,0.25,0.348,5.8522024797744745,18.65475810617763,11.974149100234204
310,val,hor,438.9,1,-0.75,-0.5,0.25,0.43889999999999996,6.0842715966941885,20.949940334043912,13.213031146944575
313,val,hor,433.2,1,-0.75,-0.5,0.25,0.4332,6.071199515126835,20.813457185196313,13.139958105016055
314,val,hor,414.5,1,-0.75,-0.5,0.25,0.4145,6.02707297457535,20.359273071502333,12.896261883220824
321,val,hor,405.8,1,-0.75,-0.5,0.25,0.4058,6.005860427391714,20.144478151592807,12.780725803047423
322,val,hor,418.6,1,-0.75,-0.5,0.25,0.4186,6.0369158100119,20.459716518075222,12.950225965556927
328,val,hor,409.9,1,-0.75,-0.5,0.25,0.4099,6.015913227510292,20.24598725673806,12.835349696165386
334,val,hor,414.8,1,-0.75,-0.5,0.25,0.4148,6.027796476355372,20.36663938896155,12.900220867361618
339,val,hor,453.7,1,-0.75,-0.5,0.25,0.4537,6.117436186669918,21.300234740490538,13.400249989359803
341,val,hor,446.4,1,-0.75,-0.5,0.25,0.44639999999999996,6.101215411067101,21.12818023399081,13.308352270958252
343,val,hor,365.7,1,-0.75,-0.5,0.25,0.36569999999999997,5.901813325155335,19.123284236762263,12.22883990489043
348,val,hor,369.5,1,-0.75,-0.5,0.25,0.3695,5.912150740388256,19.222382786741086,12.282588057772633
356,val,hor,369.4,1,-0.75,-0.5,0.25,0.36939999999999995,5.911880067765139,19.219781476385208,12.281177720626397
362,val,hor,366.6,1,-0.75,-0.5,0.25,0.36660000000000004,5.904271335405605,19.146801299433804,12.241598682555336
363,val,hor,337.0,1,-0.75,-0.5,0.25,0.337,5.820082930352362,18.35755975068582,11.812090464401372
366,val,hor,349.7,1,-0.75,-0.5,0.25,0.3497,5.85707564406933,18.700267377767624,11.998930074939446
367,val,hor,411.1,1,-0.75,-0.5,0.25,0.4111,6.018836493903833,20.275601100830524,12.851277617005557
369,val,hor,324.7,1,-0.75,-0.5,0.25,0.3247,5.7829016791088,18.019433953373785,11.627230152487591
371,val,hor,376.5,1,-0.75,-0.5,0.25,0.3765,5.930918047239948,19.403607911932255,12.380770888726307
373,val,hor,373.3,1,-0.75,-0.5,0.25,0.3733,5.922382385920538,19.32097306038182,12.336018890707692
374,val,hor,372.7,1,-0.75,-0.5,0.25,0.3727,5.9207738064852125,19.30543964793343,12.327603330706163
379,val,hor,477.7,1,-0.75,-0.5,0.25,0.4777,6.168982920395917,21.85634919193963,13.69651816666939
382,val,hor,394.1,1,-0.75,-0.5,0.25,0.3941,5.976604684200958,19.85195204507607,12.623077980894278
383,val,hor,419.9,1,-0.75,-0.5,0.25,0.4199,6.040016587690148,20.491461636496307,12.967272940433027
385,val,hor,482.6,1,-0.75,-0.5,0.25,0.48260000000000003,6.179188153190932,21.968158775828257,13.755945635240025
388,val,hor,429.1,1,-0.75,-0.5,0.25,0.42910000000000004,6.061689991997479,20.71472905929498,13.087053846724753
390,val,hor,458.5,1,-0.75,-0.5,0.25,0.4585,6.127960291696519,21.412613105363857,13.460212748467196
